document_id,url,title,date,dispute_title,document_type.name,annulment_committee_members,annulment_committee_president,arbitrator,claimant_appointee,claimant_counsel,claimant_expert,country,judge,other_counsel,other_expert,president,respondent_appointee,respondent_counsel,respondent_expert
549,http://www.italaw.com/sites/default/files/case-documents/italaw1536.pdf,Petition for Recognition and Entry of ICSID Award as Judgment,2013-06-14 07:00:00,"SGS Société Générale de Surveillance S.A. v. The Republic of Paraguay, ICSID Case No. ARB/07/29",Request,,,,,,,United States of America,,,,,,,
551,http://www.iareporter.com/articles/20130911_2,"Notice of Arbitration (not public, see IAReporter story)",2013-09-10 07:00:00,"Erbil Serter v. French Republic, ICSID Case No. ARB/13/22",Report,,,,,,,,,,,,,,
552,http://www.iareporter.com/articles/20131024_1,"Interim Award on Jurisdiction (not public, see IAReporter)",2010-12-03 08:00:00,"Les Laboratoires Servier, S.A.A., Biofarma, S.A.S., Arts et Techniques du Progres S.A.S. v. Republic of Poland, UNCITRAL",Report,,,Bernard Hanotiau,,,,,,,,William Park,,,
552,http://www.iareporter.com/articles/20131024_1,"Interim Award on Jurisdiction (not public, see IAReporter)",2010-12-03 08:00:00,"Les Laboratoires Servier, S.A.A., Biofarma, S.A.S., Arts et Techniques du Progres S.A.S. v. Republic of Poland, UNCITRAL",Award,,,Bernard Hanotiau,,,,,,,,William Park,,,
553,http://www.italaw.com/sites/default/files/case-documents/italaw3005.pdf,Award (redacted),2012-02-14 08:00:00,"Les Laboratoires Servier, S.A.A., Biofarma, S.A.S., Arts et Techniques du Progres S.A.S. v. Republic of Poland, UNCITRAL",Award,,,Bernard Hanotiau,,,,,,,,William Park,,,
554,http://www.italaw.com/sites/default/files/case-documents/italaw1565.pdf,"Polish Court Ruling, Effort to obtain Award from State Treasury Solicitor's Office (Polish)",2012-10-25 07:00:00,"Les Laboratoires Servier, S.A.A., Biofarma, S.A.S., Arts et Techniques du Progres S.A.S. v. Republic of Poland, UNCITRAL",Award,,,,,,,Poland,,,,,,,
556,http://www.italaw.com/sites/default/files/case-documents/italaw1564.pdf,"Polish Court Proceeding, to Polish Health Ministry for Release of Award (Polish)",2013-05-07 07:00:00,"Les Laboratoires Servier, S.A.A., Biofarma, S.A.S., Arts et Techniques du Progres S.A.S. v. Republic of Poland, UNCITRAL",Award,,,,,,,Poland,,,,,,,
557,http://www.italaw.com/sites/default/files/case-documents/italaw1563.pdf,"Amicus Curiae Brief submitted by Center for International Environmental Law, to obtain Award (English and Polish)",2013-06-05 07:00:00,"Les Laboratoires Servier, S.A.A., Biofarma, S.A.S., Arts et Techniques du Progres S.A.S. v. Republic of Poland, UNCITRAL",Award,,,,,,,Poland,,,,,,,
558,http://www.italaw.com/sites/default/files/case-documents/ita0778.pdf,Procedural Order No. 2,2002-10-16 07:00:00,"SGS Société Générale de Surveillance S.A. v. Islamic Republic of Pakistan, ICSID Case No. ARB/01/13",Order,,,J. Christopher Thomas,,,,,,,,Florentino Feliciano,,,
562,http://www.italaw.com/sites/default/files/case-documents/italaw1485.pdf,Final Arbitral Award,2012-03-30 07:00:00,"Carl A. Sax and others v. The City of St. Petersburg, UNCITRAL",Award,,,Andrey Yurlevitch Bushev,,,,,,,,Marc Blessing,,,
563,,Order Taking Note of the Discontinuance of the Proceeding (not public),2008-07-10 07:00:00,"Scancem International ANS v. Republic of Congo, ICSID Case No. ARB/06/12",Order,,,,,Cabinet Matray,,,,,,,,Direction Nationale du Protocale de la Présidence de la République du Congo,
564,,Award (not public),1994-05-04 07:00:00,"Scimitar Exploration Limited v. Bangladesh and Bangladesh Oil, Gas and Mineral Corporation, ICSID Case No. ARB/92/2",Award,,,,Edward C. Chiasson,Biddle & Co,,,,,,Keith Highet,Ian Brownlie,Minister of Power,
571,http://www.italaw.com/sites/default/files/case-documents/ita0770.pdf,Award,2007-09-28 07:00:00,"Sempra Energy International v. The Argentine Republic, ICSID Case No. ARB/02/16",Award,,,,Marc Lalonde,,,,,,,Francisco Orrego Vicuña,Sandra Morelli Rico,,
572,http://www.italaw.com/sites/default/files/case-documents/ita0772.pdf,Decision on the Argentine Republic’s Request for a Continued Stay of Enforcement of the Award (Rule 54) (English),2009-03-05 08:00:00,"Sempra Energy International v. The Argentine Republic, ICSID Case No. ARB/02/16",Award,David Edward,Christer Söderlund,,,,,,,,,,,,
572,http://www.italaw.com/sites/default/files/case-documents/ita0772.pdf,Decision on the Argentine Republic’s Request for a Continued Stay of Enforcement of the Award (Rule 54) (English),2009-03-05 08:00:00,"Sempra Energy International v. The Argentine Republic, ICSID Case No. ARB/02/16",Request,David Edward,Christer Söderlund,,,,,,,,,,,,
573,http://www.italaw.com/sites/default/files/case-documents/ita0774.pdf,Decision on Sempra Energy International’s Request for the Termination of the Stay of Enforcement of the Award (English),2009-08-07 07:00:00,"Sempra Energy International v. The Argentine Republic, ICSID Case No. ARB/02/16",Award,David Edward,Christer Söderlund,,,,,,,,,,,,
573,http://www.italaw.com/sites/default/files/case-documents/ita0774.pdf,Decision on Sempra Energy International’s Request for the Termination of the Stay of Enforcement of the Award (English),2009-08-07 07:00:00,"Sempra Energy International v. The Argentine Republic, ICSID Case No. ARB/02/16",Request,David Edward,Christer Söderlund,,,,,,,,,,,,
574,http://www.italaw.com/sites/default/files/case-documents/ita0776.pdf,Decision on the Argentine Republic’s Application for Annulment of the Award (English),2010-06-29 07:00:00,"Sempra Energy International v. The Argentine Republic, ICSID Case No. ARB/02/16",Award,David Edward,Christer Söderlund,,,,,,,,,,,,
574,http://www.italaw.com/sites/default/files/case-documents/ita0776.pdf,Decision on the Argentine Republic’s Application for Annulment of the Award (English),2010-06-29 07:00:00,"Sempra Energy International v. The Argentine Republic, ICSID Case No. ARB/02/16",Request,David Edward,Christer Söderlund,,,,,,,,,,,,
575,http://www.iareporter.com/articles/20110503_2,"Notice of Resubmission Proceeding (not public, see IAReporter story)",2010-11-12 08:00:00,"Sempra Energy International v. The Argentine Republic, ICSID Case No. ARB/02/16",Report,,,Kamal Hossain,,,,,,,,Vaughan Lowe,,,
576,http://www.italaw.com/sites/default/files/case-documents/ita0757.pdf,Arbitration Award,1998-07-07 07:00:00,"Mr. Franz Sedelmayer v. The Russian Federation, SCC",Award,,,,Jan Peter Wachler,,,,,,,Staffan Magnusson,Ivan Zykin,,
578,,Order of Amtsgericht Frankfurt (83 M 12303/2001),2002-01-22 08:00:00,"Mr. Franz Sedelmayer v. The Russian Federation, SCC",Order,,,,,,,Germany,,,,,,,
584,http://www.italaw.com/sites/default/files/case-documents/ita0761.pdf,Order of the German Federal Supreme Court (German),2005-10-04 07:00:00,"Mr. Franz Sedelmayer v. The Russian Federation, SCC",Order,,,,,,,Germany,,,,,,,
592,,Order of Landgericht München (Az. 20 T 8856/07),2008-02-21 08:00:00,"Mr. Franz Sedelmayer v. The Russian Federation, SCC",Order,,,,,,,,,,,,,,
606,http://www.italaw.com/sites/default/files/case-documents/italaw3189.pdf,Award (French),2014-05-22 07:00:00,"SAUR International SA v. Republic of Argentina, ICSID Case No. ARB/04/4",Award,,,,Bernard Hanotiau,,,,,,,Juan Fernández-Armesto,Christian Tomuschat,,
608,http://www.italaw.com/sites/default/files/case-documents/ita0736.pdf,Procedural Order No. 1,2005-04-06 07:00:00,"Salini Costruttori S.p.A. and Italstrade S.p.A. v. The Hashemite Kingdom of Jordan, ICSID Case No. ARB/02/13",Order,,,,Bernardo Cremades,,,,,,,Gilbert Guillaume,Eric Schwartz,,
609,http://www.italaw.com/sites/default/files/case-documents/ita0737.pdf,Award,2006-01-31 08:00:00,"Salini Costruttori S.p.A. and Italstrade S.p.A. v. The Hashemite Kingdom of Jordan, ICSID Case No. ARB/02/13",Award,,,,Bernardo Cremades,,,,,,,Gilbert Guillaume,Ian Sinclair,,
610,http://www.iareporter.com/articles/20130403_4,"Intent to Arbitrate (not public, see IAReporter story)",,"Sanum Investments Limited v. Lao Peoples Democratic Republic, UNCITRAL, PCA Case No. 2013-13",Report,,,Bernard Hanotiau,,,,,,,,Andrés Rigo Sureda,,,
612,http://www.italaw.com/sites/default/files/case-documents/italaw3322.pdf,Award on Jurisdiction,2013-12-13 08:00:00,"Sanum Investments Limited v. Lao Peoples Democratic Republic, UNCITRAL, PCA Case No. 2013-13",Award,,,Brigitte Stern,,,,,,,,Andrés Rigo Sureda,,,
626,http://www.italaw.com/sites/default/files/case-documents/ita0740.pdf,Partial Award,2006-03-17 08:00:00,"Saluka Investments B.V. v. The Czech Republic, UNCITRAL",Award,,,,L. Yves Fortier,,,,,,,Arthur Watts,Peter Behrens,,
629,http://www.iareporter.com/articles/20120113,"Notice of Arbitration (not public, see IAReporter story)",2011-06-20 07:00:00,"Hussain Sajwani, Damac Park Avenue for Real Estate Development S.A.E., and Damac Gamsha Bay for Development S.A.E. v. Arab Republic of Egypt, ICSID Case No. ARB/11/16",Report,,,,Daniel Price,,,,,,,Pierre Tercier,Toby Landau,,
632,http://www.italaw.com/sites/default/files/case-documents/ita0734.pdf,Award,2009-06-30 07:00:00,"Saipem S.p.A. v. The People's Republic of Bangladesh, ICSID Case No. ARB/05/07",Award,,,,Christoph Schreuer,,,,,,,Gabrielle Kaufmann-Kohler,Philip Otton,,
637,http://www.italaw.com/sites/default/files/case-documents/ita0914.pdf,Notice of Application to Federal Court,2012-03-30 07:00:00,"Saint Marys VCNA, LLC v. Government of Canada",Request,,,,,,,,,,,,,,
638,http://www.italaw.com/sites/default/files/case-documents/italaw1313.pdf,Procedural Order No. 1,2012-09-10 07:00:00,"Saint Marys VCNA, LLC v. Government of Canada",Order,,,Brigitte Stern,,,,,,,,Michael Pryles,,,
639,http://www.italaw.com/sites/default/files/case-documents/italaw1390.pdf,Confidentiality Order,2012-10-24 07:00:00,"Saint Marys VCNA, LLC v. Government of Canada",Order,,,Brigitte Stern,,,,,,,,Michael Pryles,,,
640,http://www.italaw.com/sites/default/files/case-documents/italaw1392.pdf,Report on Inadvertent Disclosure of Privileged Documents,2012-12-27 08:00:00,"Saint Marys VCNA, LLC v. Government of Canada",Report,,,,,,,,,,,,,,
641,http://www.italaw.com/sites/default/files/case-documents/italaw1391.pdf,Consent Award,2013-03-29 07:00:00,"Saint Marys VCNA, LLC v. Government of Canada",Award,,,Brigitte Stern,,,,,,,,Michael Pryles,,,
642,http://www.italaw.com/sites/default/files/case-documents/italaw3047_0.pdf,Interim Award (Jurisdiction),1994-08-17 07:00:00,"Saar Papier Vertriebs GmbH v. Poland, UNCITRAL",Award,,,,Georg Ahrens,,,,,,,Pierre Karrer,,,
644,http://www.italaw.com/sites/default/files/case-documents/italaw3049_0.pdf,Final Award,1995-10-16 07:00:00,"Saar Papier Vertriebs GmbH v. Poland, UNCITRAL",Award,,,,Georg Ahrens,,,,,,,Pierre Karrer,,,
648,http://italaw.com/documents/investment_investsd_jan5_2004_000.pdf,IISD news story on the Award,2004-01-05 08:00:00,"Saar Papier Vertriebs GmbH v. Poland, UNCITRAL",Award,,,,,,,,,,,,,,
649,,Award (French) (not public),1980-08-08 07:00:00,"S.A.R.L. Benvenuti & Bonfant v. People's Republic of the Congo, ICSID Case No. ARB/77/2",Award,,,,Rudolf Bystricky,Corrado Bonfant,,,,,,Jorgen Trolle,Edilbert Razafindralambo,Sika,
650,,Award (English) ,1980-08-08 07:00:00,"S.A.R.L. Benvenuti & Bonfant v. People's Republic of the Congo, ICSID Case No. ARB/77/2",Award,,,,Rudolf Bystricky,Corrado Bonfant,,,,,,Jorgen Trolle,Edilbert Razafindralambo,Sika,
656,http://www.italaw.com/sites/default/files/case-documents/ita0743.pdf,Order of Discontinuance of the Proceedings,2010-07-16 07:00:00,"S & T Oil Equipment and Machinery Ltd. v. Romania, ICSID Case No. ARB/07/13",Order,,,,Horacio Grigera Naón,,,,,,,Hans van Houtte,Brigitte Stern,,
657,,Order Taking Note of the Discontinuance of the Proceeding (not public),2001-08-01 07:00:00,"Shell Nigeria Ultra Deep Limited v. Federal Republic of Nigeria, ICSID Case No. ARB/07/18",Order,,,Hamid G. Gharavi,William W. Park,Clifford Chance,,,,,,Juan Fernández-Armesto,,Alegeh & Co,
658,,Claimants' Request for the Tribunal to Decide on Matters Concerning Participation of Counsel (not public),2011-11-28 08:00:00,"Vincent J. Ryan, Schooner Capital LLC, and Atlantic Investment Partners LLC v. Republic of Poland, ICSID Case No. ARB(AF)/11/3",Request,,,,,,,,,,,,,,
659,,Respondent's Observations on Claimants' Request and Request for the Tribunal to Decide on Further Matters Concerning Participation of Counsel (not public),2011-12-06 08:00:00,"Vincent J. Ryan, Schooner Capital LLC, and Atlantic Investment Partners LLC v. Republic of Poland, ICSID Case No. ARB(AF)/11/3",Request,,,,,,,,,,,,,,
660,,Procedural Order No. 1 Concerning the Place of Arbitration (not public),2012-02-01 08:00:00,"Vincent J. Ryan, Schooner Capital LLC, and Atlantic Investment Partners LLC v. Republic of Poland, ICSID Case No. ARB(AF)/11/3",Order,,,,,,,,,,,,,,
665,,Claimants's Observations on the Respondent's Request to Address the Objections to Jurisdiction as a Preliminary Question (not public),2012-10-25 07:00:00,"Vincent J. Ryan, Schooner Capital LLC, and Atlantic Investment Partners LLC v. Republic of Poland, ICSID Case No. ARB(AF)/11/3",Request,,,,,,,,,,,,,,
667,,Procedural Order No. 2 (not public),2013-06-17 07:00:00,"Vincent J. Ryan, Schooner Capital LLC, and Atlantic Investment Partners LLC v. Republic of Poland, ICSID Case No. ARB(AF)/11/3",Order,,,,Francisco Orrego Vicuña,,,,,,,Makhdoom Ali Khan,Claus von Wobeser,,
668,http://www.iareporter.com/articles/20130809_1,"Decision Concerning Participation of Counsel (not public, see IAReporter story)",2013-07-01 07:00:00,"Vincent J. Ryan, Schooner Capital LLC, and Atlantic Investment Partners LLC v. Republic of Poland, ICSID Case No. ARB(AF)/11/3",Report,,,,Francisco Orrego Vicuña,,,,,,,Makhdoom Ali Khan,Claus von Wobeser,,
670,http://www.italaw.com/sites/default/files/case-documents/italaw7440.pdf,Award,2015-11-24 08:00:00,"Vincent J. Ryan, Schooner Capital LLC, and Atlantic Investment Partners LLC v. Republic of Poland, ICSID Case No. ARB(AF)/11/3",Award,,,,Francisco Orrego Vicuña,Kochanski Zieba Rapala & Partners,,,,,,Makhdoom Ali Khan,Claus von Wobeser,K&L Gates Jamka sp.k.,
671,,Order Taking Note of the Discontinuance of the Proceeding (not public),2009-02-10 08:00:00,"Russell Resources International Limited and others v. Democratic Republic of the Congo, ICSID Case No. ARB/04/11",Order,,,,Franklin Berman,Managing Director,,,,,,Horacio Grigera Naón,Yawovi Agboyibo,Minister of Justice,
672,http://www.iareporter.com/articles/20130109_1,"Notice of Arbitration (not public, see IAReporter story)",2012-08-01 07:00:00,"Rusoro Mining Ltd. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)/12/5",Report,,,,Francisco Orrego Vicuña,,,,,,,Juan Fernández-Armesto,Bruno Simma,,
674,http://www.italaw.com/sites/default/files/case-documents/italaw7507.pdf,Award,2016-08-22 07:00:00,"Rusoro Mining Ltd. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)/12/5",Award,,,,Francisco Orrego Vicuña,Freshfields Bruckhaus Deringer,,,,,,Juan Fernández-Armesto,Bruno Simma,Foley Hoag,
675,http://www.italaw.com/sites/default/files/case-documents/ita0728.pdf,Award,2008-07-29 07:00:00,"Rumeli Telekom A.S. and Telsim Mobil Telekomunikasyon Hizmetleri A.S. v. Republic of Kazakhstan, ICSID Case No. ARB/05/16",Award,,,,Marc Lalonde,,,,,,,Bernard Hanotiau,Stewart Boyd,,
678,,Conciliation Commission Report (not public),2013-06-11 07:00:00,"RSM Production Corporation v. Republic of Cameroon, ICSID Case No. CONC/11/1",Report,,,,J. Caleb Boggs III,Mischon de Reya,,,,,,Marino Baldi,Jean-Pierre Ancel,Société Nationale des Hydrocarbures,
680,http://www.iareporter.com/articles/20140827_4,"Dissenting Opinion of Edward Nottingham (not public, see IAReporter story)",2014-08-12 07:00:00,"RSM Production Corporation v. Saint Lucia, ICSID Case No. ARB/12/10",Report,,,,Edward Nottingham,,,,,,,,,,
681,http://www.iareporter.com/articles/20140827_4,"Assenting Reasons of Gavan Griffith (not public, see IAReporter story)",2014-08-12 07:00:00,"RSM Production Corporation v. Saint Lucia, ICSID Case No. ARB/12/10",Report,,,,,,,,,,,,Gavan Griffith,,
682,http://www.italaw.com/sites/default/files/case-documents/italaw3318.pdf,Decision on Saint Lucia's Request for Security for Costs with Assenting and Dissenting Reasons,2014-08-13 07:00:00,"RSM Production Corporation v. Saint Lucia, ICSID Case No. ARB/12/10",Request,,,,Edward Nottingham,,,,,,,Siegfried Elsing,Gavan Griffith,,
683,http://www.iareporter.com/articles/20140911_1,"Claimant's Proposal to Disqualify Gavan Griffith (not public, see IAReporter story)",2014-09-10 07:00:00,"RSM Production Corporation v. Saint Lucia, ICSID Case No. ARB/12/10",Report,,,,,,,,,,,,,,
685,http://www.italaw.com/sites/default/files/case-documents/italaw4254.pdf,Decision on Saint Lucia's Request for Suspension or Discontinuation of Proceedings,2015-04-08 07:00:00,"RSM Production Corporation v. Saint Lucia, ICSID Case No. ARB/12/10",Request,,,,Edward Nottingham,Jack J. Grynberg,,,,,,Siegfried Elsing,Gavan Griffith,Brian King,
686,http://www.italaw.com/sites/default/files/case-documents/ita0727.pdf,Order of the Committee Discontinuing the Proceeding and Decision on Costs,2011-04-28 07:00:00,"RSM Production Corporation v. Grenada, ICSID Case No. ARB/05/14",Order,Cecil Abraham,Gavan Griffith,,,,,,,,,,,,
687,http://www.italaw.com/sites/default/files/case-documents/ita0744.pdf,Procedural Orders No. 1 through No. 16 (dates vary),2000-01-01 08:00:00,"S.D. Myers, Inc. v. Government of Canada, UNCITRAL",Order,,,,,,,,,,,J. Martin Hunter,,,
688,http://www.italaw.com/sites/default/files/case-documents/ita0746.pdf,Procedural Order No. 16 (concerning confidentiality in materials produced in the arbitration),2000-05-13 07:00:00,"S.D. Myers, Inc. v. Government of Canada, UNCITRAL",Order,,,,,,,,,,,J. Martin Hunter,,,
689,http://www.italaw.com/sites/default/files/case-documents/ita0748.pdf,Separate Opinion by Dr. Bryan Schwartz (on the Partial Award),2000-11-12 08:00:00,"S.D. Myers, Inc. v. Government of Canada, UNCITRAL",Award,,,,Bryan Schwartz,,,,,,,,,,
690,http://www.italaw.com/sites/default/files/case-documents/ita0747.pdf,Partial Award,2000-11-13 08:00:00,"S.D. Myers, Inc. v. Government of Canada, UNCITRAL",Award,,,,Bryan Schwartz,,,,,,,J. Martin Hunter,Edward Chiasson,,
691,http://www.italaw.com/sites/default/files/case-documents/ita0749.pdf,Procedural Order No. 17 and No. 18,2001-02-26 08:00:00,"S.D. Myers, Inc. v. Government of Canada, UNCITRAL",Order,,,,Bryan Schwartz,,,,,,,J. Martin Hunter,Edward Chiasson,,
692,http://www.italaw.com/sites/default/files/case-documents/ita0750.pdf,Procedural Order No. 19,2001-06-25 07:00:00,"S.D. Myers, Inc. v. Government of Canada, UNCITRAL",Order,,,,Bryan Schwartz,,,,,,,J. Martin Hunter,Edward Chiasson,,
693,http://www.italaw.com/sites/default/files/case-documents/ita0751.pdf,Procedural Order No. 20,2001-08-25 07:00:00,"S.D. Myers, Inc. v. Government of Canada, UNCITRAL",Order,,,,Bryan Schwartz,,,,,,,J. Martin Hunter,Edward Chiasson,,
694,http://www.italaw.com/sites/default/files/case-documents/ita0752.pdf,Second Partial Award,2002-10-21 07:00:00,"S.D. Myers, Inc. v. Government of Canada, UNCITRAL",Award,,,,Bryan Schwartz,,,,,,,J. Martin Hunter,Edward Chiasson,,
695,http://www.italaw.com/sites/default/files/case-documents/ita0753.pdf,Procedural Order No. 21 (concerning applications for correction and interpretation of the Tribunals Second Partial Award),2002-12-02 08:00:00,"S.D. Myers, Inc. v. Government of Canada, UNCITRAL",Order,,,,Bryan Schwartz,,,,,,,J. Martin Hunter,Edward Chiasson,,
695,http://www.italaw.com/sites/default/files/case-documents/ita0753.pdf,Procedural Order No. 21 (concerning applications for correction and interpretation of the Tribunals Second Partial Award),2002-12-02 08:00:00,"S.D. Myers, Inc. v. Government of Canada, UNCITRAL",Award,,,,Bryan Schwartz,,,,,,,J. Martin Hunter,Edward Chiasson,,
695,http://www.italaw.com/sites/default/files/case-documents/ita0753.pdf,Procedural Order No. 21 (concerning applications for correction and interpretation of the Tribunals Second Partial Award),2002-12-02 08:00:00,"S.D. Myers, Inc. v. Government of Canada, UNCITRAL",Request,,,,Bryan Schwartz,,,,,,,J. Martin Hunter,Edward Chiasson,,
696,http://www.italaw.com/sites/default/files/case-documents/ita0754.pdf,Final Award (concerning the apportionment of costs between the Disputing Parties),2002-12-30 08:00:00,"S.D. Myers, Inc. v. Government of Canada, UNCITRAL",Award,,,,Bryan Schwartz,,,,,,,J. Martin Hunter,Edward Chiasson,,
698,http://www.italaw.com/sites/default/files/case-documents/ita0756.pdf,Reasons for Order (Review by Federal Court of Canada),2004-01-13 08:00:00,"S.D. Myers, Inc. v. Government of Canada, UNCITRAL",Order,,,,,,,Canada,,,,,,,
699,http://www.iareporter.com/articles/20131205,"Notice of Arbitration (not public, see IAReporter article)",2013-11-22 08:00:00,"RREEF Infrastructure (G.P.) Limited and RREEF Pan-European Infrastructure Two Lux S.à r.l. v. Kingdom of Spain, ICSID Case No. ARB/13/30",Report,,,,,,,,,,,,,,
702,http://www.italaw.com/sites/default/files/case-documents/italaw1558.pdf,Award on Jurisdiction,2013-08-01 07:00:00,"Ruby Roz Agricol and Kaseem Omar v. Kazakhstan, UNCITRAL",Award,,,Joseph Neuhaus,,,,,,,,Alan Redfern,,,
709,,Decision on Claimant's Request to Submit Additional Evidence (not public),2011-03-11 08:00:00,"Spyridon Roussalis v. Romania, ICSID Case No. ARB/06/1",Request,,,,,,,,,,,,,,
711,http://www.italaw.com/sites/default/files/case-documents/ita0723.pdf,Award,2011-12-07 08:00:00,"Spyridon Roussalis v. Romania, ICSID Case No. ARB/06/1",Award,,,,Andrea Giardina,,,,,,,Bernard Hanotiau,Michael Reisman,,
712,http://www.italaw.com/sites/default/files/case-documents/ita0719.pdf,"Award on Jurisdiction, October 2007",2007-10-01 07:00:00,"RosInvestCo UK Ltd. v. The Russian Federation, SCC Case No. V079/2005",Award,,,,Lord Steyn,,,,,,,Karl-Heinz Böckstiegel,Franklin Berman,,
713,http://www.italaw.com/sites/default/files/case-documents/ita0720.pdf,Final Award,2010-09-12 07:00:00,"RosInvestCo UK Ltd. v. The Russian Federation, SCC Case No. V079/2005",Award,,,,Lord Steyn,,,,,,,Karl-Heinz Böckstiegel,Franklin Berman,,
719,http://www.italaw.com/sites/default/files/case-documents/italaw1408.pdf,Award,2013-05-06 07:00:00,"The Rompetrol Group N.V. v. Romania, ICSID Case No. ARB/06/3",Award,,,,Donald Francis Donovan,,,,,,,Franklin Berman,Marc Lalonde,,
720,http://www.italaw.com/sites/default/files/case-documents/ita0716.pdf,Award,2009-11-26 08:00:00,"Romak S.A. (Switzerland) v . The Republic of Uzbekistan, UNCITRAL, PCA Case No. AA280",Award,,,,Noah Rubins,,,,,,,Fernando Mantilla-Serrano,Nicolas Molfessis,,
721,,Order Taking Note of the Discontinuance (not public),2004-08-30 07:00:00,"Ridgepointe Overseas Developments, Ltd. v. Democratic Republic of the Congo and Générale des Carrières et des Mines, ICSID Case No. ARB/00/8",Order,,,,Andreas Lowenfeld,Winston & Strawn,,,,,,Raúl Vinuesa,Brigitte Stern,Ministere de la Justice et des Affaires Parlementaires,
737,http://www.iareporter.com/articles/20121205,"Notice of Arbitration (not public, see IAReporter story)",2012-12-18 08:00:00,"Repsol, S.A. and Repsol Butano, S.A. v. Argentine Republic, ICSID Case No. ARB/12/38",Report,,,,Francisco Orrego Vicuña,,,,,,,Claus von Wobeser,Brigitte Stern,,
738,http://www.iareporter.com/articles/20131017_2,"Application to Disqualify Arbitrators (not public, see IAReporter story)",2013-07-18 07:00:00,"Repsol, S.A. and Repsol Butano, S.A. v. Argentine Republic, ICSID Case No. ARB/12/38",Request,,,,Francisco Orrego Vicuña,,,,,,,Claus von Wobeser,Brigitte Stern,,
738,http://www.iareporter.com/articles/20131017_2,"Application to Disqualify Arbitrators (not public, see IAReporter story)",2013-07-18 07:00:00,"Repsol, S.A. and Repsol Butano, S.A. v. Argentine Republic, ICSID Case No. ARB/12/38",Report,,,,Francisco Orrego Vicuña,,,,,,,Claus von Wobeser,Brigitte Stern,,
741,http://www.italaw.com/sites/default/files/case-documents/italaw1405.pdf,Procedural Order No. 1 (Spanish),2009-06-17 07:00:00,"Repsol YPF Ecuador, S.A. and others v. Republic of Ecuador and Empresa Estatal Petróleos del Ecuador (PetroEcuador), ICSID Case No. ARB/08/10",Order,,,,Horacio Grigera Naón,,,,,,,Rodrigo Oreamuno Blanco,Raúl Vinuesa,,
742,http://www.italaw.com/sites/default/files/case-documents/italaw1406.pdf,Order of the Tribunal Taking Note of the Discontinuance of the Proceeding,2011-02-09 08:00:00,"Repsol YPF Ecuador, S.A. and others v. Republic of Ecuador and Empresa Estatal Petróleos del Ecuador (PetroEcuador), ICSID Case No. ARB/08/10",Order,,,,Horacio Grigera Naón,,,,,,,Rodrigo Oreamuno Blanco,Raúl Vinuesa,,
743,http://www.italaw.com/sites/default/files/case-documents/ita0714.pdf,Award on Preliminary Objections,2009-03-20 07:00:00,"Renta 4 S.V.S.A, Ahorro Corporación Emergentes F.I., Ahorro Corporación Eurofondo F.I., Rovime Inversiones SICAV S.A., Quasar de Valors SICAV S.A., Orgor de Valores SICAV S.A., GBI 9000 SICAV S.A. v. The Russian Federation, SCC No. 24/2007",Award,,,Toby Landau,,,,,,,,Jan Paulsson,,,
745,http://www.italaw.com/sites/default/files/case-documents/ita1075.pdf,Award,2012-07-20 07:00:00,"Renta 4 S.V.S.A, Ahorro Corporación Emergentes F.I., Ahorro Corporación Eurofondo F.I., Rovime Inversiones SICAV S.A., Quasar de Valors SICAV S.A., Orgor de Valores SICAV S.A., GBI 9000 SICAV S.A. v. The Russian Federation, SCC No. 24/2007",Award,,,Toby Landau,,,,,,,,Jan Paulsson,,,
754,http://www.italaw.com/sites/default/files/case-documents/italaw5006.pdf,Procedural Order No. 1,2013-08-22 07:00:00,"The Renco Group, Inc. v. The Republic of Peru, ICSID Case No. UNCT/13/1",Order,,,,L. Yves Fortier,,,,,,,Michael Moser,Toby Landau,,
761,http://www.italaw.com/sites/default/files/case-documents/italaw3298.pdf,Procedural Order No. 2,2014-07-31 07:00:00,"The Renco Group, Inc. v. The Republic of Peru, ICSID Case No. UNCT/13/1",Order,,,,L. Yves Fortier,,,,,,,Michael Moser,Toby Landau,,
768,http://www.italaw.com/sites/default/files/case-documents/italaw4320.pdf,Tribunal’s Decision regarding Respondent’s Request for Relief,2015-06-02 07:00:00,"The Renco Group, Inc. v. The Republic of Peru, ICSID Case No. UNCT/13/1",Request,,,,L. Yves Fortier,Edward G. Kehoe,,,,,,Michael Moser,Toby Landau,Jonathan C. Hamilton,
769,http://www.italaw.com/sites/default/files/case-documents/italaw4352.pdf,Renco Request for Reconsideration of Tribunal’s Decision to Hear Briefing of Waiver Issue,2015-06-10 07:00:00,"The Renco Group, Inc. v. The Republic of Peru, ICSID Case No. UNCT/13/1",Request,,,,,Edward G. Kehoe,,,,,,,,,
770,http://www.italaw.com/sites/default/files/case-documents/italaw6002.pdf,Procedural Order No. 3,2015-06-20 07:00:00,"The Renco Group, Inc. v. The Republic of Peru, ICSID Case No. UNCT/13/1",Order,,,,L. Yves Fortier,,,,,,,Michael Moser,Toby Landau,,
