document_id,url,title,date,dispute_title,document_type.name,annulment_committee_members,annulment_committee_president,arbitrator,claimant_appointee,claimant_counsel,claimant_expert,country,judge,other_counsel,other_expert,president,respondent_appointee,respondent_counsel,respondent_expert
1506,http://www.italaw.com/sites/default/files/case-documents/italaw1429.pdf,Excerpts of the Award,2010-06-22 07:00:00,"Liman Caspian Oil BV and NCL Dutch Investment BV v. Republic of Kazakhstan, ICSID Case No. ARB/07/14",Award,,,,Kaj Hobér,,,,,,,Karl-Heinz Böckstiegel,James Crawford,,
1507,,Award (English),1986-03-31 08:00:00,"Liberian Eastern Timber Corporation v. Republic of Liberia, ICSID Case No. ARB/83/2",Award,,,,Jorge Goncalves Pereira,Samuel Pisar,,,,,,Bernardo Cremades,D.A. Redfern,,
1508,,Award (French),1986-03-31 08:00:00,"Liberian Eastern Timber Corporation v. Republic of Liberia, ICSID Case No. ARB/83/2",Award,,,,Jorge Goncalves Pereira,Samuel Pisar,,,,,,Bernardo Cremades,D.A. Redfern,,
1515,http://www.italaw.com/sites/default/files/case-documents/ita0466.pdf,Award,2011-09-02 07:00:00,"Libananco Holdings Co. Limited v. Republic of Turkey, ICSID Case No. ARB/06/8",Award,,,,Henri Alvarez,,,,,,,Michael Hwang,Franklin Berman,,
1516,http://www.italaw.com/sites/default/files/case-documents/ita0928.pdf,Decision on Applicant's Request for Provisional Measures,2012-05-07 07:00:00,"Libananco Holdings Co. Limited v. Republic of Turkey, ICSID Case No. ARB/06/8",Request,Hans Danelius,Andrés Rigo Sureda,,,,,,,,,,,,
1517,http://www.italaw.com/sites/default/files/case-documents/ita0929.pdf,Decision on Applicant's Request for a Continued Stay of Enforcement of the Award,2012-05-07 07:00:00,"Libananco Holdings Co. Limited v. Republic of Turkey, ICSID Case No. ARB/06/8",Request,Hans Danelius,Andrés Rigo Sureda,,,,,,,,,,,,
1517,http://www.italaw.com/sites/default/files/case-documents/ita0929.pdf,Decision on Applicant's Request for a Continued Stay of Enforcement of the Award,2012-05-07 07:00:00,"Libananco Holdings Co. Limited v. Republic of Turkey, ICSID Case No. ARB/06/8",Award,Hans Danelius,Andrés Rigo Sureda,,,,,,,,,,,,
1521,http://www.italaw.com/sites/default/files/case-documents/ita0462.pdf,Award (English),2007-07-25 07:00:00,"LG&E Energy Corp., LG&E Capital Corp., and LG&E International, Inc .v. Argentine Republic, ICSID Case No. ARB/02/1",Award,,,,Albert Jan van den Berg,,,,,,,Tatiana de Maekelt,Francisco Rezek,,
1522,http://www.italaw.com/sites/default/files/case-documents/ita0464.pdf,Decision on Claimants' Request for Supplementary Decision,2008-07-08 07:00:00,"LG&E Energy Corp., LG&E Capital Corp., and LG&E International, Inc .v. Argentine Republic, ICSID Case No. ARB/02/1",Request,,,,Albert Jan van den Berg,,,,,,,Tatiana de Maekelt,Francisco Rezek,,
1523,http://www.italaw.com/sites/default/files/case-documents/italaw4176.pdf,Procedural Order Taking Note of the Discontinuance of the Proceeding (English),2015-02-20 08:00:00,"LG&E Energy Corp., LG&E Capital Corp., and LG&E International, Inc .v. Argentine Republic, ICSID Case No. ARB/02/1",Order,,,,,,,,,,,,,,
1524,http://www.iareporter.com/articles/20140521,"Notice of Arbitration (not public, see IAReporter story)",2011-06-04 07:00:00,"Renée Rose Levy and Gremcitel S.A. v. Republic of Peru, ICSID Case No. ARB/11/17",Report,,,,,,,,,,,,,,
1525,http://www.italaw.com/sites/default/files/case-documents/italaw4105.pdf,Award (English),2015-01-09 08:00:00,"Renée Rose Levy and Gremcitel S.A. v. Republic of Peru, ICSID Case No. ARB/11/17",Award,,,Eduardo Zuleta,,,,,,,,Gabrielle Kaufmann-Kohler,,,
1526,http://www.italaw.com/sites/default/files/case-documents/italaw3109.pdf,Award (English),2014-02-26 08:00:00,"Renée Rose Levy de Levi v. Republic of Peru, ICSID Case No. ARB/10/17",Award,,,,,,,,,,,Rodrigo Oreamuno Blanco,Bernard Hanotiau,,
1528,http://www.iareporter.com/articles/20140521,"Claimant's Annulment Application (not public, see IAReporter story)",2014-05-20 07:00:00,"Renée Rose Levy de Levi v. Republic of Peru, ICSID Case No. ARB/10/17",Report,,,,,,,,,,,,,,
1528,http://www.iareporter.com/articles/20140521,"Claimant's Annulment Application (not public, see IAReporter story)",2014-05-20 07:00:00,"Renée Rose Levy de Levi v. Republic of Peru, ICSID Case No. ARB/10/17",Request,,,,,,,,,,,,,,
1529,http://www.iareporter.com/articles/20130416_1,"Notice of Arbitration (not public, see IAReporter article)",,"Ilya Levitis v. The Kyrgyz Republic, UNCITRAL",Report,,,Richard Dewitt,,,,,,,,Andrew Newcombe,,,
1531,http://www.iareporter.com/articles/20140312,"Costs Award (not public, see IAReporter story)",2013-12-19 08:00:00,"Ilya Levitis v. The Kyrgyz Republic, UNCITRAL",Report,,,Richard Dewitt,,,,,,,,Andrew Newcombe,,,
1531,http://www.iareporter.com/articles/20140312,"Costs Award (not public, see IAReporter story)",2013-12-19 08:00:00,"Ilya Levitis v. The Kyrgyz Republic, UNCITRAL",Award,,,Richard Dewitt,,,,,,,,Andrew Newcombe,,,
1534,http://www.italaw.com/sites/default/files/case-documents/ita0454.pdf,Award,2011-03-28 07:00:00,"Joseph Charles Lemire v. Ukraine, ICSID Case No. ARB/06/18",Award,,,,Jan Paulsson,,,,,,,Juan Fernández-Armesto,Jürgen Voss,,
1535,http://www.iareporter.com/articles/20130710,"Decision on Annulment (not public, see IAReporter story)",2013-07-08 07:00:00,"Joseph Charles Lemire v. Ukraine, ICSID Case No. ARB/06/18",Report,Azzedine Kettani,Claus von Wobeser,,,,,,,,,,,,
1537,http://www.italaw.com/sites/default/files/case-documents/ita0452.pdf,Award,2000-09-18 07:00:00,"Joseph Charles Lemire v. Ukraine, ICSID Case No. ARB(AF)/98/1",Award,,,,Jan Paulsson,,,,,,,Elihu Lauterpacht,Jürgen Voss,,
1538,,Order Taking Note of the Discontinuance (not public),1997-01-30 08:00:00,"Leaf Tobacco A. Michaelides S.A. and Greek-Albanian Leaf Tobacco & Co. S.A. v. Republic of Albania, ICSID Case No. ARB/95/1",Order,,,,,George Verveniotis,,,,,,,,Minister of Agriculture,
1539,http://www.italaw.com/sites/default/files/case-documents/ita0451.pdf,Final Award,2001-09-03 07:00:00,"Ronald S. Lauder v. The Czech Republic, UNCITRAL",Award,,,,Lloyd Cutler,,,,,,,Robert Briner,Bohuslav Klein,,
1543,http://www.iareporter.com/articles/20131101_2,"Decision on Provisional Measures (not public, see IAReporter story)",2013-09-17 07:00:00,"Lao Holdings N.V. v. Lao People's Democratic Republic, ICSID Case No. ARB(AF)/12/6",Report,,,,Bernard Hanotiau,,,,,,,Ian Binnie,Brigitte Stern,,
1545,http://www.italaw.com/sites/default/files/case-documents/italaw3208.pdf,Ruling on Motion to Amend the Provisional Measures Order,2014-05-30 07:00:00,"Lao Holdings N.V. v. Lao People's Democratic Republic, ICSID Case No. ARB(AF)/12/6",Order,,,,Bernard Hanotiau,,,,,,,Ian Binnie,Brigitte Stern,,
1545,http://www.italaw.com/sites/default/files/case-documents/italaw3208.pdf,Ruling on Motion to Amend the Provisional Measures Order,2014-05-30 07:00:00,"Lao Holdings N.V. v. Lao People's Democratic Republic, ICSID Case No. ARB(AF)/12/6",Request,,,,Bernard Hanotiau,,,,,,,Ian Binnie,Brigitte Stern,,
1549,http://www.italaw.com/sites/default/files/case-documents/italaw7299.pdf,Claiment's Second Material Breach Application,2016-04-26 07:00:00,"Lao Holdings N.V. v. Lao People's Democratic Republic, ICSID Case No. ARB(AF)/12/6",Request,,,,,Todd Weiler,,,,,,,,,
1551,,Order Taking Note of the Discontinuance (not public),2003-06-13 07:00:00,"Lafarge v. Republic of Cameroon, ICSID Case No. ARB/02/4",Order,,,,,Cabinet Jeantet Associés,,,,,,,,Prime Minister,
1553,http://www.italaw.com/sites/default/files/case-documents/ita0457.pdf,Award (French),2008-11-12 08:00:00,"L.E.S.I. S.p.A. and ASTALDI S.p.A. v. République Algérienne Démocratique et Populaire, ICSID Case No. ARB/05/3",Award,,,,Emmanuel Gaillard,,,,,,,Pierre Tercier,Bernard Hanotiau,,
1554,http://www.italaw.com/sites/default/files/case-documents/italaw3006.pdf,Award,2013-10-17 07:00:00,"KT Asia Investment Group B.V. v. Republic of Kazakhstan, ICSID Case No. ARB/09/8",Award,,,,Ian Glick,,,,,,,Gabrielle Kaufmann-Kohler,J. Christopher Thomas,,
1556,http://www.italaw.com/sites/default/files/case-documents/italaw4181_0.pdf,Award on Costs,2012-02-08 08:00:00,Konsortium Oeconomismus v. Czech Republic,Award,,,,Andreas Ueltzhöffer,,,,,,,Eduardo Silva Romero,Sabine Konrad,,
1557,http://www.italaw.com/sites/default/files/case-documents/italaw4183.pdf,Addendum to the Award on Costs,2012-02-22 08:00:00,Konsortium Oeconomismus v. Czech Republic,Award,,,,Andreas Ueltzhöffer,,,,,,,,Sabine Konrad,,
1558,http://www.italaw.com/sites/default/files/case-documents/italaw7421.pdf,Emergency Award on Interim Measures,2016-06-14 07:00:00,"Kompozit LLC v Republic of Moldova, SCC",Award,,,,,Egishe Dzhazoyan,,,,,,José Rosell,,,
1561,http://www.iareporter.com/articles/20140312_1,"Decision on Respondent's Challenge to Judge Florentino Feliciano (not public, see IAReporter story)",2014-02-24 08:00:00,"Koch Minerals Sàrl and Koch Nitrogen International Sàrl v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/11/19",Report,,,,,,,,,,,,,,
1562,,Award (English),1983-10-21 07:00:00,"Klöckner Industrie-Anlagen GmbH and others v. United Republic of Cameroon and Société Camerounaise des Engrais, ICSID Case No. ARB/81/2",Award,,,,Dominique Schmidt,Gide Loyrette and Nouel,,,,,,Eduardo Jiminez de Arechaga,William D. Rogers,Coudert Brothers,
1563,,Award (French),1983-10-21 07:00:00,"Klöckner Industrie-Anlagen GmbH and others v. United Republic of Cameroon and Société Camerounaise des Engrais, ICSID Case No. ARB/81/2",Award,,,,Dominique Schmidt,Gide Loyrette and Nouel,,,,,,Eduardo Jiminez de Arechaga,William D. Rogers,Coudert Brothers,
1568,,Resubmission Award (not public),1988-01-26 08:00:00,"Klöckner Industrie-Anlagen GmbH and others v. United Republic of Cameroon and Société Camerounaise des Engrais, ICSID Case No. ARB/81/2",Award,,,,Dominique Schmidt,Gide Loyrette and Nouel,,,,,,Eduardo Jiminez de Arechaga,William D. Rogers,Coudert Brothers,
1573,http://www.italaw.com/sites/default/files/case-documents/italaw1515_0.pdf,Award,2013-07-02 07:00:00,"Kiliç Ĭnşaat Ĭthalat Ĭhracat Sanayi Ve Ticaret Anonim Şirketi v. Turkmenistan, ICSID Case No. ARB/10/1",Award,,,,William Park,,,,,,,J. William Rowley,Philippe Sands,,
1579,http://www.italaw.com/sites/default/files/case-documents/italaw4267.pdf,Award on the Merits,2015-03-02 08:00:00,"Khan Resources Inc., Khan Resources B.V., and Cauc Holding Company Ltd. v. The Government of Mongolia, UNCITRAL",Award,,,,Yves Fortier,Ian Laird,,,,,,David Williams,Bernard Hanotiau,Michael Davison,
1580,http://www.iareporter.com/articles/20131007,"Notice of Arbitration (not public, see IAReporter story)",2013-09-30 07:00:00,"Khaitan Holdings Mauritius Limited v. India, UNCITRAL",Report,,,,,,,,,,,,,,
1584,http://www.italaw.com/sites/default/files/case-documents/italaw3308.pdf,Procedural Order No. 1,2014-04-01 07:00:00,"KBR, Inc. v. United Mexican States, ICSID Case No. UNCT/14/1",Order,,,Gabrielle Kaufmann-Kohler,,,,,,,,Andrés Rigo Sureda,,,
1591,http://www.italaw.com/sites/default/files/case-documents/italaw4024.pdf,Procedural Order No. 2,2014-09-05 07:00:00,"KBR, Inc. v. United Mexican States, ICSID Case No. UNCT/14/1",Order,,,,,,,,,,,,,,
1592,http://www.iareporter.com/articles/20121112_1,"Award (not public, see IAReporter story)",2012-08-09 07:00:00,"Karmer Marble Tourism Construction Industry and Commerce Limited Liability Company v. Georgia, ICSID Case No. ARB/08/19",Report,,,Francisco Orrego Vicuña,,,,,,,,Marc Lalonde,,,
1592,http://www.iareporter.com/articles/20121112_1,"Award (not public, see IAReporter story)",2012-08-09 07:00:00,"Karmer Marble Tourism Construction Industry and Commerce Limited Liability Company v. Georgia, ICSID Case No. ARB/08/19",Award,,,Francisco Orrego Vicuña,,,,,,,,Marc Lalonde,,,
1593,http://www.iareporter.com/articles/20121221_2,"Notice of Arbitration (not public, see IAReporter story)",2013-02-08 08:00:00,"Karkey Karadeniz Elektrik Uretim A.S. v. Islamic Republic of Pakistan, ICSID Case No. ARB/13/1",Report,,,,Horacio Grigera Naón,,,,,,,Yves Derains,David A.O. Edward,,
1596,http://www.italaw.com/sites/default/files/case-documents/ita0445.pdf,Award,2010-03-03 08:00:00,"Ioannis Kardassopoulos v. The Republic of Georgia, ICSID Case No. ARB/05/18",Award,,,,Francisco Orrego Vicuña,,,,,,,L. Yves Fortier,Vaughan Lowe,,
1597,http://www.italaw.com/sites/default/files/case-documents/ita0446.pdf,Decision of the ad hoc Committee on the Stay of Enforcement of the Award,2010-11-12 08:00:00,"Ioannis Kardassopoulos v. The Republic of Georgia, ICSID Case No. ARB/05/18",Award,Cecil Abraham,Dominique Hascher,,,,,,,,,,,,
1598,http://www.italaw.com/sites/default/files/case-documents/italaw3029.pdf,Decision of the ad hoc Committee to terminate the Stay of Enforcement of the Award,2011-01-19 08:00:00,"Ioannis Kardassopoulos v. The Republic of Georgia, ICSID Case No. ARB/05/18",Award,Cecil Abraham,Dominique Hascher,,,,,,,,,,,,
