id,title,economic_sector,case_respondent,amount_of_damages,case_law_text,case_treaties_tid,case_claimant,arbitration_rules,outcome,case_treaties,case_country
3630,"Shell Brands International AG and Shell Nicaragua S.A. v. Republic of Nicaragua, ICSID Case No. ARB/06/14",Other service activities,,,Netherlands-Nicaragua BIT,2306,,ICSID,Settled,Netherlands-Nicaragua BIT,
116,"Azpetrol International Holdings B.V., Azpetrol Group B.V. and Azpetrol Oil Services Group B.V. v. The Republic of Azerbaijan, ICSID Case No. ARB/06/15",,AZE,,Energy Charter Treaty (ECT),59,Azpetrol International Holdings B.V.,ICSID,,Energy Charter Treaty (ECT),
118,"Azurix Corp. v. The Argentine Republic, ICSID Case No. ARB/01/12",,ARG,,Argentina-United States BIT,179,Azurix Corp.,ICSID,,Argentina-United States BIT,
3455,"Banro American Resources, Inc. and Société Aurifère du Kivu et du Maniema S.A.R.L. v. Democratic Republic of the Congo, ICSID Case No. ARB/98/7","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,,,
114,"Robert Azinian, Kenneth Davitian, & Ellen Baca v. The United Mexican States, ICSID Case No. ARB (AF)/97/2",,MEX,,NAFTA,11,"Azinian, Davitian, Baca",ICSID Additional Facility,,NAFTA,
1945,Axiata Group v. India,,IND,,India-Mauritius BIT,874,Axiata Group,,,India-Mauritius BIT,
3257,AVIC International Holding Corporation and Chengdu Aircraft Corporation v Triumph Aerostructures,"Professional, scientific and technical activities",,US $20,,,,ICC,In favour of Investor,,
106,"AWG Group Ltd. v. The Argentine Republic, UNCITRAL",,ARG,,Argentina-United Kingdom BIT,119,AWG Group Ltd.,UNCITRAL,,Argentina-United Kingdom BIT,
3258,AVIC International Holding Corporation and Chengdu Aircraft Corporation v. Triumph Aerostructures,"Professional, scientific and technical activities",,"US $20,000,000",,,,ICC,In favour of Investor,,
101,"Mr. Hassan Awdi, Enterprise Business Consultants, Inc. and Alfa El Corporation v. Romania, ICSID Case No. ARB/10/13",,ROU,,Romania-United States BIT,114,"Awdi, Enterprise Business Consultants Inc.",ICSID,,Romania-United States BIT,
3256,AVIC International Holding Corporation and Chengdu Aircraft Corporation v Triumph Aerostructures,"Professional, scientific and technical activities",,US $20,,,,ICC,In favour of Investor,,
3659,"Iberdrola, S.A. and Iberdrola Energía, S.A.U. v. Plurinational State of Bolivia, PCA Case No. 2015-05","Electricity, gas, steam and air conditioning supply",,,,640,,,,Bolivia-Spain BIT,
1158,"Waste Management, Inc. v. United Mexican States (""Number 2""), ICSID Case No. ARB(AF)/00/3",,MEX,,NAFTA,11,"Waste Management, Inc.",ICSID Additional Facility,,NAFTA,
1472,"Bernhard von Pezold and Others v. Republic of Zimbabwe, ICSID Case No. ARB/10/15",,ZWE,,Germany-Zimbabwe BIT,777,von Pezold,ICSID,,Germany-Zimbabwe BIT,
1155,"Waste Management, Inc. v. United Mexican States, ICSID Case No. ARB(AF)/98/2",,MEX,,NAFTA,11,"Waste Management, Inc.",ICSID Additional Facility,,NAFTA,
1105,"Total S.A. v. The Argentine Republic, ICSID Case No. ARB/04/01",,ARG,,Argentina-France BIT,234,Total S.A.,ICSID,,Argentina-France BIT,
2515,"Voltaic Network GmbH v. Czech Republic, UNCITRAL",,CZE,,Czech Republic-Germany BIT,149,Voltaic Network GmbH,UNCITRAL,,Czech Republic-Germany BIT,
2544,"Vodafone v. India, UNCITRAL",,IND,,India-Netherlands BIT,1046,Vodafone,UNCITRAL,,India-Netherlands BIT,
3273,"Zhinvali Development Ltd. v. Republic of Georgia, ICSID Case No. ARB/00/1","Electricity, gas, steam and air conditioning supply",,,Law No. 473 of 1996 On Promotion and Guarantees of Investment Activity [Georgia],,,ICSID,In favour of Investor,,
1175,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",,RUS,,Energy Charter Treaty (ECT),59,Yukos Universal Limited (Isle of Man),UNCITRAL,,Energy Charter Treaty (ECT),
1173,"Yaung Chi Oo Trading Pte. Ltd. v. Government of the Union of Myanmar, ASEAN I.D. Case No. ARB/01/1",,MMR,,ASEAN Agreement for the Promotion and Protection of Investments,624,Yaung Chi Oo Trading Pte. Ltd.,ICSID,,ASEAN Agreement for the Promotion and Protection of Investments,
3277,"WRB Enterprises and Grenada Private Power Limited v. Grenada, ICSID Case No. ARB/97/5","Electricity, gas, steam and air conditioning supply",,,,,,ICSID,Settled,,
2354,"World Wide Minerals v. Republic of Kazakhstan, UNCITRAL (Case 2)",,KAZ,,Canada-USSR BIT,1001,World Wide Minerals,UNCITRAL,,Canada-USSR BIT,
3453,"Barmek Holding A.S. v. Republic of Azerbaijan, ICSID Case No. ARB/06/16","Electricity, gas, steam and air conditioning supply",,,Turkey-Azerbaijan BIT,2100,,,Settled,Turkey-Azerbaijan BIT,
3456,"Banro American Resources, Inc. and Société Aurifère du Kivu et du Maniema S.A.R.L. v. Democratic Republic of the Congo, ICSID Case No. ARB/98/7","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,,,
1169,"White Industries Australia Limited v. The Republic of India, UNCITRAL",,IND,,Australia-India BIT,621,White Industries Australia Limited,UNCITRAL,,Australia-India BIT,
1167,"Western NIS Enterprise Fund v. Ukraine, ICSID Case No. ARB/04/2",,UKR,,Ukraine-United States BIT,337,Western NIS Enterprise Fund,ICSID,,Ukraine-United States BIT,
1162,"Wena Hotels Ltd. v. Arab Republic of Egypt, ICSID Case No. ARB/98/4",,EGY,,Egypt-United Kingdom BIT,396,Wena Hotels Ltd.,ICSID,,Egypt-United Kingdom BIT,
1545,"World Wide Minerals v. Republic of Kazakhstan, UNCITRAL (Case 1)",,KAZ,,,,World Wide Minerals,UNCITRAL,,,
3280,"World Duty Free Company v Republic of Kenya, ICSID Case No. Arb/00/7",Other service activities,,,,,,ICSID,In favour of Investor,,
3027,"Wilson Beimar Magne Hinojosa, Diputado Nacional contra Eduardo Rodríguez Veltzé, Presidente Constitucional de la República de Bolivia, y otro",,BOL,,,1728,Wilson Beimar Magne Hinojosa,,,"Bolivia-Netherlands BIT, Bolivia-France BIT, Bolivia-United Kingdom BIT, Bolivia-Spain BIT, Bolivia-United States BIT",BOL
1171,"Wintershall Aktiengesellschaft v. Argentine Republic, ICSID Case No. ARB/04/14",,ARG,,Argentina-Germany BIT,369,Wintershall Aktiengesellschaft,ICSID,,Argentina-Germany BIT,
1585,"Windstream Energy LLC v. Government of Canada, PCA Case No. 2013-22",,CAN,,NAFTA,11,Windstream Energy LLC,UNCITRAL,,NAFTA,
3996,"Watkins Holdings S.à r.l. and others v. Kingdom of Spain, ICSID Case No. ARB/15/44","Electricity, gas, steam and air conditioning supply",,,Energy Charter Treaty,2855,,ICSID,,Energy Charter Treaty,
4258,"B-Mex, LLC and others v. United Mexican States, ICSID Case No. ARB(AF)/16/3",Other service activities,,,NAFTA,11,,ICSID Additional Facility,,NAFTA,
1445,Peter Franz Vocklinghaus v. Czech Republic,,CZE,,Czech Republic-Germany BIT,149,Vocklinghaus,,,Czech Republic-Germany BIT,
1153,"Vivendi v. Republic of Poland, UNCITRAL",,POL,,France-Poland BIT,612,Vivendi,UNCITRAL,,France-Poland BIT,
3947,"Viorel Micula, European Drinks SA, rIENI dRINKS sa, Transilvania General Import-Export SRL, West Leasing International SRL v. European  Commission, ECJ- Case T-702/15",Accommodation and food service activities,,,,,,,,,
1797,Victims of the Stanford Ponzi Scheme v. The Government of the United States of America,,USA,,CAFTA,231,Victims of the Stanford Ponzi Scheme,,,CAFTA,
1151,"Veteran Petroleum Limited (Cyprus) v. The Russian Federation, UNCITRAL, PCA Case No. AA 228",,RUS,,Energy Charter Treaty (ECT),59,Veteran Petroleum Limited (Cyprus),UNCITRAL,,Energy Charter Treaty (ECT),
2101,"Veolia Propreté v. Arab Republic of Egypt, ICSID Case No. ARB/12/15",,EGY,,Egypt-France BIT,928,Veolia Propreté,ICSID,,Egypt-France BIT,
2099,"Venoklim Holding B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/12/22",,VEN,,Netherlands-Venezuela BIT,192,Venoklim Holding B.V.,ICSID,,Netherlands-Venezuela BIT,
4254,"Venezuela US, S.R.L. (Barbados) ​v. Bolivarian Republic of Venezuela, PCA Case No. 2013-34","Mining and quarrying, including hydrocarbons (oil and gas)",,,,3325,,UNCITRAL,,Agreement between the Government of Barbados and the Republic of Venezuela for the Promotion and Protection of Investments,
3645,"Venezuela Holdings B.V. and others v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/07/27","Mining and quarrying, including hydrocarbons (oil and gas)",,,Netherlands-Venezuela BIT,192,,ICSID,Pending,Netherlands-Venezuela BIT,
1654,"Vattenfall AB and others v. Federal Republic of Germany, ICSID Case No. ARB/12/12",,DEU,,Energy Charter Treaty (ECT),59,Vattenfall AB,ICSID,,Energy Charter Treaty (ECT),
1148,"Vattenfall AB, Vattenfall Europe AG, Vattenfall Europe Generation AG v. Federal Republic of Germany, ICSID Case No. ARB/09/6 (formerly Vattenfall AB, Vattenfall Europe AG, Vattenfall Europe Generation AG & Co. KG v. The Federal Republic of Germany)",,DEU,,Energy Charter Treaty (ECT),59,Vattenfall AB,ICSID,,Energy Charter Treaty (ECT),
1146,"Vannessa Ventures Ltd. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)04/6",,VEN,,Canada-Venezuela BIT,467,Vanessa Ventures Ltd.,ICSID Additional Facility,,Canada-Venezuela BIT,
2160,"Lieven J. van Riet, Chantal C. van Riet and Christopher van Riet v. Republic of Croatia, ICSID Case No. ARB/13/12",,HRV,,Belgium-Luxembourg-Croatia BIT,939,van Riet,ICSID,,Belgium-Luxembourg-Croatia BIT,
2127,"Valores Mundiales, S.L. and Consorcio Andino S.L. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/13/11",,VEN,,Spain-Venezuela BIT,610,"Valores Mundiales, S.L. , Consorcio Andino S.L.",ICSID,,Spain-Venezuela BIT,
2097,"Valle Verde Sociedad Financiera S.L. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/12/18",,VEN,,Spain-Venezuela BIT,610,Valle Verde Sociedad Financiera S.L.,ICSID,,Spain-Venezuela BIT,
3282,"Vacuum Salt Products Ltd. v. Republic of Ghana, ICSID Case No. ARB/92/1",Financial and insurance activities,,,,,,ICSID,In favour of State,,
2768,"Vigotop Limited v. Hungary, ICSID Case No. ARB/11/22",,HUN,,Cyprus-Hungary BIT,44,Vigotop Limited,ICSID,,Cyprus-Hungary BIT,
3616,"Vestey Group Ltd v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/06/4","Agriculture, forestry and fishing",,,United Kingdom-Venezual BIT,2297,,ICSID,Pending,United Kingdom-Venezual BIT,
1144,"Urbaser S.A. and Consorcio de Aguas Bilbao Bizkaia, Bilbao Biskaia Ur Partzuergoa v. The Argentine Republic, ICSID Case No. ARB/07/26",,ARG,,Argentina-Spain BIT,332,"Urbaser S.A. , Consorcio de Aguas Bilbao Bizkaia, Bilbao Biskaia Ur Partzuergoa",ICSID,,Argentina-Spain BIT,
2456,"Unión Fenosa Gas, S.A. v. Arab Republic of Egypt, ICSID Case No. ARB/14/4",,EGY,,Egypt-Spain BIT,1032,"Unión Fenosa Gas, S.A.",ICSID,,Egypt-Spain BIT,
3590,"Unisys Corporation v. Argentine Republic, ICSID Case No. ARB/03/27",Information and communication,,,Argentina-United States BIT,179,,ICSID,Pending,Argentina-United States BIT,
1141,"Universal Compression International Holdings, S.L.U. v. The Bolivarian Republic of Venezuela, ICSID Case No. Arb/10/9",,VEN,,Spain-Venezuela BIT,610,"Universal Compression International Holdings, S.L.U.",ICSID,,Spain-Venezuela BIT,
3147,"United Utilities (Tallinn) B.V. and Aktsiaselts Tallinna Vesi v. Republic of Estonia, ICSID Case No. ARB/14/24","Water supply; sewerage, waste management and remediation activities",EST,,Netherlands-Estonia BIT,1597,"United Utilities (Tallinn) B.V., Aktsiaselts Tallinna Vesi",ICSID,,Netherlands-Estonia BIT,
1132,"Ulysseas, Inc. v. The Republic of Ecuador, UNCITRAL",,ECU,,Ecuador-United States BIT,172,"Ulysseas, Inc.",UNCITRAL,,Ecuador-United States BIT,
2095,"UAB E energija (Lithuania) v. Republic of Latvia, ICSID Case No. ARB/12/33",,LVA,,,925,UAB E energija,ICSID,,Latvia-Lithuania BIT,
1130,"Ulemek v. Croatia, UNCITRAL",,HRV,,Canada-Croatia BIT,608,Ulemek,UNCITRAL,,Canada-Croatia BIT,
1903,"U.S. Steel Global Holdings I B.V. v. The Slovak Republic, UNCITRAL, PCA Case No. 2013-6",,SVK,,Netherlands-Slovak Repubic BIT,383,U.S. Steel Global Holdings I B.V.,UNCITRAL,,Netherlands-Slovak Repubic BIT,
1126,"Señor Tza Yap Shum v. The Republic of Peru, ICSID Case No. ARB/07/6",,PER,,China-Peru BIT,606,Tza Yap Shum,ICSID,,China-Peru BIT,
2988,"TSIKinvest LLC v. Republic of Moldova, SCC Emergency Arbitration No. EA (2014/053)",Financial and insurance activities,MDA,,Moldova-Russian Federation BIT,157,TSIKinvest LLC,SCC,,Moldova-Russian Federation BIT,
2093,"Tullow Uganda Operations PTY LTD v. Republic of Uganda, ICSID Case No. ARB/12/34",,UGA,,Uganda-United Kingdom BIT,923,Tullow Uganda Operations PTY LTD,ICSID,,Uganda-United Kingdom BIT,
1118,"TSA Spectrum de Argentina S.A. v. Argentine Republic, ICSID Case No. ARB/05/5",,ARG,,Argentina-Netherlands BIT,602,TSA Spectrum de Argentina S.A.,ICSID,,Argentina-Netherlands BIT,
1124,"Tulip Real Estate and Development Netherlands B.V. v. Republic of Turkey, ICSID Case No. ARB/11/28",,TUR,,Netherlands-Turkey BIT,294,Tulip Real Estate and Development Netherlands B.V.,ICSID,,Netherlands-Turkey BIT,
1122,"TS Investment Corp. v. Republic of Armenia, LCIA",,ARM,,Armenia-United States BIT,604,TS Investment Corp.,LCIA,,Armenia-United States BIT,
3800,"Valeri Belokon v. Kyrgyz Republic, UNCITRAL",Financial and insurance activities,,"US $15,000,000",Kyrgyzstan - Latvia BIT (2008),2450,,UNCITRAL,In favour of Investor,Kyrgyzstan - Latvia BIT,
2242,"Transglobal Green Energy, LLC and Transglobal Green Energy de Panama, S.A. v. The Republic of Panama, ICSID Case No. ARB/13/28",,PAN,,Panama-United States of America BIT,460,Transglobal Green Energy,ICSID,,Panama-United States of America BIT,
1110,"Tradex Hellas S.A. v. Republic of Albania, ICSID Case No. ARB/94/2",,ALB,,Albanian Law No. 7764 on Foreign Investments (1993),,Tradex Hellas S.A.,ICSID,,,
2408,"TRACO Deutsche Travertinwerke GmbH v. The Republic of Poland, UNCITRAL",,POL,,Germany-Poland BIT,466,TRACO Deutsche Travertinwerke GmbH,UNCITRAL,,Germany-Poland BIT,
1108,"Toto Costruzioni Generali S.p.A. v. The Republic of Lebanon, ICSID Case No. ARB/07/12",,LBN,,Italy-Lebanon BIT,596,Toto Costruzioni Generali S.p.A.,ICSID,,Italy-Lebanon BIT,
1113,"Trans-Global Petroleum, Inc. v. The Hashemite Kingdom of Jordan, ICSID Case No. ARB/07/25",,JOR,,Jordan-United States BIT,601,"Trans-Global Petroleum, Inc.",ICSID,,Jordan-United States BIT,
2091,"Transban Investments Corp. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/12/24",,VEN,,Barbados-Venezuela BIT,590,Transban Investments Corp.,ICSID,,Barbados-Venezuela BIT,
1099,"Tokios Tokelés v. Ukraine, ICSID Case No. ARB/02/18",,UKR,,,593,Tokios Tokelés,ICSID,,Lithuania-Ukraine BIT,
3288,"Togo Electricité and GDF-Suez Energie Services v. Republic of Togo, ICSID Case No. ARB/06/7","Electricity, gas, steam and air conditioning supply",,,,,,ICSID,Discontinued,,
3286,"Togo Electricité v. Republic of Togo, ICSID Case No. CONC/05/1","Electricity, gas, steam and air conditioning supply",,,,,,ICSID,Unknown (Data not available),,
1096,"Tidewater Inc., Tidewater Investment SRL, Tidewater Caribe, C.A., et al. v. The Bolivarian Republic of Venezuela, ICSID Case No. ARB/10/5",,VEN,,Barbados-Venezuela BIT,590,"Tidewater Inc., Point Marine, L.L.C., Jackson Marine, L.L.C., Zapata Gulf Marine Operators, L.L.C.",ICSID,,Barbados-Venezuela BIT,
3591,"TG World Petroleum Limited v. Republic of Niger, ICSID Case No. CONC/03/1","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Settled,,
1631,"Tethyan Copper Company Pty Limited v. Islamic Republic of Pakistan, ICSID Case No. ARB/12/1",,PAK,,Australia-Pakistan BIT,818,Tethyan Copper Company Pty Limited,ICSID,,Australia-Pakistan BIT,
1134,"Marion Unglaube v. Republic of Costa Rica, ICSID Case No. ARB/08/1",,CRI,,Costa Rica-Germany BIT,609,Unglaube,ICSID,,Costa Rica-Germany BIT,
1136,"Reinhard Unglaube v. Republic of Costa Rica, ICSID Case No. ARB/09/20",,CRI,,Costa Rica-Germany BIT,609,Unglaube,ICSID,,Costa Rica-Germany BIT,
3506,"Tesoro Petroleum Corporation v. Trinidad and Tobago, ICSID Case No. CONC/83/1","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Settled,,
3291,"Tesoro Petroleum Corporation v. Trinidad and Tobago, ICSID Case No. CONC/83/1","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,,Settled,,
2089,"Ternium S.A. and Consorcio Siderurgia Amazonia S.L. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/12/19",,VEN,,Luxembourg-Venezuela BIT,920,"Ternium S.A. , Consorcio Siderurgia Amazonia S.L.",ICSID,,Luxembourg-Venezuela BIT,
1093,"Telenor Mobile Communications A.S. v. The Republic of Hungary, ICSID Case No. ARB/04/15",,HUN,,Hungary-Norway BIT,586,Telenor Mobile Communications A.S.,ICSID,,Hungary-Norway BIT,
1200,"Telekom Malaysia Berhad v. The Republic of Ghana, Case No. HA/RK 2004, 788",,GHA,,Ghana-Malaysia BIT,585,Telekom Malaysia Berhad,UNCITRAL,,Ghana-Malaysia BIT,
1089,"Telefónica S.A. v. The Argentine Republic, ICSID Case No. ARB/03/20",,ARG,,Argentina-Spain BIT,332,Telefónica S.A.,ICSID,,Argentina-Spain BIT,
2221,"Güne Tekstil Konfeksiyon Sanayi ve Ticaret Limited irketi and others v. Republic of Uzbekistan, ICSID Case No. ARB/13/19",,UZB,,,965,Tekstil,ICSID,,Turkey-Uzbekistan BIT,
1648,"Teinver S.A., Transportes de Cercanías S.A. and Autobuses Urbanos del Sur S.A. v. The Argentine Republic, ICSID Case No. ARB/09/1",,ARG,,Argentina-Spain BIT,332,"Teinver S.A., Transportes de Cercanías S.A., Autobuses Urbanos del Sur S.A.",ICSID,,Argentina-Spain BIT,
1087,"Técnicas Medioambientales Tecmed, S.A. v. The United Mexican States, ICSID Case No. ARB (AF)/00/2",,MEX,,Mexico-Spain BIT,583,"Técnicas Medioambientales Tecmed, S.A.",ICSID Additional Facility,,Mexico-Spain BIT,
1074,"TCW Group, Inc and Dominican Energy Holdings, L.P. v. The Dominican Republic, UNCITRAL",,DOM,,CAFTA,231,"TCW Group, Inc, Dominican Energy Holdings, L.P.",UNCITRAL,,CAFTA,
3292,"Tanzania Electric Supply Company Limited v. Independent Power Tanzania Limited, ICSID Case No. ARB/98/8","Electricity, gas, steam and air conditioning supply",,,,,,,Discontinued,,
1072,"Tanmiah v. Tunisia, Arab Investment Court",,TUN,,,581,Tanmiah,,,Arab Investment Agreement,
1516,"Swisslion DOO Skopje v. The Former Yugoslav Republic of Macedonia, ICSID Case No. ARB/09/16",,MKD,,Macedonia (former Yugoslav Republic of Macedonia)-Swiss BIT,794,Swisslion DOO Skopje,ICSID Additional Facility,,Macedonia (former Yugoslav Republic of Macedonia)-Swiss BIT,
2410,"Swiss Investor v. Republic of South Africa, UNCITRAL",,ZAF,,South Africa-Switzerland BIT,1019,Swiss Investor,,,South Africa-Switzerland BIT,
3298,"Swiss Aluminium Limited and Icelandic Aluminium Company Limited v. Iceland, ICSID Case No. ARB/83/1","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Settled,,
4213,"Svenska Petroleum Exploration AB v AB Geonafta and the Republic of Lithuania, ICC","Mining and quarrying, including hydrocarbons (oil and gas)",,"US $12,579,000",,,,ICC,In favour of Investor,,
1629,"TECO Guatemala Holdings, LLC v. Republic of Guatemala, ICSID Case No. ARB/10/23","Electricity, gas, steam and air conditioning supply",GTM,"US $21,100,000",CAFTA,231,"TECO Guatemala Holdings, LLC",ICSID,In favour of Investor,CAFTA,
597,"Talsud S.A. v. The United Mexican States, ICSID Case No. ARB(AF)/04/4",Transportation and storage,MEX,"US $5,450,000",Argentina-Mexico BIT,334,Talsud S.A.,ICSID Additional Facility - Arbitration Rules,In favour of State,Argentina-Mexico BIT,
2052,"Supervision y Control S.A. v. Republic of Costa Rica, ICSID Case No. ARB/12/4",Transportation and storage,CRI,,Costa Rica-Spain BIT,903,Supervision y Control S.A.,ICSID,In favour of State,Costa Rica-Spain BIT,
1057,"Suez, Sociedad General de Aguas de Barcelona, S.A.and Vivendi Universal, S.A. v. Argentine Republic, ICSID Case No. ARB/03/19 (formerly Aguas Argentinas, S.A., Suez, Sociedad General de Aguas de Barcelona, S.A.and Vivendi Universal, S.A. v. Argentine Re",,ARG,,Argentina-France BIT,234,"Suez, Vivendi Universal, S.A.",ICSID,,Argentina-France BIT,
1091,"Telekom Malaysia Berhad v. The Republic of Ghana, Case No. HA/RK 2004, 667",,GHA,,Ghana-Malaysia BIT,585,Telekom Malaysia Berhad,UNCITRAL,,Ghana-Malaysia BIT,
1477,"Telefónica S.A. v. United Mexican States, ICSID Case No. ARB(AF)/12/4",,MEX,,Mexico-Spain BIT,583,Telefónica S.A.,ICSID Additional Facility,,Mexico-Spain BIT,
1046,"Standard Chartered Bank v. The United Republic of Tanzania, ICSID Case No. ARB/10/12",,TZA,,Tanzania-United Kingdom BIT,153,Standard Chartered Bank,ICSID,,Tanzania-United Kingdom BIT,
3252,"State Enterprise ""Energorynok"" (Ukraine) v. The Republic of Moldova, SCC Arbitration V 2012/175","Electricity, gas, steam and air conditioning supply",,,Energy Charter Treaty (ECT),59,,SCC,In favour of State,Energy Charter Treaty (ECT),
3251,"State Enterprise ""Energorynok"" (Ukraine) v. The Republic of Moldova, SCC Arbitration V 2012/175","Electricity, gas, steam and air conditioning supply",,,Energy Charter Treaty (ECT),59,,SCC,In favour of State,Energy Charter Treaty (ECT),
2252,"Spentex Netherlands, B.V. v. Republic of Uzbekistan, ICSID Case No. ARB/13/26",,UZB,,Netherlands-Uzbekistan BIT,970,Spentex Netherlands B.V.,ICSID,,Netherlands-Uzbekistan BIT,
2447,"ST-AD GmbH v. Republic of Bulgaria, UNCITRAL, PCA Case No. 2011-06",,BGR,,Bulgaria-Germany BIT,1030,ST-AD GmbH,UNCITRAL,,Bulgaria-Germany BIT,
3299,"Southern Pacific Properties (Middle East) Limited v. Arab Republic of Egypt, ICSID Case No. ARB/84/3",Other service activities,,,,,,ICSID,In favour of Investor,,
3300,"Southern Pacific Properties (Middle East) Limited v. Arab Republic of Egypt, ICSID Case No. ARB/84/3",Other service activities,,,,,,ICSID,In favour of Investor,,
2121,"South American Silver Limited v. Bolivia, UNCITRAL, PCA Case No. 2013-15",,BOL,,Bolivia-United Kingdom BIT,358,South American Silver Limited,UNCITRAL,,Bolivia-United Kingdom BIT,
3308,"Société Ouest Africaine des Bétons Industriels v. Senegal, ICSID Case No. ARB/82/1",Construction,,,,,,ICSID,In favour of Investor,,
3312,"Société Kufpec (Congo) Limited v. Republic of Congo, ICSID Case No. ARB/97/2","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Discontinued,,
2583,"Société Industrielle des Boissons de Guinée v. Republic of Guinea, ICSID Case No. ARB/12/8",,GIN,,,,Société Industrielle des Boissons de Guinée,ICSID,,,
1041,"Hussein Nuaman Soufraki v. The United Arab Emirates, ICSID Case No. ARB/02/7",,ARE,,Italy-United Arab Emirates BIT,567,Soufraki,ICSID,,Italy-United Arab Emirates BIT,
1039,"Société Générale In respect of DR Energy Holdings Limited and Empresa Distribuidora de Electricidad del Este, S.A. v. The Dominican Republic, UNCITRAL, LCIA Case No. UN 7927",,DOM,,Dominican Republic-France BIT,564,Société Générale,UNCITRAL,,Dominican Republic-France BIT,
3314,"Société d'Investigation de Recherche et d'Exploitation Minière v. Burkina Faso, ICSID Case No. ARB/97/1","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,In favour of Investor,,
3316,"Société d'Exploitation des Mines d'Or de Sadiola S.A. v. Republic of Mali, ICSID Case No. ARB/01/5","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,In favour of Investor,,
3318,"Société d'Etudes de Travaux et de Gestion SETIMEG S.A. v. Republic of Gabon, ICSID Case No. ARB/87/1",Construction,,,,,,ICSID,Settled,,
3831,"Société Civile Immobilière de Gaëta v. Republic of Guinea, ICSID Case No. ARB/12/36",Construction,,,Investment Law - Guinea (1987),,,ICSID,Discontinued,,
1048,"Suez, Sociedad General de Aguas de Barcelona S.A., and InterAguas Servicios Integrales del Agua S.A. v. The Argentine Republic, ICSID Case No. ARB/03/17 (formerly Aguas Provinciales de Santa Fe S.A, Suez, Sociedad General de Aguas de Barcelona, S.A., and",,ARG,,Argentina-France BIT,234,"Suez, InterAguas Servicios Integrales del Agua S.A., Sociedad General de Aguas de Barcelona S.A.",ICSID,,Argentina-France BIT,
1035,"Sociedad Anónima Eduardo Vieira v. República de Chile, ICSID Case No. ARB/04/7",,CHL,,Chile-Spain BIT,501,Sociedad Anónima Eduardo Vieira,ICSID,,Chile-Spain BIT,
1833,"Slovak Gas Holding BV, GDF International SAS and E.ON Ruhrgas International GmbH v. Slovak Republic, ICSID Case No. ARB/12/7",,SVK,,Energy Charter Treaty (ECT),59,"Slovak Gas Holding BV, GDF International SAS, E.ON Ruhrgas International GmbH",ICSID,,Energy Charter Treaty (ECT),
1033,"Sky Petroleum, Inc. v. Ministry of Economy, Trade, and Energy of Albania et al, UNCITRAL",,ALB,,Albania-United States BIT,561,"Sky Petroleum, Inc.",UNCITRAL,,Albania-United States BIT,
1506,"Sistem Mühendislik In_aat Sanayi ve Ticaret A._. v. Kyrgyz Republic, ICSID Case No. ARB(AF)/06/1",,KGZ,,Kyrgyz Republic- Turkey BIT,788,Sistem Mühendislik Inşaat Sanayi ve Ticaret A.Ş.,ICSID Additional Facility,,Kyrgyz Republic- Turkey BIT,
1066,"Swembalt AB, Sweden v. The Republic of Latvia, UNCITRAL",,LVA,,Latvia-Sweden BIT,575,"Swembalt AB, Sweden",UNCITRAL,,Latvia-Sweden BIT,
2284,"Stans Energy Corp. and Kutisay Mining LLC v. ­The Kyrgyz Republic, PCA Case No 2015-32","Mining and quarrying, including hydrocarbons (oil and gas)",KGZ,"US $117,800,000",CIS Convention on Protection of Investor Rights (1997) (Russian),2414,Stans Energy,,In favour of Investor,CIS Convention on Protection of Investor Rights (1997),
2560,"İçkale İnşaat Limited Şirketi v. Turkmenistan, ICSID Case No. ARB/10/24",,TKM,,Turkey-Turkmenistan BIT,634,Şirketi,ICSID,,Turkey-Turkmenistan BIT,
4034,"Stabil LLC and Others v. Russian Federation, UNCITRAL, PCA Case no. 2015-35","Mining and quarrying, including hydrocarbons (oil and gas)",,,Russian Federation - Ukraine BIT 1998,3004,,UNCITRAL,,Russian Federation - Ukraine BIT 1998,
2110,"Aaron C. Berkowitz, Brett E. Berkowitz and Trevor B. Berkowitz (formerly Spence International Investments and others) v. Republic of Costa Rica, ICSID Case No. UNCT/13/2",Real estate activities,CRI,,CAFTA,231,"Spence International Investments, Holsten, Copher, Berkowitz, Gremillion",UNCITRAL,,CAFTA,
