id,title,economic_sector,case_respondent,amount_of_damages,case_law_text,case_treaties_tid,case_claimant,arbitration_rules,outcome,case_treaties,case_country
1968,"Grupo Francisco Hernando Contreras v. Republic of Equatorial Guinea, ICSID Case No. ARB(AF)/12/2",,GNQ,,,948,Grupo Francisco Hernando Contreras,ICSID,,Equatorial Guinea-Spain BIT,
3568,"Guadalupe Gas Products Corporation v. Nigeria, ICSID Case No. ARB/78/1","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Settled,,
4209,"Gujarat State Petroleum Corporation Limited, Alkor Petroo Limited, and Western Drilling Constructors Private Limited v. the Republic of Yemen and the Yemen Ministry of Oil and Minerals, ICC Arbitration No. 19299/MCP","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICC,,,
937,"Rachel S. Grynberg, Stephen M. Grynberg, Miriam Z. Grynberg and RSM Production Company v. Grenada, ICSID Case No. ARB/10/6",,GRD,,Grenada-United States BIT,533,"Grynberg, RSM Production Company",ICSID,,Grenada-United States BIT,
518,"Guaracachi America, Inc. and Rurelec PLC v. The Plurinational State of Bolivia, UNCITRAL, PCA Case No. 2011-17",,BOL,,Bolivia-United Kingdom BIT,358,"Guaracachi America, Inc., Rurelec PLC",UNCITRAL,,Bolivia-United Kingdom BIT,
1970,"Guardian Fiduciary Trust, Ltd, f/k/a Capital Conservator Savings & Loan, Ltd v. Macedonia, former Yugoslav Republic of, ICSID Case No. ARB/12/31",,MKD,,Netherlands-Macedonia BIT,1182,"Guardian Fiduciary Trust, Ltd, f/k/a Capital Conservator Savings & Loan, Ltd",ICSID,,Netherlands-Macedonia BIT,
515,"Philippe Gruslin v. Malaysia, ICSID Case No. ARB/99/3",,MYS,,Belgium-Luxembourg-Malaysia BIT,354,Gruslin,ICSID,,Belgium-Luxembourg-Malaysia BIT,
3895,Grupo Francisco Hernando Contreras v Equatorial Guinea,Construction,,,Spain-Equatorial Guinea Bilateral Investment Treaty (Spanish),2554,,,In favour of State,Spain-Equatorial Guinea Bilateral Investment Treaty,
3879,"Gramercy Funds Management LLC, Gramercy Peru Holdings LLC, Gramercy Investment Advisors LLC and Gramercy Advisors LLC v. the Republic of Peru",Financial and insurance activities,,,,2539,,,,US-Peru Trade Promotion Agreement,
1460,"H&H Enterprises Investments, Inc. v. Arab Republic of Egypt, ICSID Case No. ARB 09/15","Arts, entertainment and recreation",EGY,,Egypt-United States BIT,70,"H&H Enterprises Investments, Inc.",ICSID,In favour of State,Egypt-United States BIT,
3392,"GRAD Associates, P.A. v. Bolivarian Republic of Venezuela, Case No. ARB/00/3",,,,,,,,Discontinued,,
2626,Grand Torg SRL v. Moldova,,MDA,,Moldova-Russian Federation BIT,157,Grand Torg SRL,SCC,,Moldova-Russian Federation BIT,
3641,"Global Gold Mining LLC v. Republic of Armenia, ICSID Case No. ARB/07/7","Mining and quarrying, including hydrocarbons (oil and gas)",,,Armenia-United States BIT,604,,ICSID,Settled,Armenia-United States BIT,
2727,"Gold Reserve Inc. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)/09/1",,VEN,"US $760,000,000",Canada-Venezuela BIT,467,Gold Reserve Inc.,ICSID Additional Facility,,Canada-Venezuela BIT,
506,"Global Trading Resource Corp. and Globex International, Inc. v. Ukraine, ICSID Case No. ARB/09/11",,UKR,,Ukraine-United States BIT,337,Global Trading Resource Corp.,ICSID,,Ukraine-United States BIT,
478,"GEA Group Aktiengesellschaft v. Ukraine, ICSID Case No. ARB/08/16",,UKR,,Germany-Ukraine BIT,333,GEA Group Aktiengesellschaft,ICSID,,Germany-Ukraine BIT,
1490,"Getma International and others v. Republic of Guinea, ICSID Case No. ARB/11/29",,GIN,,,,Getma International,ICSID,,,
3394,"Ghaith R. Pharaon v. Republic of Tunisia, ICSID Case No. ARB/86/1",Other service activities,,,,,,ICSID,Settled,,
480,"Gemplus S.A., SLP S.A., Gemplus Industrial S.A. de C.V. v. The United Mexican States, ICSID Case No. ARB(AF)/04/3",,MEX,,Argentina-Mexico BIT,334,"Gemplus S.A., SLP S.A.",ICSID Additional Facility,,Argentina-Mexico BIT,
482,"Generation Ukraine, Inc. v. Ukraine, ICSID Case No. ARB/00/9",,UKR,,Ukraine-United States BIT,337,"Generation Ukraine, Inc.",ICSID,,Ukraine-United States BIT,
1964,"Gelsenwasser AG v. People's Democratic Republic of Algeria, ICSID Case No. ARB/12/32",,DZA,,,876,Gelsenwasser AG,ICSID,,Algeria-Germany BIT,
1966,"Georg Gavrilovic and Gavrilovic d.o.o. v. Republic of Croatia, ICSID Case No. ARB/12/39",,HRV,,Austria-Croatia BIT,53,Gavrilovic,ICSID,,Austria-Croatia BIT,
2026,"Marco Gavazzi and Stefano Gavazzi v. Romania, ICSID Case No. ARB/12/25",,ROU,,Italy-Romania BIT,888,Gavazzi,ICSID,,Italy-Romania BIT,
476,"Gas Natural SDG, S.A. v. The Argentine Republic, ICSID Case No. ARB/03/10",,ARG,,Argentina-Spain BIT,332,"Gas Natural SDG, S.A.",ICSID,,Argentina-Spain BIT,
2176,"Garanti Koza LLP v. Turkmenistan, ICSID Case No. ARB/11/20",,TKM,,Turkmenistan-United Kingdom BIT,946,Garanti Koza LLP,ICSID,,Turkmenistan-United Kingdom BIT,
474,"Gami Investments, Inc. v. The Government of the United Mexican States, UNCITRAL",,MEX,,NAFTA,11,"Gami Investments, Inc.",UNCITRAL,,NAFTA,
467,"Bernardus Henricus Funnekotter and others v. Republic of Zimbabwe, ICSID Case No. ARB/05/6",,ZWE,,Netherlands-Zimbabwe BIT,321,Funnekotter,ICSID,,Netherlands-Zimbabwe BIT,
3636,"Government of the Province of East Kalimantan v. PT Kaltim Prima Coal and others, ICSID Case No. ARB/07/3","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,In favour of Investor,,
464,"Ron Fuchs v. The Republic of Georgia, ICSID Case No. ARB/07/15",,GEO,,Georgia-Israel BIT,316,Fuchs,ICSID,,Georgia-Israel BIT,
459,"Frontier Petroleum Services Ltd. v. The Czech Republic, UNCITRAL",,CZE,,Canada-Czech Republic BIT,313,Frontier Petroleum Services Ltd.,UNCITRAL,,Canada-Czech Republic BIT,
2852,"Fraport AG Frankfurt Airport Services Worldwide v. Republic of the Philippines, ICSID Case No. ARB/11/12",,PHL,,Germany-Philippines BIT,308,Fraport AG Frankfurt Airport Services Worldwide,ICSID,,Germany-Philippines BIT,
456,"Fraport AG Frankfurt Airport Services Worldwide v. The Republic of the Philippines, ICSID Case No. ARB/03/25",,PHL,,Germany-Philippines BIT,308,Fraport AG Frankfurt Airport Services Worldwide,ICSID,,Germany-Philippines BIT,
3594,"France Telecom S.A. v. Argentine Republic, ICSID Case No. ARB/04/18",Information and communication,,,Argentina-France BIT,234,,ICSID,Settled,Argentina-France BIT,
452,"France Telecom v. Lebanon, UNCITRAL",,LBN,,France-Lebanon BIT,306,France Telecom,UNCITRAL,,France-Lebanon BIT,
2850,"Forminster Enterprises Limited (Cyprus) v. Czech Republic, UNCITRAL",,CZE,,Czech Republic-Cyprus BIT,1136,Forminster Enterprises Limited (Cyprus),UNCITRAL,,Czech Republic-Cyprus BIT,
446,"Piero Foresti, Laura de Carli & Others v. The Republic of South Africa, ICSID Case No. ARB(AF)/07/01",,ZAF,,Belgium-Luxembourg-South Africa BIT,303,"Foresti, Carli",ICSID Additional Facility,,Belgium-Luxembourg-South Africa BIT,
443,"Fireman's Fund Insurance Company v. The United Mexican States, ICSID Case No. ARB(AF)/02/1",,MEX,,NAFTA,11,Fireman's Fund Insurance Company,ICSID Additional Facility,,NAFTA,
469,"F-W Oil Interests, Inc. v. The Republic of Trinidad and Tobago, ICSID Case No. ARB/01/14",,TTO,,Trinidad and Tobago-United States BIT,325,"F-W Oil Interests, Inc.",ICSID,,Trinidad and Tobago-United States BIT,
432,"Fedax N.V. v. The Republic of Venezuela, ICSID Case No. ARB/96/3",,VEN,,Netherlands-Venezuela BIT,192,Fedax N.V.,ICSID,,Netherlands-Venezuela BIT,
429,"Saba Fakes v. Republic of Turkey, ICSID Case No. ARB/07/20",,TUR,,Netherlands-Turkey BIT,294,Fakes,ICSID,,Netherlands-Turkey BIT,
435,"Marvin Roy Feldman Karpa v. United Mexican States, ICSID Case No. ARB(AF)/99/1 (also known as Marvin Feldman v. Mexico)",,MEX,,NAFTA,11,Feldman,ICSID Additional Facility,,NAFTA,
1524,"Flughafen Zürich A.G. and Gestión e Ingenería IDC S.A. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/10/19",,VEN,,Switzerland-Venezuela BIT,799,"Flughafen Zürich A.G., Gestión e Ingenería IDC S.A.",ICSID,,Switzerland-Venezuela BIT,
1941,"Fábrica de Vidrios Los Andes, C.A. and Owens-Illinois de Venezuela, C.A. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/12/21",,VEN,,,871,"Fábrica de Vidrios Los Andes, C.A. , Owens-Illinois de Venezuela, C.A.",ICSID,,United States-Venezuela BIT,
3632,"Fondel Metal Participations B.V. v. Republic of Azerbaijan, ICSID Case No. ARB/07/1","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Settled,,
2171,"EVN AG v. Republic of Bulgaria, ICSID Case No. ARB/13/17",,BGR,,Austria-Bulgaria BIT,941,EVN AG,ICSID,,Austria-Bulgaria BIT,
427,"EVN AG v. The former Yugoslav Republic of Macedonia, ICSID Case No. ARB/09/10",,MKD,,Austria-Macedonia (former Yugoslav Republic of Macedonia) BIT,292,EVN AG,ICSID,,Austria-Macedonia (former Yugoslav Republic of Macedonia) BIT,
487,"Glamis Gold, Ltd. v. The United States of America, UNCITRAL","Mining and quarrying, including hydrocarbons (oil and gas)",USA,,NAFTA,11,"Glamis Gold, Ltd.",UNCITRAL,In favour of State,NAFTA,
4224,"Everest Estate LLC et al. v. The Russian Federation, PCA Case No. 2015-36",Real estate activities,,,Russian Federation - Ukraine BIT (1998),2475,,UNCITRAL,,Russian Federation - Ukraine BIT,
423,"European Media Ventures SA v. The Czech Republic, UNCITRAL",,CZE,,Belgium-Luxembourg-Czech Republic BIT,291,European Media Ventures SA,UNCITRAL,,Belgium-Luxembourg-Czech Republic BIT,
1706,"European American Investment Bank AG (EURAM) v. Slovak Republic, UNCITRAL",,SVK,,Austria-Slovak Republic BIT,116,European American Investment Bank AG (EURAM),UNCITRAL,,Austria-Slovak Republic BIT,
421,"Europe Cement Investment & Trade S.A. v. Republic of Turkey, ICSID Case No. ARB(AF)/07/2",,TUR,,Energy Charter Treaty (ECT),59,Europe Cement Investment & Trade S.A.,ICSID Additional Facility,,Energy Charter Treaty (ECT),
3210,"EuroGas Inc. and Belmont Resources Inc. v. Slovak Republic, ICSID Case No. ARB/14/14","Mining and quarrying, including hydrocarbons (oil and gas)",,,Canada-Slovak Republic BIT,1732,,,Pending,Canada-Slovak Republic BIT,
4179,"Evrobalt LLC v. The Republic of Moldova, SCC Case No. 2016/082",Financial and insurance activities,,,"Moldova, Republic of - Russian Federation BIT (1998)",3215,,SCC,,Moldova,
419,"EuroGas GmbH v. Slovak Republic, UNCITRAL",,SVK,,Austria-Slovak Republic BIT,116,EuroGas GmbH,UNCITRAL,,Austria-Slovak Republic BIT,
412,Eureko B.V. v. Republic of Poland,,POL,,Netherlands-Poland BIT,285,Eureko B.V.,,,Netherlands-Poland BIT,
409,"Ethyl Corporation v. The Government of Canada, UNCITRAL",,CAN,,NAFTA,11,Ethyl Corporation,UNCITRAL,,NAFTA,
2360,"Erhas and others v. Turkmenistan, UNCITRAL",,TKM,,Turkey-Turkmenistan BIT,634,Erhas and others,UNCITRAL,,Turkey-Turkmenistan BIT,
401,"Enron Corporation and Ponderosa Assets, L.P. v. Argentine Republic, ICSID Case No. ARB/01/3 (also known as: Enron Creditors Recovery Corp. and Ponderosa Assets, L.P. v. The Argentine Republic)",,ARG,,Argentina-United States BIT,179,"Enron Corporation, Ponderosa Assets, L.P.",ICSID,,Argentina-United States BIT,
3395,"Enrho St Limited v. Republic of Kazakhstan, ICSID Case No. ARB/02/11","Electricity, gas, steam and air conditioning supply",,,,,,ICSID,Settled,,
3195,"Enkev Beheer B.V. v. Republic of Poland, PCA Case No. 2013-01",Real estate activities,,,Netherlands-Poland BIT,285,,UNCITRAL,In favour of State,Netherlands-Poland BIT,
2579,"Energoalians TOB v. Republic of Moldova, UNCITRAL","Electricity, gas, steam and air conditioning supply",MDA,,Energy Charter Treaty (ECT),59,Energoalians SARL,UNCITRAL,,Energy Charter Treaty (ECT),
393,"EnCana Corporation v. Republic of Ecuador, LCIA Case No. UN3481, UNCITRAL (formerly EnCana Corporation v. Government of the Republic of Ecuador)",,ECU,,Canada-Ecuador BIT,279,EnCana Corporation,UNCITRAL,,Canada-Ecuador BIT,
389,"Empresas Lucchetti, S.A. and Lucchetti Peru, S.A. v. The Republic of Peru, ICSID Case No. ARB/03/4 (also known as: Industria Nacional de Alimentos, A.S. and Indalsa Perú S.A. v. The Republic of Peru)",,PER,,Chile-Peru BIT,274,"Empresas Lucchetti, S.A., Lucchetti Peru, S.A.",ICSID,,Chile-Peru BIT,
387,"Empresa Eléctrica del Ecuador, Inc. v. Republic of Ecuador, ICSID Case No. ARB/05/9",,ECU,,Ecuador-United States BIT,172,"Empresa Eléctrica del Ecuador, Inc.",ICSID,,Ecuador-United States BIT,
384,"Emmis International Holding, B.V., Emmis Radio Operating, B.V., MEM Magyar Electronic Media Kereskedelmi és Szolgáltató Kft. v. The Republic of Hungary, ICSID Case No. ARB/12/2",,HUN,,Hungary-Netherlands BIT,268,"Emmis International Holding B.V., MEM Magyar Electronic Media Kereskedelmi és Szolgáltató Kft., Emmis Radio Operating, B.V.",ICSID,,Hungary-Netherlands BIT,
1763,"Elsamex, S.A. v. Republic of Honduras, ICSID Case No. ARB/09/4",,HND,,,,"Elsamex, S.A.",ICSID,,,
380,"Electrabel S.A. v. Republic of Hungary, ICSID Case No. ARB/07/19",,HUN,,Energy Charter Treaty (ECT),59,Electrabel S.A.,ICSID,,Energy Charter Treaty (ECT),
1939,"Isolux Corsán Concesiones S.A. v. Republic of Peru, ICSID Case No. ARB/12/5 (formerly Elecnor S.A. and Isolux Corsán Concesiones S.A. v. Republic of Peru)",,PER,,Spain-Peru BIT,870,"Elecnor S.A., Isolux Corsán Concesiones S.A.",ICSID,,Spain-Peru BIT,
382,"El Paso Energy International Company v. The Argentine Republic, ICSID Case No. ARB/03/15",,ARG,,Argentina-United States BIT,179,El Paso Energy International Company,ICSID,,Argentina-United States BIT,
3324,"SEDITEX Engineering Beratungsgesellschaft für die Textilindustrie m.b.H. v. Democratic Republic of Madagascar, ICSID Case No. Conco/82/1",Other service activities,,,,,,ICSID,Settled,,
3766,"EDF International S.A. v. Republic of Hungary, UNCITRAL","Electricity, gas, steam and air conditioning supply",,"US $100,000,000",,59,,UNCITRAL,In favour of Investor,Energy Charter Treaty (ECT),
372,"EDF International S.A., SAUR International S.A. and León Participaciones Argentinas S.A. v. Argentine Republic, ICSID Case No. ARB/03/23",,ARG,,Argentina-Belgium-Luxembourg BIT,176,"EDF International S.A., SAUR International S.A. , León Participaciones Argentinas S.A.",ICSID,,Argentina-Belgium-Luxembourg BIT,
375,"EDF (Services) Limited v. Romania, ICSID Case No. ARB/05/13",,ROU,,Romania-United Kingdom BIT,266,EDF (Services) Limited,ICSID,,Romania-United Kingdom BIT,
3638,"Eni Dación B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/07/4","Mining and quarrying, including hydrocarbons (oil and gas)",,,Netherlands-Venezuela BIT,192,,ICSID,Settled,Netherlands-Venezuela BIT,
3583,"Ed. Züblin AG v. Kingdom of Saudi Arabia, ICSID Case No. ARB/03/1",Construction,,,Saudi Arabia - Germany BIT,2272,,ICSID,Settled,Saudi Arabia - Germany BIT,
2264,"ECE Projektmanagement v. The Czech Republic, UNCITRAL, PCA Case No. 2010-5",,CZE,,Czech Republic-Germany BIT,149,ECE Projektmanagement,UNCITRAL,,Czech Republic-Germany BIT,
368,"Eastern Sugar B.V. (Netherlands) v. The Czech Republic, SCC Case No. 088/2004",,CZE,,Czech Republic-Netherlands BIT,212,Eastern Sugar B.V. (Netherlands),UNCITRAL,,Czech Republic-Netherlands BIT,
366,"East Cement for Investment Company v. Poland, ICC",,POL,,Jordan-Poland BIT,261,East Cement for Investment Company,ICC,,Jordan-Poland BIT,
3648,"E.T.I. Euro Telecom International N.V. v. Plurinational State of Bolivia, ICSID Case No. ARB/07/28",Information and communication,,,Bolivia-Netherlands BIT,66,,ICSID,Discontinued,Bolivia-Netherlands BIT,
3024,Dunkeld International Investments Ltd. v. Belize,,BLZ,,,166,Dunkeld International Investments Ltd.,,,Belize-United Kingdom BIT,BLZ
2235,"Edenred S.A. v. Hungary, ICSID Case No. ARB/13/21",Other service activities,HUN,"US $23,000,000",France-Hungary BIT,968,Edenred S.A.,ICSID,In favour of Investor,France-Hungary BIT,
362,"Dunkeld International Investment Ltd. v. The Government of Belize (Number 2), PCA Case No. 2010-21, UNCITRAL",,BLZ,,Belize-United Kingdom BIT,166,Dunkeld International Investment Ltd.,UNCITRAL,,Belize-United Kingdom BIT,
361,"Dunkeld International Investment Ltd. v. The Government of Belize (Number 1), PCA Case No. 2010-13, UNCITRAL",,BLZ,,Belize-United Kingdom BIT,166,Dunkeld International Investment Ltd.,UNCITRAL,,Belize-United Kingdom BIT,
3399,"Duke Energy International Peru Investments No. 1 Ltd. v. Republic of Peru, ICSID Case No. ARB/03/28","Electricity, gas, steam and air conditioning supply",,,,,,ICSID,In favour of Investor,,
356,"Duke Energy Electroquil Partners & Electroquil S.A. v. Republic of Ecuador, ICSID Case No. ARB/04/19",,ECU,,Ecuador-United States BIT,172,"Duke Energy Electroquil Partners, Electroquil S.A.",ICSID,,Ecuador-United States BIT,
3411,Domtar Inc. v. United States of America,"Agriculture, forestry and fishing",,,NAFTA,11,,UNCITRAL,,NAFTA,
2587,Diag Human S.E. v. The Czech Republic,,CZE,,,,Diag Human S.E.,ad hoc,,,
2275,"Deutsche Telekom v. India, ICSID",,IND,,Germany-India BIT,978,Deutsche Telekom,ICSID Additional Facility,,Germany-India BIT,
1745,"Deutsche Bank AG v. Democratic Socialist Republic of Sri Lanka, ICSID Case No. ARB/09/2",,LKA,,Germany-Sri Lanka BIT,836,Deutsche Bank AG,ICSID,,Germany-Sri Lanka BIT,
354,"Detroit International Bridge Company v. Government of Canada, UNCITRAL, PCA Case No. 2012-25",,CAN,,NAFTA,11,Detroit International Bridge Company,UNCITRAL,,NAFTA,
353,"Desert Line Projects LLC v. The Republic of Yemen, ICSID Case No. ARB/05/17",,YEM,,,258,Desert Line Projects LLC,ICSID,,Oman-Yemen BIT,
2219,"Ömer Dede and Serdar Elhüseyni v. Romania, ICSID Case No. ARB/10/22",,ROU,,,963,"Dede, Elhüseyni",ICSID,,Romania-Turkey BIT,
1937,"Dan Cake S.A. v. Hungary, ICSID Case No. ARB/12/9",,HUN,,Hungary-Portugal BIT,868,Dan Cake S.A.,ICSID,,Hungary-Portugal BIT,
1520,"Daimler Financial Services AG v. Argentine Republic, ICSID Case No. ARB/05/1",,ARG,,Argentina-Germany BIT,369,Daimler Financial Services AG,ICSID,,Argentina-Germany BIT,
2303,CSP Equity Investment Sarl v. Spain,,ESP,,Energy Charter Treaty (ECT),59,CSP Equity Investment Sarl,SCC,,Energy Charter Treaty (ECT),
1530,"Crystallex International Corporation v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)/11/2",,VEN,,Canada-Venezuela BIT,467,Crystallex International Corporation,ICSID Additional Facility,,Canada-Venezuela BIT,
351,"Crespo and others v. Poland, ICC",,POL,,Poland-Spain BIT,257,Crespo,ICC,,Poland-Spain BIT,
3054,"Council of Canadians, CUPW and the Charter Committee on Poverty Issues v. the Attorney General of Canada",,CAN,,,11,"Council of Canadians, CUPW, Charter Committee on Poverty Issues",,,NAFTA,CAN
3029,Council of Canadians et al. v. Attorney General of Canada,,CAN,,,11,Council of Canadians,,,NAFTA,CAN
3961,"Cosigo Resources, Ltd., Cosigo Resources Sucursal Colombia, Tobie Mining and Energy, Inc. v. Republic of Colombia, UNCITRAL","Mining and quarrying, including hydrocarbons (oil and gas)",,,,2688,,UNCITRAL,,United States-Colombia Trade Promotion Agreement,
2108,"Corporación Quiport S.A. and others v. Republic of Ecuador, ICSID Case No. ARB/09/23",,ECU,,,930,Corporación Quiport S.A.,ICSID,,Various BITs,
2690,"Corona Materials LLC v. Dominican Republic, ICSID Case No. ARB(AF)/14/3",,DOM,,CAFTA,231,Corona Materials LLC,ICSID Additional Facility,,CAFTA,
345,"Corn Products International, Inc. v. United Mexican States, ICSID Case No. ARB (AF)/04/1",,MEX,,NAFTA,11,"Corn Products International, Inc.",ICSID Additional Facility,,NAFTA,
4206,"Copper Mesa Mining Corporation v. Republic of Ecuador, PCA No. 2012-2","Mining and quarrying, including hydrocarbons (oil and gas)",,"US $19,447,494",Canada - Ecuador BIT (1996),3246,,UNCITRAL,In favour of Investor,Canada - Ecuador BIT (1996),
2078,"Convial Callao S.A. and CCI - Compañía de Concesiones de Infraestructura S.A. v. Republic of Peru, ICSID Case No. ARB/10/2",,PER,,Argentina-Peru BIT,918,"Convial Callao S.A., CCI - Compañía de Concesiones de Infraestructura S.A.",ICSID,,Argentina-Peru BIT,
329,"Continental Casualty Company v. The Argentine Republic, ICSID Case No. ARB/03/9",,ARG,,Argentina-United States BIT,179,Continental Casualty Company,ICSID,,Argentina-United States BIT,
325,"Consortium RFCC v. Royaume du Maroc, ICSID Case No. ARB/00/6",,MAR,,Italy-Morocco BIT,247,Consortium RFCC,ICSID,,Italy-Morocco BIT,
323,"Consortium Groupement L.E.S.I.- DIPENTA v. République algérienne démocratique et populaire, ICSID Case No. ARB/03/08",,DZA,,,243,Consortium Groupement L.E.S.I.- DIPENTA,ICSID,,Algeria-Italy BIT,
1918,"Consolidated Exploration Holdings Ltd. and others v. Kyrgyz Republic, ICSID Case No. ARB(AF)/13/1",,KGZ,,,860,Consolidated Exploration Holdings Ltd.,ICSID Additional Facility,,Kazakhstan-Kyrgyz Republic BIT,
3413,"Compañia del Desarrollo de Santa Elena S.A. v. Republic of Costa Rica, ICSID Case No. ARB/96/1",Real estate activities,,,,,,ICSID,,,
309,"Compañiá de Aguas del Aconquija S.A. and Vivendi Universal S.A. v. Argentine Republic, ICSID Case No. ARB/97/3 (formerly Compañía de Aguas del Aconquija, S.A. and Compagnie Générale des Eaux v. Argentine Republic)",,ARG,,Argentina-France BIT,234,"Compañiá de Aguas del Aconquija S.A., Vivendi Universal S.A.",ICSID,,Argentina-France BIT,
1177,"Compagnie International de Maintenance (CIM) v. Ethiopia, UNCITRAL",,ETH,,Ethiopia-France BIT,627,Compagnie International de Maintenance (CIM),UNCITRAL,,Ethiopia-France BIT,
3420,"Compagnie Française pour le Développement des Fibres Textiles v. Côte d'Ivoire, ICSID Case No. ARB/97/8",Other service activities,,,,,,ICSID,Settled,,
3424,"Compagnie d'Exploitation du Chemin de Fer Transgabonais v. Gabonese Republic, ICSID Case No. ARB/04/5",Transportation and storage,,,,,,ICSID,In favour of Investor,,
3039,"Commission of the European Communities v. Kingdom of Sweden, European Court of Justice Case C-249/06",,SWE,,,746,Commission of the European Communities,,,Bolivia-Sweden BIT,
3034,"Commission of the European Communities v. Republic of Austria, European Court of Justice Case C-205/06",,AUT,,,767,Commission of the European Communities,,,Austria-Turkey BIT,
296,"Commerce Group Corp. and San Sebastian Gold Mines, Inc. v. The Republic of El Salvador, ICSID Case No. ARB/09/17",,SLV,,CAFTA,231,"Commerce Group Corp. , San Sebastian Gold Mines Inc.",ICSID,,CAFTA,
3407,Dow AgroSciences LLC vs. Government of Canada,Manufacturing,,,"",11,,,Settled,NAFTA,
3430,"Colt Industries Operating Corporation v. Republic of Korea, ICSID Case No. ARB/84/2",Other service activities,,,,,,ICSID,Settled,,
288,"CMS Gas Transmission Company v. The Republic of Argentina, ICSID Case No. ARB/01/8",,ARG,,Argentina-United States BIT,179,CMS Gas Transmission Company,ICSID,,Argentina-United States BIT,
281,"CME Czech Republic B.V. v. The Czech Republic, UNCITRAL",,CZE,,Czech Republic-Netherlands BIT,212,CME Czech Republic B.V.,UNCITRAL,,Czech Republic-Netherlands BIT,
1588,"William Ralph Clayton, William Richard Clayton, Douglas Clayton, Daniel Clayton and Bilcon of Delaware Inc. v. Government of Canada, UNCITRAL, PCA Case No. 2009-04","Mining and quarrying, including hydrocarbons (oil and gas)",CAN,,NAFTA,11,"Clayton, Bilcon of Delaware Inc.",UNCITRAL,In favour of Investor,NAFTA,
3432,"City Oriente Limited v. Republic of Ecuador and Empresa Estatal Petróleos del Ecuador (Petroecuador) [I], ICSID Case No. ARB/06/21","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Settled,,
3119,"CIT Group Inc. v. Argentine Republic, ICSID Case No. ARB/04/9",Financial and insurance activities,ARG,,US-Argentina,1516,CIT Group,ICSID,Discontinued,US-Argentina,
321,"ConocoPhillips Petrozuata B.V., ConocoPhillips Hamaca B.V. and ConocoPhillips Gulf of Paria B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/07/30",,VEN,,Netherlands-Venezuela BIT,192,ConocoPhillips Company,ICSID,,Netherlands-Venezuela BIT,
1479,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",,IDN,,Australia-Indonesia BIT,1031,"Churchill Mining PLC, Planet Mining Pty Ltd",ICSID,,Australia-Indonesia BIT,
279,"China Heilongjiang International Economic & Technical Cooperative Corp., Beijing Shougang Mining Investment Company Ltd., and Qinhuangdaoshi Qinlong International Industrial Co. Ltd. v. Mongolia, UNCITRAL, PCA",,MNG,,China-Mongolia BIT,210,"China Heilongjiang International Economic & Technical Cooperative Corp., Beijing Shougang Mining Investment Company Ltd., Qinhuangdaoshi Qinlong International Industrial Co. Ltd.",UNCITRAL,,China-Mongolia BIT,
257,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",,ECU,,Ecuador-United States BIT,172,"Chevron Corporation, Texaco Petroleum Corporation",UNCITRAL,,Ecuador-United States BIT,
251,"Chevron Corporation (USA) and Texaco Petroleum Company (USA) v. The Republic of Ecuador, UNCITRAL, PCA Case No. 34877",,ECU,,Ecuador-United States BIT,172,"Chevron Corporation, Texaco Petroleum Company",UNCITRAL,,Ecuador-United States BIT,
245,"Champion Trading Company, Ameritrade International, Inc. v. Arab Republic of Egypt, ICSID Case No. ARB/02/9 (formerly Champion Trading Company, Ameritrade International, Inc., James T. Wahba, John B. Wahba, Timothy T. Wahba v. Arab Republic of Egypt)",,EGY,,Egypt-United States BIT,70,"Champion Trading Company, Ameritrade International Inc.",ICSID,,Egypt-United States BIT,
2070,"CEZ v. The Republic of Albania, UNCITRAL",,ALB,,Energy Charter Treaty (ECT),59,CEZ,UNCITRAL,,Energy Charter Treaty (ECT),
238,"Ceskoslovenska Obchodni Banka, A.S. v. The Slovak Republic, ICSID Case No. ARB/97/4",,SVK,,,196,"Ceskoslovenska Obchodni Banka, A.S.",ICSID,,Czech Republic-Slovak Republic BIT,
236,"Cesare Galdabini SpA v. Russian Federation, UNCITRAL",,RUS,,Italy-Russian Federation BIT,195,Cesare Galdabini SpA,UNCITRAL,,Italy-Russian Federation BIT,
4191,"Centerra Gold Inc. and Kumtor Gold Company v. The Kyrgyz Republic, UNCITRAL","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,UNCITRAL,,,
