id,decisions,caseno,title,type,claimant,econsector,instrumentinvk1,instrumentinvk2,partiessub,respondent,rulesapplied,seatarbitration,status,subject
63,,ARB/16/12,Alhambra Resources Ltd. and Alhambra Coӧperatief U.A. v. Republic of Kazakhstan (ICSID Case No. ARB/16/12),"",Alhambra Resources Ltd. and Alhambra Coӧperatief U.A.,"Oil, Gas & Mining",BIT Netherlands - Kazakhstan 2002,Investment Law - Kazakhstan (1994),,KAZ,ICSID Convention - Arbitration Rules,"",Pending,Mining concession
62,,ARB/16/13,Dominion Minerals Corp. v. Republic of Panama (ICSID Case No. ARB/16/13),"",Dominion Minerals Corp.,"Oil, Gas & Mining",BIT United States of America - Panama 1982,"",,PAN,ICSID Convention - Arbitration Rules,"",Pending,Mining concession
64,,ARB/16/11,"Société Resort Company Invest Abidjan, Stanislas Citerici and Gérard Bot v. Republic of Côte d'Ivoire (ICSID Case No. ARB/16/11)","","Société Resort Company Invest Abidjan, Stanislas Citerici and Gérard Bot",Tourism,"",Investment Law - Cote d'Ivoire  (2012),,CIV,ICSID Convention - Arbitration Rules,"",Pending,Leisure complex
58,,CONC/16/1,Xenofon Karagiannis v. Republic of Albania (ICSID Case No. CONC/16/1),"",Xenofon Karagiannis,Construction,BIT Greece - Albania 1991,Investment Law - Albania (1993),,ALB,ICSID Convention - Conciliation Rules,"",Pending,Cement terminal construction project
60,,ARB/16/15,AngloGold Ashanti (Ghana) Limited v. Republic of Ghana (ICSID Case No. ARB/16/15),"",AngloGold Ashanti (Ghana) Limited,"Oil, Gas & Mining","",Contract,,GHA,ICSID Convention - Arbitration Rules,"",Pending,Mining concession
59,,ARB(AF)/16/1,Luis García Armas v. Bolivarian Republic of Venezuela (ICSID Case No. ARB(AF)/16/1),"",Luis García Armas,Other Industry,"BIT Spain - Venezuela,  Republica Bolivariana de 1995","",,VEN,ICSID Additional Facility - Arbitration Rules,"The Hague, Netherlands",Pending,Food products enterprise
61,,ARB/16/14,"ENGIE SA, GDF International SAS and ENGIE International Holdings BV v. Hungary (ICSID Case No. ARB/16/14)","","ENGIE SA, GDF International SAS and ENGIE International Holdings BV","Oil, Gas & Mining","",ECT (Energy Charter Treaty),,HUN,ICSID Convention - Arbitration Rules,"",Pending,"Shareholding in gas companies, gas tariffs and taxation"
57,,ARB(AF)/16/2,Lao Holdings N.V. v. Lao People’s Democratic Republic (ICSID Case No. ARB(AF)/16/2),"",Lao Holdings N.V.,Other Industry,BIT Lao People's Democratic Republic - Netherlands 2003,"",,Lao People’s Democratic Republic,ICSID Additional Facility - Arbitration Rules,"New York, NY",Pending,Gaming industry
54,,ARB/16/18,Infracapital F1 S.à r.l. and Infracapital Solar B.V. v. Kingdom of Spain (ICSID Case No. ARB/16/18),"",Infracapital F1 S.à r.l. and Infracapital Solar B.V.,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
56,,ARB/16/16,Global Telecom Holding S.A.E.  v. Canada (ICSID Case No. ARB/16/16),"",Global Telecom Holding S.A.E.,Information & Communication,"BIT Canada - Egypt,  Arab Republic of 1996","",,CAN,ICSID Convention - Arbitration Rules,"",Pending,Telecommunications enterprise
55,,ARB/16/17,Sun-Flower Olmeda GmbH & Co KG and others v. Kingdom of Spain (ICSID Case No. ARB/16/17),"",Sun-Flower Olmeda GmbH & Co KG and others,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
53,,ARB/16/19,"Nova Group Investments, B.V. v. Romania (ICSID Case No. ARB/16/19)","","Nova Group Investments, B.V.",Services & Trade,BIT Romania - Netherlands 1994,"",,ROU,ICSID Convention - Arbitration Rules,"",Pending,Company shareholding
52,,ARB/16/20,Iskandar Safa and Akram Safa v. Hellenic Republic (ICSID Case No. ARB/16/20),"",Iskandar Safa and Akram Safa,Transportation,BIT Lebanon - Greece 1997,"",,GRC,ICSID Convention - Arbitration Rules,"",Pending,"Shipbuilding, shipyards"
28,,ARB/16/40,Saint Patrick Properties Corporation v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/16/40),"",Saint Patrick Properties Corporation,Transportation,"BIT Venezuela,  Republica Bolivariana de - Barbados 1994","",,VEN,ICSID Convention - Arbitration Rules,"",Pending,Marine transport and related services enterprise
24,,ARB/17/1,Ortiz Construcciones y Proyectos S.A. v. People's Democratic Republic of Algeria (ICSID Case No. ARB/17/1),"",Ortiz Construcciones y Proyectos S.A.,Construction,BIT Spain - Algeria 1994,"",,DZA,ICSID Convention - Arbitration Rules,"",Pending,Construction of housing and public infrastructure
23,,ARB/17/2,Mera Investment Fund Limited v. Republic of Serbia  (ICSID Case No. ARB/17/2),"",Mera Investment Fund Limited,Finance,BIT Serbia - Cyprus 2005,"",,SRB,ICSID Convention - Arbitration Rules,"",Pending,Financial Services
25,,ARB(AF)/17/1,Air Canada v. Bolivarian Republic of Venezuela (ICSID Case No. ARB(AF)/17/1),"",Air Canada,Transportation,"BIT Canada - Venezuela,  Republica Bolivariana de 1996","",,VEN,ICSID Additional Facility - Arbitration Rules,"",Pending,Air transportation services
26,,ARB/16/42,Omega Engineering LLC and Oscar Rivera v. Republic of Panama (ICSID Case No. ARB/16/42),"",Omega Engineering LLC and Oscar Rivera,Construction,BIT United States of America - Panama 1982,2007 US Panama Trade Promotion Agreement (TPA),,PAN,ICSID Convention - Arbitration Rules,"",Pending,Infrastructure construction projects
20,,ARB/17/5,Eugene Kazmin v. Republic of Latvia (ICSID Case No. ARB/17/5),"",Eugene Kazmin,Other Industry,BIT Latvia - Ukraine 1997,"",,LVA,ICSID Convention - Arbitration Rules,"",Pending,Acquisition of metallurgical plant
19,,ARB/17/6,Anglo-Adriatic Group Limited v. Republic of Albania (ICSID Case No. ARB/17/6),"",Anglo-Adriatic Group Limited,Other Industry,"",Albanian Law 7764 "On Foreign Investment" as amended by Law 10316,,ALB,ICSID Convention - Arbitration Rules,"",Pending,Privatization vouchers
22,,ARB/17/3,Metro de Lima Línea 2 S.A. v. Republic of Peru  (ICSID Case No. ARB/17/3),"",Metro de Lima Línea 2 S.A.,Transportation,"",Contract,,PER,ICSID Convention - Arbitration Rules,"",Pending,Metro concession agreement
21,,ARB/17/4,Bank of Cyprus Public Company Limited v. Hellenic Republic (ICSID Case No. ARB/17/4),"",Bank of Cyprus Public Company Limited,Finance,BIT Cyprus - Greece 1992,"",,GRC,ICSID Convention - Arbitration Rules,"",Pending,Debt instruments and banking services
18,,ARB/17/7,Agility Public Warehousing Company K.S.C. v. Republic of Iraq (ICSID Case No. ARB/17/7),"",Agility Public Warehousing Company K.S.C.,Information & Communication,BIT Iraq - Kuwait 2013,"",,IRQ,ICSID Convention - Arbitration Rules,"",Pending,Telecommunications enterprise
17,,ARB/17/8,"Rizzani de Eccher S.p.A., Obrascón Huarte Lain S.A. and Trevi S.p.A. v. State of Kuwait (ICSID Case No. ARB/17/8)","","Rizzani de Eccher S.p.A., Obrascón Huarte Lain S.A. and Trevi S.p.A.",Construction,"BIT Kuwait - Italy 1987, BIT Kuwait - Spain 2005","",,KWT,ICSID Convention - Arbitration Rules,"",Pending,Highway construction project
16,,ARB/17/9,"Lidercón, S.L. v. Republic of Peru (ICSID Case No. ARB/17/9)","","Lidercón, S.L.",Transportation,BIT Spain - Peru 1994,"",,PER,ICSID Convention - Arbitration Rules,"",Pending,Transportation services
15,,ARB/17/10,Itisaluna Iraq LLC and others  v. Republic of Iraq (ICSID Case No. ARB/17/10),"",Itisaluna Iraq LLC and others,Information & Communication,"","Agreement on Promotion and Protection and Guarantee of Investments among Member States of the Organisation of the Islamic Conference, Agreement between Japan and the Republic of Iraq for the Promotion and Protection of Investment",,IRQ,ICSID Convention - Arbitration Rules,"",Pending,Telecommunications enterprise
13,,ARB/17/11,Pawlowski AG and Project Sever s.r.o. v. Czech Republic (ICSID Case No. ARB/17/11),"",Pawlowski AG and Project Sever s.r.o.,Construction,BIT Switzerland - Czech Republic 1990,"",,CZE,ICSID Convention - Arbitration Rules,"",Pending,Real estate development
14,,ADHOC/17/1,Sanum Investments Limited v. Lao People’s Democratic Republic (ICSID Case No. ADHOC/17/1),"",Sanum Investments Limited,Other Industry,BIT Lao People's Democratic Republic - China 1993,"",,Lao People’s Democratic Republic,Ad Hoc,"New York, NY",Pending,Gaming Industry
12,,ARB/17/12,Jochem Bernard Buse v. Republic of Panama (ICSID Case No. ARB/17/12),"",Jochem Bernard Buse,Finance,BIT Netherlands - Panama 2000,"",,PAN,ICSID Convention - Arbitration Rules,"",Pending,Financial services
11,,ARB/17/13,"Grenada Private Power Limited and WRB Enterprises, Inc. v. Grenada (ICSID Case No. ARB/17/13)","","Grenada Private Power Limited and WRB Enterprises, Inc.",Electric Power & Other Energy,"",Contract,,GRD,ICSID Convention - Arbitration Rules,"",Pending,Electricity enterprise
10,,ARB/17/14,"Rockhopper Italia S.p.A., Rockhopper Mediterranean Ltd, and Rockhopper Exploration Plc v. Italian Republic (ICSID Case No. ARB/17/14)","","Rockhopper Italia S.p.A., Rockhopper Mediterranean Ltd, and Rockhopper Exploration Plc","Oil, Gas & Mining","","",,ITA,ICSID Convention - Arbitration Rules,"",Pending,Oil and gas exploration and production
9,,ARB/17/15,Portigon AG v. Kingdom of Spain (ICSID Case No. ARB/17/15),"",Portigon AG,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
8,,ARB/17/16,Carlos Ríos and Francisco Ríos v. Republic of Chile (ICSID Case No. ARB/17/16),"",Carlos Ríos and Francisco Ríos,Transportation,"",FTA Colombia - Chile,,CHL,ICSID Convention - Arbitration Rules,"",Pending,Transportation concession
7,,ARB/17/17,"MetLife, Inc., MetLife Servicios S.A. and MetLife Seguros de Retiro S.A. v. Argentine Republic (ICSID Case No. ARB/17/17)","","MetLife, Inc., MetLife Servicios S.A. and MetLife Seguros de Retiro S.A.",Other Industry,BIT United States of America - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Pending,Pension system
6,,ARB/17/18,"(DS)2, S.A., Peter de Sutter and Kristof De Sutter  v. Republic of Madagascar (ICSID Case No. ARB/17/18)","","(DS)2, S.A., Peter de Sutter and Kristof De Sutter",Other Industry,BIT Belgium-Luxembourg - Madagascar 2005,"",,MDG,ICSID Convention - Arbitration Rules,"",Pending,Textile enterprise
1,,ARB/17/23,"CMC Muratori Cementisti CMC Di Ravenna SOC. Coop., CMC MuratoriCementisti CMC Di Ravenna SOC. Coop. A.R.L. Maputo Branch and CMC Africa, and CMC Africa Austral, LDA v. Republic of Mozambique (ICSID Case No. ARB/17/23)","","CMC Muratori Cementisti CMC Di Ravenna SOC. Coop., CMC MuratoriCementisti CMC Di Ravenna SOC. Coop. A.R.L. Maputo Branch and CMC Africa, and CMC Africa Austral, LDA",Construction,BIT Italy - Mozambique 1998,"",,MOZ,ICSID Convention - Arbitration Rules,"",Pending,Highway construction project
36,,ARB(AF)/16/5,América Móvil S.A.B. de C.V. v. Republic of Colombia (ICSID Case No. ARB(AF)/16/5),"",América Móvil S.A.B. de C.V.,Information & Communication,"",FTA México-Colombia,,COL,ICSID Additional Facility - Arbitration Rules,null,Pending,Telecommunications enterprise
40,,ARB(AF)/16/4,JSC Tashkent Mechanical Plant and others v. Kyrgyz Republic (ICSID Case No. ARB(AF)/16/4),"",JSC Tashkent Mechanical Plant and others,Tourism,BIT Uzbekistan - Kyrgyz Republic 1996,Investment Law - Kyrgyz Republic (2003),,KGZ,ICSID Additional Facility - Arbitration Rules,"Washington, D.C.",Pending,Resort management and operation
31,,ARB/16/37,"LP Egypt Holdings I, LLC, Fund III Egypt, LLC and OMLP Egypt Holdings I, LLC v. Arab Republic of Egypt  (ICSID Case No. ARB/16/37)","","LP Egypt Holdings I, LLC, Fund III Egypt, LLC and OMLP Egypt Holdings I, LLC",Construction,"BIT Egypt,  Arab Republic of - United States of America 1986","",,EGY,ICSID Convention - Arbitration Rules,"",Pending,Housing construction project
801,,ARB/74/2,"Alcoa Minerals of Jamaica, Inc.  v. Jamaica (ICSID Case No. ARB/74/2)","","Alcoa Minerals of Jamaica, Inc.","Oil, Gas & Mining","",Contract,,JAM,ICSID Convention - Arbitration Rules,"",Concluded,Bauxite mining
803,,ARB/72/1,Holiday Inns S.A. and others v. Morocco (ICSID Case No. ARB/72/1),"",Holiday Inns S.A. and others,Tourism,"",Contract,,MAR,ICSID Convention - Arbitration Rules,"",Concluded,Joint venture to build and operate hotels
548,,ARB/04/20,RGA Reinsurance Company  v. Argentine Republic  (ICSID Case No. ARB/04/20),"",RGA Reinsurance Company,Finance,BIT United States of America - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Financial reinsurance services
802,,ARB/74/1,Adriano Gardella S.p.A.  v. Côte d'Ivoire (ICSID Case No. ARB/74/1),"",Adriano Gardella S.p.A.,Other Industry,"",Contract,,CIV,ICSID Convention - Arbitration Rules,"",Concluded,Production of fibers and textiles
799,,ARB/74/4,Reynolds Jamaica Mines Limited and  Reynolds Metals Company v. Jamaica (ICSID Case No. ARB/74/4),"",Reynolds Jamaica Mines Limited and  Reynolds Metals Company,"Oil, Gas & Mining","",Contract,,JAM,ICSID Convention - Arbitration Rules,"",Concluded,Bauxite mining
798,,ARB/76/1,Gabon  v. Société Serete S.A. (ICSID Case No. ARB/76/1),"",Gabon,Construction,"",Contract,,Société Serete S.A.,ICSID Convention - Arbitration Rules,"",Concluded,Construction of a hospital maternity ward
797,,ARB/77/1,AGIP S.p.A. v. People's Republic of the Congo (ICSID Case No. ARB/77/1),"",AGIP S.p.A.,"Oil, Gas & Mining","",Contract,,People's Republic of the Congo,ICSID Convention - Arbitration Rules,"",Concluded,Oil products distribution venture
800,,ARB/74/3,Kaiser Bauxite Company  v. Jamaica (ICSID Case No. ARB/74/3),"",Kaiser Bauxite Company,"Oil, Gas & Mining","",Contract,,JAM,ICSID Convention - Arbitration Rules,"",Concluded,Bauxite mining
796,,ARB/77/2,S.A.R.L. Benvenuti & Bonfant  v. People's Republic of the Congo (ICSID Case No. ARB/77/2),"",S.A.R.L. Benvenuti & Bonfant,Other Industry,"",Contract,,People's Republic of the Congo,ICSID Convention - Arbitration Rules,"",Concluded,Manufacture of plastic bottles
795,,ARB/78/1,Guadalupe Gas Products Corporation v. Nigeria  (ICSID Case No. ARB/78/1),"",Guadalupe Gas Products Corporation,"Oil, Gas & Mining","",Contract,,NGA,ICSID Convention - Arbitration Rules,"",Concluded,Production and marketing of liquefied natural gas
783,,ARB/82/1,Société Ouest Africaine des Bétons Industriels  v. Republic of Senegal  (ICSID Case No. ARB/82/1),"",Société Ouest Africaine des Bétons Industriels,Construction,"",Contract,,SEN,ICSID Convention - Arbitration Rules,"",Concluded,Construction of low-income housing units
784,,CONC/82/1,SEDITEX Engineering Beratungsgesellschaft für die Textilindustrie m.b.H. v. Democratic Republic of Madagascar  (ICSID Case No. CONC/82/1),"",SEDITEX Engineering Beratungsgesellschaft für die Textilindustrie m.b.H.,Other Industry,"",Contract,,Democratic Republic of Madagascar,ICSID Convention - Conciliation Rules,"",Concluded,Textile enterprise
782,,ARB/83/1,Swiss Aluminium Limited and Icelandic Aluminium Company Limited  v. Iceland  (ICSID Case No. ARB/83/1),"",Swiss Aluminium Limited and Icelandic Aluminium Company Limited,"Oil, Gas & Mining","",Contract,,ISL,ICSID Convention - Arbitration Rules,"",Concluded,Aluminium smelter
780,,ARB/83/2,Liberian Eastern Timber Corporation  v. Republic of Liberia  (ICSID Case No. ARB/83/2),"",Liberian Eastern Timber Corporation,"Agriculture, Fishing & Forestry","",Contract,,LBR,ICSID Convention - Arbitration Rules,"",Concluded,Forestry concession
779,,CONC/83/1,Tesoro Petroleum Corporation v. Trinidad and Tobago  (ICSID Case No. CONC/83/1),"",Tesoro Petroleum Corporation,"Oil, Gas & Mining","",Contract,,TTO,ICSID Convention - Conciliation Rules,"",Concluded,Oil exploitation and exploration
778,,ARB/84/1,Atlantic Triton Company Limited  v. People's Revolutionary Republic of Guinea (ICSID Case No. ARB/84/1),"",Atlantic Triton Company Limited,"Agriculture, Fishing & Forestry","",Contract,,People's Revolutionary Republic of Guinea,ICSID Convention - Arbitration Rules,"",Concluded,"Contract for the conversion, equipping and operation of fishing vessels"
777,,ARB/84/2,Colt Industries Operating Corporation  v. Republic of Korea (ICSID Case No. ARB/84/2),"",Colt Industries Operating Corporation,Other Industry,"",Contract,,Republic of Korea,ICSID Convention - Arbitration Rules,"",Concluded,Technical and licensing agreements for the production of weapons
4,,ARB/17/20,BM Mühendislik ve İnşaat A.Ş. v. United Arab Emirates (ICSID Case No. ARB/17/20),"",BM Mühendislik ve İnşaat A.Ş.,Construction,"","",,ARE,ICSID Convention - Arbitration Rules,"",Pending,Construction
3,,ARB/17/21,DP World Limited v. Kingdom of Belgium (ICSID Case No. ARB/17/21),"",DP World Limited,Transportation,BIT United Arab Emirates - Belgium-Luxembourg 2004,"",,BEL,ICSID Convention - Arbitration Rules,"",Pending,Port concession agreement
2,,ARB/17/22,Big Sky Energy Corporation v. Republic of Kazakhstan (ICSID Case No. ARB/17/22),"",Big Sky Energy Corporation,Electric Power & Other Energy,BIT United States of America - Kazakhstan 1992,"",,KAZ,ICSID Convention - Arbitration Rules,"",Pending,Oil and gas exploration and production
771,,ARB/86/1,Ghaith R. Pharaon  v. Republic of Tunisia  (ICSID Case No. ARB/86/1),"",Ghaith R. Pharaon,Tourism,"","Contract, Investment Law - Tunisia (1969)",,TUN,ICSID Convention - Arbitration Rules,"",Concluded,Tourism and holiday resort projects
770,,ARB/87/1,Société d'Etudes de Travaux et de Gestion SETIMEG S.A. v. Republic of Gabon  (ICSID Case No. ARB/87/1),"",Société d'Etudes de Travaux et de Gestion SETIMEG S.A.,Construction,"",Contract,,Republic of Gabon,ICSID Convention - Arbitration Rules,"",Concluded,Restructuring of an administrative and residential complex
766,,ARB/89/1,Manufacturers Hanover Trust Company  v. Arab Republic of Egypt and General Authority for Investment and Free Zones (ICSID Case No. ARB/89/1),"",Manufacturers Hanover Trust Company,Finance,"",Investment Law - Egypt,,Arab Republic of Egypt and General Authority for Investment and Free Zones,ICSID Convention - Arbitration Rules,"",Concluded,Bank branch operation
764,,ARB/92/2,"Scimitar Exploration Limited  v. Bangladesh and Bangladesh Oil, Gas and Mineral Corporation (ICSID Case No. ARB/92/2)","",Scimitar Exploration Limited,"Oil, Gas & Mining","","",,"Bangladesh and Bangladesh Oil, Gas and Mineral Corporation",ICSID Convention - Arbitration Rules,"",Concluded,Oil exploration and development
