id,decisions,caseno,title,type,claimant,econsector,instrumentinvk1,instrumentinvk2,partiessub,respondent,rulesapplied,seatarbitration,status,subject
153,,ARB/14/12,InfraRed Environmental Infrastructure GP Limited and others  v. Kingdom of Spain  (ICSID Case No. ARB/14/12),"",InfraRed Environmental Infrastructure GP Limited and others,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
154,,ARB/14/11,NextEra Energy Global Holdings B.V. and NextEra Energy Spain Holdings B.V. v. Kingdom of Spain (ICSID Case No. ARB/14/11),"",NextEra Energy Global Holdings B.V. and NextEra Energy Spain Holdings B.V.,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
155,,ARB/14/10,"Highbury International AVV, Compañía Minera de Bajo Caroní AVV, and Ramstein Trading Inc. v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/14/10)","","Highbury International AVV, Compañía Minera de Bajo Caroní AVV, and Ramstein Trading Inc.","Oil, Gas & Mining","BIT Netherlands - Venezuela,  Republica Bolivariana de 1991",Investment Law - Venezuela (1999),,VEN,ICSID Convention - Arbitration Rules,"",Pending,Mining concession
151,,ARB(AF)/14/2,Oded Besserglik v. Republic of Mozambique (ICSID Case No. ARB(AF)/14/2),"",Oded Besserglik,"Agriculture, Fishing & Forestry",BIT Mozambique - South Africa 1997,Investment Law - Mozambique (1993),,MOZ,ICSID Additional Facility - Arbitration Rules,"Washington, D.C.",Pending,Joint fishing operation
149,,ARB/14/15,Nusa Tenggara Partnership B.V. and PT Newmont Nusa Tenggara v. Republic of Indonesia (ICSID Case No. ARB/14/15),"",Nusa Tenggara Partnership B.V. and PT Newmont Nusa Tenggara,"Oil, Gas & Mining",BIT Indonesia - Netherlands 1994,"",,IDN,ICSID Convention - Arbitration Rules,"",Concluded,Copper and gold mining project
148,,ARB/14/16,Cyprus Popular Bank Public Co. Ltd. v. Hellenic Republic (ICSID Case No. ARB/14/16),"",Cyprus Popular Bank Public Co. Ltd.,Finance,BIT Cyprus - Greece 1992,"",,GRC,ICSID Convention - Arbitration Rules,"",Pending,Debt instruments and banking services
147,,ARB/14/17,Krederi Ltd. v. Ukraine (ICSID Case No. ARB/14/17),"",Krederi Ltd.,Construction,BIT United Kingdom of Great Britain and Northern Ireland - Ukraine 1993,"",,UKR,ICSID Convention - Arbitration Rules,"",Pending,Real estate and land development
146,,ARB(AF)/14/3,"Corona Materials, LLC  v. Dominican Republic (ICSID Case No. ARB(AF)/14/3)","","Corona Materials, LLC","Oil, Gas & Mining","",CAFTA-DR (Dominican Republic-Central America Free Trade Agreement),,DOM,ICSID Additional Facility - Arbitration Rules,"Washington, D.C.",Concluded,Other mining and quarrying project
144,,ARB/14/19,VICAT v. Republic of Senegal (ICSID Case No. ARB/14/19),"",VICAT,Construction,BIT Senegal - France 2007,"",,SEN,ICSID Convention - Arbitration Rules,"",Concluded,Cement manufacturing enterprise
145,,ARB/14/18,RENERGY S.à r.l.  v. Kingdom of Spain (ICSID Case No. ARB/14/18),"",RENERGY S.à r.l.,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
143,,ARB/14/20,Sodexo Pass International SAS v. Hungary (ICSID Case No. ARB/14/20),"",Sodexo Pass International SAS,Other Industry,BIT France - Hungary 1986,"",,HUN,ICSID Convention - Arbitration Rules,"",Pending,Food voucher services
142,,ARB/14/21,Bear Creek Mining Corporation v. Republic of Peru (ICSID Case No. ARB/14/21),"",Bear Creek Mining Corporation,"Oil, Gas & Mining","",FTA Canada - Peru 2009,,PER,ICSID Convention - Arbitration Rules,"",Pending,Mining concession
141,,ARB/14/22,"BSG Resources Limited, BSG Resources (Guinea) Limited and BSG Resources (Guinea) SÀRL v. Republic of Guinea (ICSID Case No. ARB/14/22)","","BSG Resources Limited, BSG Resources (Guinea) Limited and BSG Resources (Guinea) SÀRL","Oil, Gas & Mining","","Investment Law - Guinea (1987), Investment Law - Guinea (1995)",,GIN,ICSID Convention - Arbitration Rules,"",Pending,Mining concession
140,,ARB/14/23,Tamagot Bumi S.A. and Bumi Mauritania S.A. v. Islamic Republic of Mauritania (ICSID Case No. ARB/14/23),"",Tamagot Bumi S.A. and Bumi Mauritania S.A.,"Oil, Gas & Mining","","Contract, Investment Law - Mauritania (2008), Investment Law - Mauritania (2002)",,MRT,ICSID Convention - Arbitration Rules,"",Pending,Iron ore mining project
139,,ARB/14/24,United Utilities (Tallinn) B.V. and Aktsiaselts Tallinna Vesi v. Republic of Estonia (ICSID Case No. ARB/14/24),"",United Utilities (Tallinn) B.V. and Aktsiaselts Tallinna Vesi,"Water, Sanitation & Flood Protection",BIT Netherlands - Estonia 1992,"",,EST,ICSID Convention - Arbitration Rules,"",Pending,Water and wastewater services
138,,ARB/14/25,"Ansung Housing Co., Ltd. v. People's Republic of China  (ICSID Case No. ARB/14/25)","","Ansung Housing Co., Ltd.",Construction,"BIT China - Korea,  Republic of 2007","",,CHN,ICSID Convention - Arbitration Rules,"",Concluded,Property development project
159,,UNCT/15/3, David Aven et al. v. Republic of Costa Rica (ICSID Case No. UNCT/15/3),"",David Aven et al.,Tourism,"",CAFTA-DR (Dominican Republic-Central America Free Trade Agreement),,CRI,UNCITRAL,"London, U.K.",Pending,Real estate project
133,,ARB/14/30,Beijing Urban Construction Group Co. Ltd. v. Republic of Yemen (ICSID Case No. ARB/14/30),"",Beijing Urban Construction Group Co. Ltd.,Construction,"BIT China - Yemen,  Republic of 1998","",,YEM,ICSID Convention - Arbitration Rules,"",Pending,Construction of an airport terminal
132,,ARB/14/31,Tariq Bashir and SA Interpétrol Burundi v. Republic of Burundi (ICSID Case No. ARB/14/31),"",Tariq Bashir and SA Interpétrol Burundi,"Oil, Gas & Mining",BIT Belgium-Luxembourg - Burundi 1989,"",,BDI,ICSID Convention - Arbitration Rules,"",Pending,Petroleum products supply
134,,ARB/14/29,"Ioan Micula, Viorel Micula and others v. Romania (ICSID Case No. ARB/14/29)","","Ioan Micula, Viorel Micula and others",Other Industry,BIT Sweden - Romania 2002,"",,ROU,ICSID Convention - Arbitration Rules,"",Pending,Beverage production enterprises
131,,ARB/14/32,Casinos Austria International GmbH and Casinos Austria Aktiengesellschaft v. Argentine Republic (ICSID Case No. ARB/14/32),"",Casinos Austria International GmbH and Casinos Austria Aktiengesellschaft,Other Industry,BIT Argentina - Austria 1992,"",,ARG,ICSID Convention - Arbitration Rules,"",Pending,Gaming industry
130,,ARB/14/33,"IBT Group LLC., Constructor, Consulting and Engineering (Panamá), S.A., and International Business and Trade, LLC. v. Republic of Panama (ICSID Case No. ARB/14/33)","","IBT Group LLC., Constructor, Consulting and Engineering (Panamá), S.A., and International Business and Trade, LLC.",Other Industry,BIT Panama - United States of America 2000,"",,PAN,ICSID Convention - Arbitration Rules,"",Concluded,Asphalt manufacturing enterprise
128,,ARB/14/35,Baymina Enerji Anonim Şirketi v. Boru Hatları ile Petrol Taşıma Anonim Şirketi (ICSID Case No. ARB/14/35),"",Baymina Enerji Anonim Şirketi,Electric Power & Other Energy,"",Contract,,Boru Hatları ile Petrol Taşıma Anonim Şirketi,ICSID Convention - Arbitration Rules,"",Pending,Natural gas power plant project
129,,ARB/14/34,RWE Innogy GmbH and RWE Innogy Aersa S.A.U. v. Kingdom of Spain (ICSID Case No. ARB/14/34),"",RWE Innogy GmbH and RWE Innogy Aersa S.A.U.,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
127,,ARB/15/1,"Stadtwerke München GmbH, RWE Innogy GmbH, and others v. Kingdom of Spain (ICSID Case No. ARB/15/1)","","Stadtwerke München GmbH, RWE Innogy GmbH, and others",Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
123,,ARB/15/4,STEAG GmbH v. Kingdom of Spain  (ICSID Case No. ARB/15/4),"",STEAG GmbH,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
126,,ARB/15/2,"Lighthouse Corporation Pty Ltd and Lighthouse Corporation Ltd, IBC v. Democratic Republic of Timor-Leste (ICSID Case No. ARB/15/2)","","Lighthouse Corporation Pty Ltd and Lighthouse Corporation Ltd, IBC",Electric Power & Other Energy,"","Contract, Investment Law - Timor-Leste  (2005)",,TLS,ICSID Convention - Arbitration Rules,"",Pending,Fuel supply agreement
124,,UNCT/15/1,A11Y LTD. v. Czech Republic (ICSID Case No. UNCT/15/1),"",A11Y LTD.,Services & Trade,BIT United Kingdom of Great Britain and Northern Ireland - Czech Republic 1990,"",,CZE,UNCITRAL,"Paris, France",Pending,Technology for visually impaired
125,,ARB/15/3,Abed El Jaouni and Imperial Holding SAL v. Lebanese Republic (ICSID Case No. ARB/15/3),"",Abed El Jaouni and Imperial Holding SAL,Transportation,BIT Lebanon - Germany 1997,"",,LBN,ICSID Convention - Arbitration Rules,"",Pending,Air transportation services
122,,ARB/15/5,B3 Croatian Courier Coöperatief U.A.  v. Republic of Croatia  (ICSID Case No. ARB/15/5),"",B3 Croatian Courier Coöperatief U.A.,Information & Communication,BIT Croatia - Netherlands 1998,"",,HRV,ICSID Convention - Arbitration Rules,"",Pending,Postal services enterprise
120,,ARB/15/7,WalAm Energy Inc. v. Republic of Kenya (ICSID Case No. ARB/15/7),"",WalAm Energy Inc.,Electric Power & Other Energy,"",Contract,,KEN,ICSID Convention - Arbitration Rules,"",Pending,Geothermal energy development
119,,ARB/15/8,Aktau Petrol Ticaret A.Ş. v. Republic of Kazakhstan (ICSID Case No. ARB/15/8),"",Aktau Petrol Ticaret A.Ş.,"Oil, Gas & Mining",BIT Turkey - Kazakhstan 1992,ECT (Energy Charter Treaty),,KAZ,ICSID Convention - Arbitration Rules,"",Pending,Oil transportation and transshipment
121,,ARB/15/6,Mobil Investments Canada Inc. v. Canada (ICSID Case No. ARB/15/6),"",Mobil Investments Canada Inc.,"Oil, Gas & Mining","",NAFTA (North American Free Trade Agreement),,CAN,ICSID Convention - Arbitration Rules,"",Pending,Petroleum development projects
118,,ARB/15/9,Poltava Gas B.V. and Poltava Petroleum Company v. Ukraine (ICSID Case No. ARB/15/9),"",Poltava Gas B.V. and Poltava Petroleum Company,"Oil, Gas & Mining",BIT Netherlands - Ukraine 1994,"",,UKR,ICSID Convention - Arbitration Rules,"",Concluded,Exploration and production of oil and natural gas
115,,ARB/15/12,"PT Ventures, SGPS, S.A. v. Republic of Cabo Verde (ICSID Case No. ARB/15/12)","","PT Ventures, SGPS, S.A.",Information & Communication,BIT Cabo Verde - Portugal 1990,"",,Republic of Cabo Verde,ICSID Convention - Arbitration Rules,"",Pending,Telecommunications concession
116,,ARB/15/11,Total E&P Uganda BV v. Republic of Uganda (ICSID Case No. ARB/15/11),"",Total E&P Uganda BV,"Oil, Gas & Mining",BIT Netherlands - Uganda 2000,Contract,,UGA,ICSID Convention - Arbitration Rules,"",Pending,Exploration and production of oil
114,,ARB/15/13,Devincci Salah Hourani and Issam Salah Hourani v. Republic of Kazakhstan (ICSID Case No. ARB/15/13),"",Devincci Salah Hourani and Issam Salah Hourani,Other Industry,"BIT Kazakhstan - United Kingdom of Great Britain and Northern Ireland 1995, BIT United States of America - Kazakhstan 1992","",,KAZ,ICSID Convention - Arbitration Rules,"",Pending,Pharmaceutical enterprise
117,,ARB/15/10,Orange SA v. Hashemite Kingdom of Jordan (ICSID Case No. ARB/15/10),"",Orange SA,Information & Communication,BIT Jordan - France 1978,Investment Law - Jordan (1995),,JOR,ICSID Convention - Arbitration Rules,"",Concluded,Telecommunications enterprise
112,,ARB/15/15,9REN Holding S.a.r.l v. Kingdom of Spain (ICSID Case No. ARB/15/15),"",9REN Holding S.a.r.l,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
111,,ARB/15/16,BayWa r.e. renewable energy GmbH and BayWa r.e. Asset Holding GmbH v. Kingdom of Spain (ICSID Case No. ARB/15/16),"",BayWa r.e. renewable energy GmbH and BayWa r.e. Asset Holding GmbH,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
110,,ARB/15/17,Hanocal Holding B.V. and IPIC International B.V. v. Republic of Korea (ICSID Case No. ARB/15/17),"",Hanocal Holding B.V. and IPIC International B.V.,"Oil, Gas & Mining","BIT Netherlands - Korea,  Republic of 2003","",,Republic of Korea,ICSID Convention - Arbitration Rules,"",Concluded,"Oil refinery, production and distribution of petrochemical products"
109,,ARB/15/18,Capital Financial Holdings Luxembourg S.A. v. Republic of Cameroon (ICSID Case No. ARB/15/18),"",Capital Financial Holdings Luxembourg S.A.,Finance,BIT Cameroon - Belgium-Luxembourg 1980,"",,CMR,ICSID Convention - Arbitration Rules,"",Concluded,Company shareholding
108,,ARB/15/19,ENERGO-PRO a.s. v.  Republic of Bulgaria (ICSID Case No. ARB/15/19),"",ENERGO-PRO a.s.,Electric Power & Other Energy,BIT Czech Republic - Bulgaria 1999,ECT (Energy Charter Treaty),,BGR,ICSID Convention - Arbitration Rules,"",Pending,Electricity distribution
107,,ARB/15/20,Cube Infrastructure Fund SICAV and others v. Kingdom of Spain  (ICSID Case No. ARB/15/20),"",Cube Infrastructure Fund SICAV and others,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
102,,ARB/15/25,KS Invest GmbH and TLS Invest GmbH v. Kingdom of Spain (ICSID Case No. ARB/15/25),"",KS Invest GmbH and TLS Invest GmbH,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
105,,ARB/15/22,ACP Axos Capital GmbH v. Republic of Kosovo (ICSID Case No. ARB/15/22),"",ACP Axos Capital GmbH,Information & Communication,"BIT Germany - Yugoslavia,  Federal Republic of 1989",Investment Law - KOSOVO (2014),,Republic of Kosovo,ICSID Convention - Arbitration Rules,"",Pending,Telecommunications and postal enterprise
103,,ARB/15/24,Ali Alyafei v. Hashemite Kingdom of Jordan (ICSID Case No. ARB/15/24),"",Ali Alyafei,Finance,BIT Italy - Jordan 1996,The Unified Agreement for the Investment of Arab Capital in the Arab States 1980,,JOR,ICSID Convention - Arbitration Rules,"",Concluded,Acquisition of shares
104,,ARB/15/23,Mathias Kruck and others v. Kingdom of Spain  (ICSID Case No. ARB/15/23),"",Mathias Kruck and others,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
100,,ARB/15/27,JGC Corporation v. Kingdom of Spain (ICSID Case No. ARB/15/27),"",JGC Corporation,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
98,,ARB/15/29,"Cortec Mining Kenya Limited, Cortec (Pty) Limited and Stirling Capital Limited v. Republic of Kenya (ICSID Case No. ARB/15/29)","","Cortec Mining Kenya Limited, Cortec (Pty) Limited and Stirling Capital Limited","Oil, Gas & Mining",BIT United Kingdom of Great Britain and Northern Ireland - Kenya 1999,"",,KEN,ICSID Convention - Arbitration Rules,"",Pending,Mining concession
101,,ARB/15/26,Nabucco Gas Pipeline International GmbH in Liqu. v. Republic of Turkey (ICSID Case No. ARB/15/26),"",Nabucco Gas Pipeline International GmbH in Liqu.,"Oil, Gas & Mining",BIT Austria - Turkey 1988,"",,TUR,ICSID Convention - Arbitration Rules,"",Concluded,Natural gas pipeline project
99,,ARB/15/28,Hydro S.r.l. and others v. Republic of Albania (ICSID Case No. ARB/15/28),"",Hydro S.r.l. and others,Electric Power & Other Energy,BIT Albania - Italy 1991,"",,ALB,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
97,,ARB/15/30,"Samsung Engineering Co., Ltd. v. Sultanate of Oman (ICSID Case No. ARB/15/30)","","Samsung Engineering Co., Ltd.",Construction,"BIT Korea,  Republic of - Oman 2003","",,OMN,ICSID Convention - Arbitration Rules,"",Pending,Refinery improvement project
94,,ARB/15/32,B.V. Belegging-Maatschappij “Far East” v. Republic of Austria (ICSID Case No. ARB/15/32),"",B.V. Belegging-Maatschappij “Far East”,Finance,BIT Malta - Austria 2002,"",,AUT,ICSID Convention - Arbitration Rules,"",Pending,Banking enterprise
96,,ARB(AF)/15/1,Strabag SE  v. Libya (ICSID Case No. ARB(AF)/15/1),"",Strabag SE,Construction,BIT Libya - Austria 2002,"",,LBY,ICSID Additional Facility - Arbitration Rules,"Washington, D.C.",Pending,Infrastructure construction projects
95,,ARB/15/31,Gabriel Resources Ltd. and Gabriel Resources (Jersey) v. Romania (ICSID Case No. ARB/15/31),"",Gabriel Resources Ltd. and Gabriel Resources (Jersey),"Oil, Gas & Mining","","Agreement between the Government of Canada and the Government of Romania for the Promotion and Reciprocal Protection of Investments 2011, Agreement between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of Romania for the Promotion and Reciprocal Protection of Investments 1996 (extended to the Bailiwick of Jersey by Exchange of Notes 1999)",,ROU,ICSID Convention - Arbitration Rules,"",Pending,Mining concession
92,,ARB/15/34,"Cavalum SGPS, S.A. v. Kingdom of Spain (ICSID Case No. ARB/15/34)","","Cavalum SGPS, S.A.",Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
91,,ARB/15/35,"E.ON SE, E.ON Finanzanlagen GmbH and E.ON Iberia Holding GmbH v. Kingdom of Spain (ICSID Case No. ARB/15/35)","","E.ON SE, E.ON Finanzanlagen GmbH and E.ON Iberia Holding GmbH",Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
93,,ARB/15/33,Gilward Investments B.V. v. Ukraine (ICSID Case No. ARB/15/33),"",Gilward Investments B.V.,Transportation,BIT Netherlands - Ukraine 1994,"",,UKR,ICSID Convention - Arbitration Rules,"",Pending,Aviation services
89,,ARB/15/37,Silver Ridge Power BV v. Italian Republic (ICSID Case No. ARB/15/37),"",Silver Ridge Power BV,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ITA,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
87,,ARB/15/39,Salini Impregilo S.p.A. v. Argentine Republic (ICSID Case No. ARB/15/39),"",Salini Impregilo S.p.A.,Transportation,BIT Argentina - Italy 1990,"",,ARG,ICSID Convention - Arbitration Rules,"",Pending,Highway system construction project
86,,ARB/15/40,Belenergia S.A. v. Italian Republic (ICSID Case No. ARB/15/40),"",Belenergia S.A.,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ITA,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
88,,ARB/15/38,SolEs Badajoz GmbH v. Kingdom of Spain (ICSID Case No. ARB/15/38),"",SolEs Badajoz GmbH,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
84,,ARB/15/42,Hydro Energy 1 S.à r.l. and Hydroxana Sweden AB v. Kingdom of Spain (ICSID Case No. ARB/15/42),"",Hydro Energy 1 S.à r.l. and Hydroxana Sweden AB,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
83,,ARB/15/43,State General Reserve Fund of the Sultanate of Oman v. Republic of Bulgaria (ICSID Case No. ARB/15/43),"",State General Reserve Fund of the Sultanate of Oman,Finance,BIT Bulgaria - Oman 2007,"",,BGR,ICSID Convention - Arbitration Rules,"",Pending,Banking enterprise
82,,ARB/15/44,Watkins Holdings S.à r.l. and others v. Kingdom of Spain (ICSID Case No. ARB/15/44),"",Watkins Holdings S.à r.l. and others,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
85,,ARB/15/41,Standard Chartered Bank (Hong Kong) Limited v. United Republic of Tanzania (ICSID Case No. ARB/15/41),"",Standard Chartered Bank (Hong Kong) Limited,Electric Power & Other Energy,"",Contract,,TZA,ICSID Convention - Arbitration Rules,"",Pending,Power purchase agreement
81,,ARB/15/45,Landesbank Baden-Württemberg and others v. Kingdom of Spain (ICSID Case No. ARB/15/45),"",Landesbank Baden-Württemberg and others,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
78,,ARB/15/48,"Abertis Infraestructuras, S.A. v. Argentine Republic (ICSID Case No. ARB/15/48)","","Abertis Infraestructuras, S.A.",Transportation,BIT Spain - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Pending,Highway system construction project
79,,ARB/15/47,ArcelorMittal S.A. v. Arab Republic of Egypt (ICSID Case No. ARB/15/47),"",ArcelorMittal S.A.,Other Industry,"BIT Egypt,  Arab Republic of - Belgium-Luxembourg 1999","",,EGY,ICSID Convention - Arbitration Rules,"",Concluded,Steel industry project
80,,ARB/15/46,BSG Resources (Guinea) Limited and BSG Resources (Guinea) SÀRL v. Republic of Guinea (ICSID Case No. ARB/15/46),"",BSG Resources (Guinea) Limited and BSG Resources (Guinea) SÀRL,"Oil, Gas & Mining","","Investment Law - Guinea (1987), Contract, Investment Law - Guinea (1997), Investment Law - Guinea (1995)",,GIN,ICSID Convention - Arbitration Rules,"",Concluded,Mining concession
74,,ARB/16/1,Al Jazeera Media Network v. Arab Republic of Egypt (ICSID Case No. ARB/16/1),"",Al Jazeera Media Network,Information & Communication,"BIT Egypt,  Arab Republic of - Qatar 1999","",,EGY,ICSID Convention - Arbitration Rules,"",Pending,Multimedia broadcasting operations
75,,ARB(AF)/15/2,Lion Mexico Consolidated L.P. v. United Mexican States (ICSID Case No. ARB(AF)/15/2),"",Lion Mexico Consolidated L.P.,Construction,"",NAFTA (North American Free Trade Agreement),,MEX,ICSID Additional Facility - Arbitration Rules,"Washington, D.C.",Pending,Real estate project
76,,ARB/15/50,Eskosol S.p.A. in liquidazione v. Italian Republic (ICSID Case No. ARB/15/50),"",Eskosol S.p.A. in liquidazione,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ITA,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
77,,ARB/15/49,Theodoros Adamakopoulos and others v. Republic of Cyprus (ICSID Case No. ARB/15/49),"",Theodoros Adamakopoulos and others,Finance,"BIT Cyprus - Greece 1992, BIT Belgium-Luxembourg - Cyprus 1991","",,CYP,ICSID Convention - Arbitration Rules,"",Pending,Banking enterprise
73,,ARB/16/2,Champion Holding Company and others v.  Arab Republic of Egypt (ICSID Case No. ARB/16/2),"",Champion Holding Company and others,Other Industry,"BIT Egypt,  Arab Republic of - United States of America 1986",Investment Law - Egypt (1997),,EGY,ICSID Convention - Arbitration Rules,"",Pending,Cotton processing and trading activities
71,,ARB/16/4,Eurus Energy Holdings Corporation and Eurus Energy Europe B.V. v. Kingdom of Spain (ICSID Case No. ARB/16/4),"",Eurus Energy Holdings Corporation and Eurus Energy Europe B.V.,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
70,,ARB/16/5,"ESPF Beteiligungs GmbH, ESPF Nr. 2 Austria Beteiligungs GmbH, and InfraClass Energie 5 GmbH & Co. KG v. Italian Republic (ICSID Case No. ARB/16/5)","","ESPF Beteiligungs GmbH, ESPF Nr. 2 Austria Beteiligungs GmbH, and InfraClass Energie 5 GmbH & Co. KG",Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ITA,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
72,,ARB/16/3,Veolia Environnement S.A. and others v. Republic of Lithuania (ICSID Case No. ARB/16/3),"",Veolia Environnement S.A. and others,Electric Power & Other Energy,BIT France - Lithuania 1992,"",,LTU,ICSID Convention - Arbitration Rules,"",Pending,Heating and electrical power generation
66,,ARB/16/9,Italba Corporation v. Oriental Republic of Uruguay (ICSID Case No. ARB/16/9),"",Italba Corporation,Information & Communication,BIT United States of America - Uruguay 2005,"",,Oriental Republic of Uruguay,ICSID Convention - Arbitration Rules,"",Pending,Telecommunications enterprise
65,,ARB/16/10,Kunsttrans Holding GmbH and Kunsttrans d.o.o. Beograd v. Republic of Serbia (ICSID Case No. ARB/16/10),"",Kunsttrans Holding GmbH and Kunsttrans d.o.o. Beograd,Other Industry,BIT Serbia - Austria 2001,"",,SRB,ICSID Convention - Arbitration Rules,"",Pending,Art storage facility
35,,ARB/16/33,APM Terminals Callao S.A. v. Republic of Peru  (ICSID Case No. ARB/16/33),"",APM Terminals Callao S.A.,Transportation,"",Contract,,PER,ICSID Convention - Arbitration Rules,"",Concluded,Pier concession agreement
34,,ARB/16/34,"Bridgestone Licensing Services, Inc. and Bridgestone Americas, Inc. v. Republic of Panama (ICSID Case No. ARB/16/34)","","Bridgestone Licensing Services, Inc. and Bridgestone Americas, Inc.",Other Industry,"",TPA United States of America - Panama 2007,,PAN,ICSID Convention - Arbitration Rules,"",Pending,Tire and rubber products enterprise
33,,ARB/16/35,Emergofin B.V. and Velbay Holdings Ltd. v. Ukraine (ICSID Case No. ARB/16/35),"",Emergofin B.V. and Velbay Holdings Ltd.,"Oil, Gas & Mining",BIT Netherlands - Ukraine 1994,"",,UKR,ICSID Convention - Arbitration Rules,"",Pending,Aluminium and alumina production company
32,,ARB/16/36,"Viaduct d.o.o. Portorož, Vladimir Zevnik and Boris Goljevšček v. Bosnia and Herzegovina (ICSID Case No. ARB/16/36)","","Viaduct d.o.o. Portorož, Vladimir Zevnik and Boris Goljevšček",Electric Power & Other Energy,BIT Bosnia and Herzegovina - Slovenia 2001,ECT (Energy Charter Treaty),,BIH,ICSID Convention - Arbitration Rules,"",Pending,hydroelectric power plants
30,,ARB/16/38,"Staur Eiendom AS, EBO Invest AS and Rox Holding AS v. Republic of Latvia (ICSID Case No. ARB/16/38)","","Staur Eiendom AS, EBO Invest AS and Rox Holding AS",Construction,BIT Norway - Latvia 1992,"",,LVA,ICSID Convention - Arbitration Rules,"",Pending,Airport project construction
69,,ARB/16/6,Glencore International A.G. and C.I. Prodeco S.A. v. Republic of Colombia (ICSID Case No. ARB/16/6),"",Glencore International A.G. and C.I. Prodeco S.A.,"Oil, Gas & Mining",BIT Colombia - Switzerland 2006,"",,COL,ICSID Convention - Arbitration Rules,"",Pending,Mining concession
68,,ARB/16/7,Attila Doğan Construction & Installation Co. Inc. v. Sultanate of Oman (ICSID Case No. ARB/16/7),"",Attila Doğan Construction & Installation Co. Inc.,"Oil, Gas & Mining",BIT Oman - Turkey 2007,"",,OMN,ICSID Convention - Arbitration Rules,"",Pending,Oil and gas engineering and construction enterprise
67,,ARB/16/8,Zbigniew Piotr Grot and others v. Republic of Moldova (ICSID Case No. ARB/16/8),"",Zbigniew Piotr Grot and others,"Agriculture, Fishing & Forestry",BIT Moldova - United States of America 1993,"",,MDA,ICSID Convention - Arbitration Rules,"",Pending,Farming operations
