DISPUTE.id,DISPUTE.title,DISPUTE.economic_sector,DISPUTE.case_respondent,DISPUTE.amount_of_damages,DISPUTE.case_law_text,DISPUTE.case_treaties_tid,DISPUTE.case_claimant,DISPUTE.arbitration_rules,DISPUTE.outcome,DISPUTE.case_treaties,DISPUTE.case_country,ICSID.id,ICSID.decisions,ICSID.caseno,ICSID.title,ICSID.type,ICSID.claimant,ICSID.econsector,ICSID.instrumentinvk1,ICSID.instrumentinvk2,ICSID.partiessub,ICSID.respondent,ICSID.rulesapplied,ICSID.seatarbitration,ICSID.status,ICSID.subject
460,"Philip Morris Brands Sàrl, Philip Morris Products S.A. and Abal Hermanos S.A. v. Oriental Republic of Uruguay, ICSID Case No. ARB/10/7 (formerly FTR Holding SA, Philip Morris Products S.A. and Abal Hermanos S.A. v. Oriental Republic of Uruguay)",,URY,,Switzerland-Uruguay BIT,314.0,"Philip Morris Brands Sàrl, Abal Hermanos S.A.",ICSID,,Switzerland-Uruguay BIT,,350.0,,ARB/10/7,"Philip Morris Brand Sàrl (Switzerland), Philip Morris Products S.A. (Switzerland) and Abal Hermanos S.A. (Uruguay) v. Oriental Republic of Uruguay (ICSID Case No. ARB/10/7)",,"Philip Morris Brand Sàrl (Switzerland), Philip Morris Products S.A. (Switzerland) and Abal Hermanos S.A. (Uruguay)",Other Industry,BIT Uruguay - Switzerland 1988,,,Oriental Republic of Uruguay,ICSID Convention - Arbitration Rules,,Concluded,Tobacco industry
851,"Philip Morris Asia Limited v. The Commonwealth of Australia, UNCITRAL, PCA Case No. 2012-12",,AUS,,Australia-Hong Kong BIT,509.0,Philip Morris Asia Limited,UNCITRAL,,Australia-Hong Kong BIT,,,,,,,,,,,,,,,,
825,"Petrobart Limited v. The Kyrgyz Republic, SCC Case No. 126/2003",,KGZ,,Energy Charter Treaty (ECT),59.0,Petrobart Limited,SCC,,Energy Charter Treaty (ECT),,,,,,,,,,,,,,,,
823,"Petrobart Limited v. The Kyrgyz Republic, UNCITRAL",,KGZ,,Kyrgyz Foreign Investment Law,,Petrobart Limited,UNCITRAL,,,,,,,,,,,,,,,,,,
3984,"Peter De Sutter, Kristof De Sutter, DS 2 S.A. and Polo Garments Majunga S.A.R.L. v. Republic of Madagascar",Other service activities,,,Belgium/Luxembourg- Madagascar BIT (French),2747.0,,,,Belgium/Luxembourg- Madagascar BIT,,,,,,,,,,,,,,,,
819,"Perenco Ecuador Ltd. v. The Republic of Ecuador and Empresa Estatal Petróleos del Ecuador (Petroecuador), ICSID Case No. ARB/08/6",,ECU,,Ecuador-France BIT,495.0,Perenco Ecuador Ltd.,ICSID,,Ecuador-France BIT,,418.0,,ARB/08/6,Perenco Ecuador Limited v. Republic of Ecuador  (ICSID Case No. ARB/08/6),,Perenco Ecuador Limited,"Oil, Gas & Mining",BIT France - Ecuador 1994,Contract,,ECU,ICSID Convention - Arbitration Rules,,Pending,Hydrocarbon concession
816,"Sergei Paushok, CJSC Golden East Company and CJSC Vostokneftegaz Company v. The Government of Mongolia, UNCITRAL",,MNG,,Mongolia-Russian Federation BIT,494.0,"Paushok, CJSC Golden East Company",UNCITRAL,,Mongolia-Russian Federation BIT,,,,,,,,,,,,,,,,
814,"Participaciones Inversiones Portuarias SARL v. Gabonese Republic, ICSID Case No. ARB/08/17",,GAB,,Gabon-BLEU (Belgium Luxembourg Economic Union) BIT,1175.0,Participaciones Inversiones Portuarias SARL,ICSID,,Gabon-BLEU (Belgium Luxembourg Economic Union) BIT,,404.0,,ARB/08/17,Participaciones Inversiones Portuarias SARL v. Gabonese Republic (ICSID Case No. ARB/08/17),,Participaciones Inversiones Portuarias SARL,Transportation,BIT Belgium-Luxembourg - Gabon 1998,Investment Law - Gabon (1998),,GAB,ICSID Convention - Arbitration Rules,,Concluded,Concession regarding two ports
814,"Participaciones Inversiones Portuarias SARL v. Gabonese Republic, ICSID Case No. ARB/08/17",,GAB,,Gabon-BLEU (Belgium Luxembourg Economic Union) BIT,1175.0,Participaciones Inversiones Portuarias SARL,ICSID,,Gabon-BLEU (Belgium Luxembourg Economic Union) BIT,,394.0,,ARB/08/17,Participaciones Inversiones Portuarias SARL v. Gabonese Republic (ICSID Case No. ARB/08/17),,Participaciones Inversiones Portuarias SARL,Transportation,BIT Belgium-Luxembourg - Gabon 1998,Investment Law - Gabon (1998),,GAB,ICSID Convention - Arbitration Rules,,Concluded,Concession regarding two ports
812,"Parkerings-Compagniet AS v. Republic of Lithuania, ICSID Case No. ARB/05/8",,LTU,,Lithuania-Norwary BIT,492.0,Parkerings-Compagniet AS,ICSID,,Lithuania-Norwary BIT,,538.0,,ARB/05/8,Parkerings-Compagniet AS v. Republic of Lithuania  (ICSID Case No. ARB/05/8),,Parkerings-Compagniet AS,Transportation,BIT Lithuania - Norway 1992,,,LTU,ICSID Convention - Arbitration Rules,,Concluded,Public parking concession
810,"Pantechniki S.A. Contractors & Engineers (Greece) v. The Republic of Albania, ICSID Case No. ARB/07/21",,ALB,,Albania-Greece BIT,490.0,Pantechniki S.A. Contractors & Engineers (Greece),ICSID,,Albania-Greece BIT,,449.0,,ARB/07/21,Pantechniki S.A. Contractors & Engineers  v. Republic of Albania  (ICSID Case No. ARB/07/21),,Pantechniki S.A. Contractors & Engineers,Construction,BIT Greece - Albania 1991,Investment Law - Albania (1993),,ALB,ICSID Convention - Arbitration Rules,,Concluded,Construction contracts
810,"Pantechniki S.A. Contractors & Engineers (Greece) v. The Republic of Albania, ICSID Case No. ARB/07/21",,ALB,,Albania-Greece BIT,490.0,Pantechniki S.A. Contractors & Engineers (Greece),ICSID,,Albania-Greece BIT,,439.0,,ARB/07/21,Pantechniki S.A. Contractors & Engineers  v. Republic of Albania  (ICSID Case No. ARB/07/21),,Pantechniki S.A. Contractors & Engineers ,Construction,BIT Greece - Albania 1991,Investment Law - Albania (1993),,ALB,ICSID Convention - Arbitration Rules,,Concluded,Construction contracts
1881,"Pan American Energy LLC v. Plurinational State of Bolivia, ICSID Case No. ARB/10/8",,BOL,,Bolivia-United States BIT,359.0,Pan American Energy LLC,ICSID,,Bolivia-United States BIT,,349.0,,ARB/10/8,Pan American Energy LLC v. Plurinational State of Bolivia (ICSID Case No. ARB/10/8),,Pan American Energy LLC,"Oil, Gas & Mining",BIT Bolivia - United States of America 1998,,,BOL,ICSID Convention - Arbitration Rules,,Concluded,Exploration and exploitation of hydrocarbons
808,"Pan American Energy LLC and BP Argentina Exploration Company v. The Argentine Republic, ICSID Case No. ARB/03/13",,ARG,,Argentina-United States BIT,179.0,"Pan American Energy LLC , BP Argentina Exploration Company",ICSID,,Argentina-United States BIT,,612.0,,ARB/03/13,Pan American Energy LLC and BP Argentina Exploration Company  v. Argentine Republic (ICSID Case No. ARB/03/13),,Pan American Energy LLC and BP Argentina Exploration Company,Electric Power & Other Energy,BIT United States of America - Argentina 1991,,,ARG,ICSID Convention - Arbitration Rules,,Concluded,Hydrocarbon and electricity concessions
783,"Pac Rim Cayman LLC v. Republic of El Salvador, ICSID Case No. ARB/09/12",,SLV,,CAFTA,231.0,Pac Rim Cayman LLC,ICSID,,CAFTA,,381.0,,ARB/09/12,Pac Rim Cayman LLC v. Republic of El Salvador  (ICSID Case No. ARB/09/12),,Pac Rim Cayman LLC,"Oil, Gas & Mining",,"CAFTA-DR (Dominican Republic-Central America Free Trade Agreement), Investment Law - El Salvador (1999)",,SLV,ICSID Convention - Arbitration Rules,,Concluded,Mining concession
781,"Oxus Gold plc v. Republic of Uzbekistan, the State Committee of Uzbekistan for Geology & Mineral Resources, and Navoi Mining & Metallurgical Kombinat, UNCITRAL",,UZB,,United Kingdom-Uzbekistan BIT,483.0,Oxus Gold plc,UNCITRAL,,United Kingdom-Uzbekistan BIT,,,,,,,,,,,,,,,,
2153,"Ossama Al Sharif v. Arab Republic of Egypt, ICSID Case No. ARB/13/5",,EGY,,Egypt-Jordan BIT,1181.0,Ossama Al Sharif,ICSID,,Egypt-Jordan BIT,,210.0,,ARB/13/5,Ossama Al Sharif  v. Arab Republic of Egypt (ICSID Case No. ARB/13/5),,Ossama Al Sharif,Transportation,"BIT Egypt,  Arab Republic of - Jordan 1996",,,EGY,ICSID Convention - Arbitration Rules,,Concluded,Bulk liquids terminal project
2151,"Ossama Al Sharif v. Arab Republic of Egypt, ICSID Case No. ARB/13/4",,EGY,,Egypt-Jordan BIT,1181.0,Ossama Al Sharif,ICSID,,Egypt-Jordan BIT,,209.0,,ARB/13/4,Ossama Al Sharif v. Arab Republic of Egypt  (ICSID Case No. ARB/13/4),,Ossama Al Sharif,Services & Trade,"BIT Egypt,  Arab Republic of - Jordan 1996",,,EGY,ICSID Convention - Arbitration Rules,,Concluded,Customs system project
2129,"Ossama Al Sharif v. Arab Republic of Egypt, ICSID Case No. ARB/13/3",,EGY,,Egypt-Jordan BIT,1181.0,Ossama Al Sharif,ICSID,,Egypt-Jordan BIT,,211.0,,ARB/13/3,Ossama Al Sharif  v. Arab Republic of Egypt  (ICSID Case No. ARB/13/3),,Ossama Al Sharif,Transportation,"BIT Egypt,  Arab Republic of - Jordan 1996",,,EGY,ICSID Convention - Arbitration Rules,,Concluded,Port development project
829,"Victor Pey Casado and President Allende Foundation v. Republic of Chile, ICSID Case No. ARB/98/2",,CHL,,Chile-Spain BIT,501.0,Pey Casado,ICSID,,Chile-Spain BIT,,727.0,,ARB/98/2,Victor Pey Casado and President Allende Foundation  v. Republic of Chile  (ICSID Case No. ARB/98/2),,Victor Pey Casado and President Allende Foundation,Information & Communication,BIT Chile - Spain 1991,,,CHL,ICSID Convention - Arbitration Rules,,Pending,Publishing enterprise
2038,"Orascom Telelcom Holding v. Algeria, UNCITRAL",,DZA,,Algeria-Egypt BIT,896.0,Orascom Telelcom Holding,UNCITRAL,,Algeria-Egypt BIT,,,,,,,,,,,,,,,,
779,"OPIC Karimum Corporation v. The Bolivarian Republic of Venezuela, ICSID Case No. ARB/10/14",,VEN,,Venezuela's Law on the Promotion and Protection of Investments (LPPI),,OPIC Karimum Corporation,ICSID,,,,342.0,,ARB/10/14,Opic Karimum Corporation v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/10/14),,Opic Karimum Corporation,"Oil, Gas & Mining",,Investment Law - Venezuela (1999),,VEN,ICSID Convention - Arbitration Rules,,Concluded,Oil exploration and production
3998,"OperaFund Eco-Invest SICAV PLC and Schwab Holding AG v. Kingdom of Spain, ICSID Case No. ARB/15/36","Electricity, gas, steam and air conditioning supply",,,Energy Charter Treaty,2855.0,,ICSID,,Energy Charter Treaty,,90.0,,ARB/15/36,OperaFund Eco-Invest SICAV PLC and Schwab Holding AG v. Kingdom of Spain (ICSID Case No. ARB/15/36),,OperaFund Eco-Invest SICAV PLC and Schwab Holding AG,Electric Power & Other Energy,,ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,,Pending,Renewable energy generation enterprise
1222,"Jan Oostergetel and Theodora Laurentius v. The Slovak Republic, UNCITRAL",,SVK,,Netherlands-Slovak Repubic BIT,383.0,"Oostergetel, Laurentius",UNCITRAL,,Netherlands-Slovak Repubic BIT,,,,,,,,,,,,,,,,
3336,"Olyana Holdings LLC v. Republic of Rwanda, ICSID Case No. ARB/10/10","Agriculture, forestry and fishing",,,,,,ICSID,Discontinued,,,347.0,,ARB/10/10,Olyana Holdings LLC  v. Republic of Rwanda (ICSID Case No. ARB/10/10),,Olyana Holdings LLC,"Agriculture, Fishing & Forestry",,Contract,,Republic of Rwanda,ICSID Convention - Arbitration Rules,,Concluded,Tea company
776,"Eudoro Armando Olguín v. Republic of Paraguay, ICSID Case No. ARB/98/5",,PRY,,Paraguay-Peru BIT,478.0,Olguín,ICSID,,Paraguay-Peru BIT,,722.0,,ARB/98/5,Eudoro A. Olguín  v. Republic of Paraguay  (ICSID Case No. ARB/98/5),,Eudoro A. Olguín,"Agriculture, Fishing & Forestry",BIT Peru - Paraguay 1994,,,PRY,ICSID Convention - Arbitration Rules,,Concluded,Food products enterprise
776,"Eudoro Armando Olguín v. Republic of Paraguay, ICSID Case No. ARB/98/5",,PRY,,Paraguay-Peru BIT,478.0,Olguín,ICSID,,Paraguay-Peru BIT,,712.0,,ARB/98/5,Eudoro A. Olguín  v. Republic of Paraguay  (ICSID Case No. ARB/98/5),,Eudoro A. Olguín ,"Agriculture, Fishing & Forestry",BIT Peru - Paraguay 1994,,,PRY,ICSID Convention - Arbitration Rules,,Concluded,Food products enterprise
3819,Murphy Oil Corporation v. Government of Canada,"Mining and quarrying, including hydrocarbons (oil and gas)",,,North American Free Trade Agreement (NAFTA),11.0,,,,NAFTA,,,,,,,,,,,,,,,,
770,"Oko Pankki Oyj, VTB Bank (Deutschland) AG and Sampo Bank Plc v. The Republic of Estonia, ICSID Case No. ARB/04/6 (formerly OKO Osuuspankkien Keskuspankki Oyj and others v. Republic of Estonia)",,EST,,Estonia-Finland BIT,475.0,"Oko Pankki Oyj, VTB Bank (Deutschland) AG, Sampo Bank Plc",ICSID,,Estonia-Finland BIT,,572.0,,ARB/04/6,OKO Pankki Oyj and others  v. Republic of Estonia  (ICSID Case No. ARB/04/6),,OKO Pankki Oyj and others,Finance,"BIT Estonia - Germany 1992, BIT Estonia - Finland 1992",,,EST,ICSID Convention - Arbitration Rules,,Concluded,Debt instruments
2979,"OI European Group B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/11/25",Manufacturing,VEN,"US $372,461,982",Netherlands-Venezuela BIT,192.0,OI European Group B.V.,ICSID,In favour of Investor,Netherlands-Venezuela BIT,,285.0,,ARB/11/25,OI European Group B.V. v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/11/25),,OI European Group B.V.,Other Industry,"BIT Netherlands - Venezuela,  Republica Bolivariana de 1991",,,VEN,ICSID Convention - Arbitration Rules,,Pending,Glass production enterprise
767,"Occidental Petroleum Corporation and Occidental Exploration and Production Company v. The Republic of Ecuador, ICSID Case No. ARB/06/11",,ECU,,Ecuador-United States BIT,172.0,Occidental Petroleum Corporation,ICSID,,Ecuador-United States BIT,,493.0,,ARB/06/11,Occidental Petroleum Corporation and Occidental Exploration and Production Company  v. Republic of Ecuador  (ICSID Case No. ARB/06/11),,Occidental Petroleum Corporation and Occidental Exploration and Production Company,"Oil, Gas & Mining",BIT Ecuador - United States of America 1993,Contract,,ECU,ICSID Convention - Arbitration Rules,,Concluded,Hydrocarbon concession
767,"Occidental Petroleum Corporation and Occidental Exploration and Production Company v. The Republic of Ecuador, ICSID Case No. ARB/06/11",,ECU,,Ecuador-United States BIT,172.0,Occidental Petroleum Corporation,ICSID,,Ecuador-United States BIT,,483.0,,ARB/06/11,Occidental Petroleum Corporation and Occidental Exploration and Production Company  v. Republic of Ecuador  (ICSID Case No. ARB/06/11),,Occidental Petroleum Corporation and Occidental Exploration and Production Company ,"Oil, Gas & Mining",BIT Ecuador - United States of America 1993,Contract,,ECU,ICSID Convention - Arbitration Rules,,Concluded,Hydrocarbon concession
761,"Occidental Exploration and Production Company v. The Republic of Ecuador, LCIA Case No. UN3467",,ECU,,Ecuador-United States BIT,172.0,Occidental Exploration and Production Company,UNCITRAL,,Ecuador-United States BIT,,,,,,,,,,,,,,,,
1924,"OAO Gazprom v. The Republic of Lithuania, UNCITRAL",,LTU,,Lithuania-Russian Federation BIT,401.0,OAO Gazprom,UNCITRAL,,Lithuania-Russian Federation BIT,,,,,,,,,,,,,,,,
759,"Nykomb Synergetics Technology Holding AB v. The Republic of Latvia, SCC",,LVA,,Energy Charter Treaty (ECT),59.0,Nykomb Synergetics Technology Holding AB,SCC,,Energy Charter Treaty (ECT),,,,,,,,,,,,,,,,
2723,"Nusa Tenggara Partnership B.V. and PT Newmont Nusa Tenggara v. Republic of Indonesia, ICSID Case No. ARB/14/15",,IDN,,Indonesia-Netherlands BIT,1082.0,"Nusa Tenggara Partnership B.V., PT Newmont Nusa Tenggara",ICSID,,Indonesia-Netherlands BIT,,149.0,,ARB/14/15,Nusa Tenggara Partnership B.V. and PT Newmont Nusa Tenggara v. Republic of Indonesia (ICSID Case No. ARB/14/15),,Nusa Tenggara Partnership B.V. and PT Newmont Nusa Tenggara,"Oil, Gas & Mining",BIT Indonesia - Netherlands 1994,,,IDN,ICSID Convention - Arbitration Rules,,Concluded,Copper and gold mining project
3386,"Interbrew Central European Holding B.V. v. Republic of Slovenia, ICSID Case No. ARB/04/17",Other service activities,,,Slovenia-Netherlands BIT,2005.0,,ICSID,Settled,Slovenia-Netherlands BIT,,558.0,,ARB/04/17,Interbrew Central European Holding B.V. v. Republic of Slovenia  (ICSID Case No. ARB/04/17),,Interbrew Central European Holding B.V.,Other Industry,BIT Slovenia - Netherlands 1996,,,SVN,ICSID Convention - Arbitration Rules,,Concluded,Brewery
2640,OKKV (OKKB) and others v. Kyrgyz Republic,,KGZ,,,1731.0,OKKV (OKKB),,,Moscow Convention for the Protection of Investors Rights,,,,,,,,,,,,,,,,
756,"Pren Nreka v. Czech Republic, UNCITRAL",,CZE,,Croatia-Czech Republic BIT,469.0,Nreka,UNCITRAL,,Croatia-Czech Republic BIT,,,,,,,,,,,,,,,,
1656,"Novera AD, Novera Properties B.V. and Novera Properties N.V. v. Republic of Bulgaria, ICSID Case No. ARB/12/16",,BGR,,Bulgaria-Netherlands BIT,826.0,Novera AD,ICSID,,Bulgaria-Netherlands BIT,,247.0,,ARB/12/16,"Novera AD, Novera Properties B.V. and Novera Properties N.V. v. Republic of Bulgaria (ICSID Case No. ARB/12/16)",,"Novera AD, Novera Properties B.V. and Novera Properties N.V.","Water, Sanitation & Flood Protection",BIT Netherlands - Bulgaria 1999,,,BGR,ICSID Convention - Arbitration Rules,,Concluded,Waste management services
753,"Nova Scotia Power Incorporated (Canada) v. República Bolivariana de Venezuela, UNCITRAL",,VEN,,Canada-Venezuela BIT,467.0,Nova Scotia Power Incorporated (Canada),UNCITRAL,,Canada-Venezuela BIT,,,,,,,,,,,,,,,,
2532,"Nova Scotia Power Incorporated v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)/11/1",,VEN,,Canada-Venezuela BIT,467.0,Nova Scotia Power Incorporated,ICSID Additional Facility,,Canada-Venezuela BIT,,313.0,,ARB(AF)/11/1,Nova Scotia Power Incorporated v. Bolivarian Republic of Venezuela (ICSID Case No. ARB(AF)/11/1),,Nova Scotia Power Incorporated,"Oil, Gas & Mining","BIT Canada - Venezuela,  Republica Bolivariana de 1996",,,VEN,ICSID Additional Facility - Arbitration Rules,"Paris, France",Concluded,Coal supply agreement
750,"Nordzucker v. Poland, UNCITRAL",,POL,,Germany-Poland BIT,466.0,Nordzucker,UNCITRAL,,Germany-Poland BIT,,,,,,,,,,,,,,,,
747,"Noble Ventures, Inc. v. Romania, ICSID Case No. ARB/01/11",,ROU,,Romania-United States BIT,114.0,"Noble Ventures, Inc.",ICSID,,Romania-United States BIT,,665.0,,ARB/01/11,"Noble Ventures, Inc. v. Romania  (ICSID Case No. ARB/01/11)",,"Noble Ventures, Inc.",Finance,BIT Romania - United States of America 1992,,,ROU,ICSID Convention - Arbitration Rules,,Concluded,Stock purchase agreement
745,"Noble Energy, Inc. and Machalapower Cia. Ltda. v. The Republic of Ecuador and Consejo Nacional de Electricidad, ICSID Case No. ARB/05/12",,ECU,,Ecuador-United States BIT,172.0,"Noble Energy, Inc., Machalapower Cia. Ltda.",ICSID,,Ecuador-United States BIT,,521.0,,ARB/05/12,Noble Energy Inc. and MachalaPower Cía. Ltd. v. Republic of Ecuador and Consejo Nacional de Electricidad (ICSID Case No. ARB/05/12),,Noble Energy Inc. and MachalaPower Cía. Ltd.,Other Industry,BIT Ecuador - United States of America 1993,Contract,,Republic of Ecuador and Consejo Nacional de Electricidad,ICSID Convention - Arbitration Rules,,Concluded,Electricity enterprise
745,"Noble Energy, Inc. and Machalapower Cia. Ltda. v. The Republic of Ecuador and Consejo Nacional de Electricidad, ICSID Case No. ARB/05/12",,ECU,,Ecuador-United States BIT,172.0,"Noble Energy, Inc., Machalapower Cia. Ltda.",ICSID,,Ecuador-United States BIT,,531.0,,ARB/05/12,Noble Energy Inc. and MachalaPower Cía. Ltd. v. Republic of Ecuador and Consejo Nacional de Electricidad (ICSID Case No. ARB/05/12),,Noble Energy Inc. and MachalaPower Cía. Ltd.,Other Industry,BIT Ecuador - United States of America 1993,Contract,,Republic of Ecuador and Consejo Nacional de Electricidad,ICSID Convention - Arbitration Rules,,Concluded,Electricity enterprise
4113,"Niko Resources (Bangladesh) Ltd. v. Bangladesh Petroleum Exploration and Production Company Limited (""Bapex"") and Bangladesh Oil Gas and Mineral Corporation (""Petrobangla""), ICSID Case No. ARB/10/11","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,,,,346.0,,ARB/10/11,"Niko Resources (Bangladesh) Ltd. v. Bangladesh Petroleum Exploration & Production Company Limited (""Bapex"") and Bangladesh Oil Gas and Mineral Corporation (""Petrobangla"")  (ICSID Case No. ARB/10/11)",,Niko Resources (Bangladesh) Ltd.,"Oil, Gas & Mining",,Contract,,"Bangladesh Petroleum Exploration & Production Company Limited (""Bapex"") and Bangladesh Oil Gas and Mineral Corporation (""Petrobangla"")",ICSID Convention - Arbitration Rules,,Pending,Petroleum development contract
4112,"Niko Resources (Bangladesh) Ltd. v. Bangladesh Petroleum Exploration and Production Company Limited (""Bapex"") and Bangladesh Oil Gas and Mineral Corporation (""Petrobangla""), ICSID Case No. ARB/10/11","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,,,,346.0,,ARB/10/11,"Niko Resources (Bangladesh) Ltd. v. Bangladesh Petroleum Exploration & Production Company Limited (""Bapex"") and Bangladesh Oil Gas and Mineral Corporation (""Petrobangla"")  (ICSID Case No. ARB/10/11)",,Niko Resources (Bangladesh) Ltd.,"Oil, Gas & Mining",,Contract,,"Bangladesh Petroleum Exploration & Production Company Limited (""Bapex"") and Bangladesh Oil Gas and Mineral Corporation (""Petrobangla"")",ICSID Convention - Arbitration Rules,,Pending,Petroleum development contract
