DISPUTE.id,DISPUTE.title,DISPUTE.economic_sector,DISPUTE.case_respondent,DISPUTE.amount_of_damages,DISPUTE.case_law_text,DISPUTE.case_treaties_tid,DISPUTE.case_claimant,DISPUTE.arbitration_rules,DISPUTE.outcome,DISPUTE.case_treaties,DISPUTE.case_country,ICSID.id,ICSID.decisions,ICSID.caseno,ICSID.title,ICSID.type,ICSID.claimant,ICSID.econsector,ICSID.instrumentinvk1,ICSID.instrumentinvk2,ICSID.partiessub,ICSID.respondent,ICSID.rulesapplied,ICSID.seatarbitration,ICSID.status,ICSID.subject
1581,"iZee Enterprises LLC, Lazer-2 Tbilisi Ltd., and Cafe Rustaveli Ltd. v. Georgia, UNCITRAL",,GEO,,Georgia-United States BIT,393.0,"iZee Enterprises LLC, Lazer-2 Tbilisi Ltd., Cafe Rustaveli Ltd.",UNCITRAL,,Georgia-United States BIT,,,,,,,,,,,,,,,,
1511,"Bidzina Ivanishvili v. Georgia, ICSID Case No. ARB/12/27",,GEO,,France-Georgia BIT,793.0,Ivanishvili,ICSID,,France-Georgia BIT,,232.0,,ARB/12/27,Bidzina Ivanishvili v. Georgia (ICSID Case No. ARB/12/27),,Bidzina Ivanishvili,Finance,BIT France - Georgia 1997,,,GEO,ICSID Convention - Arbitration Rules,,Concluded,Banking enterprise
584,"Itera International Energy LLC and Itera Group NV v. Georgia, ICSID Case No. ARB/08/7",,GEO,,Georgia-Netherlands BIT,392.0,Itera International Energy LLC,ICSID,,Georgia-Netherlands BIT,,417.0,,ARB/08/7,Itera International Energy LLC and Itera Group NV v. Georgia (ICSID Case No. ARB/08/7),,Itera International Energy LLC and Itera Group NV,"Oil, Gas & Mining","BIT Georgia - Netherlands 1998, BIT United States of America - Georgia 1994",,,GEO,ICSID Convention - Arbitration Rules,,Concluded,Gas distribution enterprise
577,"Invesmart v. Czech Republic, UNCITRAL",,CZE,,Czech Republic-Netherlands BIT,212.0,Invesmart,UNCITRAL,,Czech Republic-Netherlands BIT,,,,,,,,,,,,,,,,
1972,"Inversión y Gestión de Bienes, IGB, S.L. and IGB18 Las Rozas, S.L. v. Kingdom of Spain, ICSID Case No. ARB/12/17",,ESP,,Spain-Venezuela BIT,610.0,"Inversión y Gestión de Bienes,, IGB18 Las Rozas, S.L., IGB, S.L.",ICSID,,Spain-Venezuela BIT,,246.0,,ARB/12/17,"Inversión y Gestión de Bienes, IGB, S.L. and IGB18 Las Rozas, S.L. v. Kingdom of Spain  (ICSID Case No. ARB/12/17)",,"Inversión y Gestión de Bienes, IGB, S.L. and IGB18 Las Rozas, S.L.",Construction,"BIT Spain - Venezuela,  Republica Bolivariana de 1995",,,ESP,ICSID Convention - Arbitration Rules,,Concluded,Construction project
1898,"InterTrade Holding GmbH v. The Czech Republic, UNCITRAL, PCA Case No. 2009-12",,CZE,,Czech Republic-Germany BIT,149.0,InterTrade Holding GmbH,UNCITRAL,,Czech Republic-Germany BIT,,,,,,,,,,,,,,,,
1492,Intersema Bau AG v. Libya (UNCITRAL),,LBY,,Libya-Switzerland BIT,783.0,Intersema Bau AG,UNCITRAL,,Libya-Switzerland BIT,,,,,,,,,,,,,,,,
3379,"Interocean Oil Development Company and Interocean Oil Exploration Company v. Federal Republic of Nigeria, ICSID Case No. ARB/13/20","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Pending,,,191.0,,ARB/13/20,Interocean Oil Development Company and Interocean Oil Exploration Company v. Federal Republic of Nigeria (ICSID Case No. ARB/13/20),,Interocean Oil Development Company and Interocean Oil Exploration Company,"Oil, Gas & Mining",,Investment Law - Nigeria (1995),,NGA,ICSID Convention - Arbitration Rules,,Pending,Oil exploration and production joint venture
3381,"International Trust Company of Liberia v. Republic of Liberia, ICSID Case No. ARB/98/3",Transportation and storage,,,,,,ICSID,Discontinued,,,726.0,,ARB/98/3,International Trust Company of Liberia v. Republic of Liberia  (ICSID Case No. ARB/98/3),,International Trust Company of Liberia,Transportation,,Other,,LBR,ICSID Convention - Arbitration Rules,,Concluded,Maritime registry
3381,"International Trust Company of Liberia v. Republic of Liberia, ICSID Case No. ARB/98/3",Transportation and storage,,,,,,ICSID,Discontinued,,,716.0,,ARB/98/3,International Trust Company of Liberia v. Republic of Liberia  (ICSID Case No. ARB/98/3),,International Trust Company of Liberia,Transportation,,Other,,LBR,ICSID Convention - Arbitration Rules,,Concluded,Maritime registry
567,"International Quantum Resources Limited, Frontier SPRL et Compagnie Minière de Sakania SPRL v. République démocratique du Congo, ICSID Case No. ARB/10/21",,COD,,,,"International Quantum Resources Limited, Frontier SPRL, Compagnie Minière de Sakania SPRL",ICSID,,,,329.0,,ARB/10/21,"International Quantum Resources Limited, Frontier SPRL and Compagnie Minière de Sakania SPRL v. Democratic Republic of the Congo (ICSID Case No. ARB/10/21)",,"International Quantum Resources Limited, Frontier SPRL and Compagnie Minière de Sakania SPRL","Oil, Gas & Mining",,"Other, Investment Law - Congo (2002)",,Democratic Republic of the Congo,ICSID Convention - Arbitration Rules,,Concluded,Mining concessions
2112,"International Company for Railway Systems (ICRS) v. Hashemite Kingdom of Jordan, ICSID Case No. ARB/09/13",,JOR,,Jordan-Kuwait BIT,931.0,International Company for Railway Systems (ICRS),ICSID,,Jordan-Kuwait BIT,,380.0,,ARB/09/13,International Company for Railway Systems (ICRS) v. Hashemite Kingdom of Jordan (ICSID Case No. ARB/09/13),,International Company for Railway Systems (ICRS),Transportation,BIT Jordan - Kuwait 2001,Contract,,JOR,ICSID Convention - Arbitration Rules,,Concluded,Light rail system
2112,"International Company for Railway Systems (ICRS) v. Hashemite Kingdom of Jordan, ICSID Case No. ARB/09/13",,JOR,,Jordan-Kuwait BIT,931.0,International Company for Railway Systems (ICRS),ICSID,,Jordan-Kuwait BIT,,370.0,,ARB/09/13,International Company for Railway Systems (ICRS) v. Hashemite Kingdom of Jordan (ICSID Case No. ARB/09/13),,International Company for Railway Systems (ICRS),Transportation,BIT Jordan - Kuwait 2001,Contract,,JOR,ICSID Convention - Arbitration Rules,,Concluded,Light rail system
3389,"Inter Nexus Consulting Services, S.L. v. United Mexican States",,,,,,,,,,,,,,,,,,,,,,,,,
565,"Inmaris Perestroika Sailing Maritime Services GmbH and Others v. Ukraine, ICSID Case No. ARB/08/8",,UKR,,Germany-Ukraine BIT,333.0,Inmaris Perestroika Sailing Maritime Services GmbH,ICSID,,Germany-Ukraine BIT,,416.0,,ARB/08/8,Inmaris Perestroika Sailing Maritime Services GmbH and others v. Ukraine (ICSID Case No. ARB/08/8),,Inmaris Perestroika Sailing Maritime Services GmbH and others,Tourism,BIT Ukraine - Germany 1993,,,UKR,ICSID Convention - Arbitration Rules,,Concluded,Maritime operations
2258,"Infinito Gold Ltd. v. Costa Rica, ICSID Case No. ARB/14/5",,CRI,,Canada-Costa Rica BIT,96.0,Infinito Gold Ltd.,ICSID,,Canada-Costa Rica BIT,,162.0,,ARB/14/5,Infinito Gold Ltd. v. Republic of Costa Rica (ICSID Case No. ARB/14/5),,Infinito Gold Ltd.,"Oil, Gas & Mining",BIT Costa Rica - Canada 1998,,,CRI,ICSID Convention - Arbitration Rules,,Pending,Gold mining project
2297,"Indorama International Finance Limited v. Arab Republic of Egypt, ICSID Case No. ARB/11/32",Manufacturing,EGY,"US $54,000,000",Egypt-United Kingdom BIT,396.0,Indorama International Finance Limited,ICSID,Discontinued,Egypt-United Kingdom BIT,,272.0,,ARB/11/32,Indorama International Finance Limited v. Arab Republic of Egypt (ICSID Case No. ARB/11/32),,Indorama International Finance Limited,Other Industry,"BIT Egypt,  Arab Republic of - United Kingdom of Great Britain and Northern Ireland 1975",,,EGY,ICSID Convention - Arbitration Rules,,Concluded,Textile enterprise
562,"Inceysa Vallisoletana S.L. v. Republic of El Salvador, ICSID Case No. ARB/03/26",,SLV,,El Salvador-Spain BIT,378.0,Inceysa Vallisoletana S.L.,ICSID,,El Salvador-Spain BIT,,591.0,,ARB/03/26,Inceysa Vallisoletana S.L. v. Republic of El Salvador  (ICSID Case No. ARB/03/26),,Inceysa Vallisoletana S.L.,Transportation,BIT El Salvador - Spain 1995,,,SLV,ICSID Convention - Arbitration Rules,,Concluded,Motor vehicle inspection facility
562,"Inceysa Vallisoletana S.L. v. Republic of El Salvador, ICSID Case No. ARB/03/26",,SLV,,El Salvador-Spain BIT,378.0,Inceysa Vallisoletana S.L.,ICSID,,El Salvador-Spain BIT,,581.0,,ARB/03/26,Inceysa Vallisoletana S.L. v. Republic of El Salvador  (ICSID Case No. ARB/03/26),,Inceysa Vallisoletana S.L.,Transportation,BIT El Salvador - Spain 1995,,,SLV,ICSID Convention - Arbitration Rules,,Concluded,Motor vehicle inspection facility
2123,"Impresa Grassetto S. p. A., in liquidation v. Republic of Slovenia, ICSID Case No. ARB/13/10",,SVN,,,935.0,Impresa Grassetto S. p. A.,ICSID,,Italy-Slovenia BIT,,202.0,,ARB/13/10,"Impresa Grassetto S. p. A., in liquidation v. Republic of Slovenia  (ICSID Case No. ARB/13/10)",,"Impresa Grassetto S. p. A., in liquidation",Transportation,BIT Slovenia - Italy 2000,,,SVN,ICSID Convention - Arbitration Rules,,Pending,Highway tunnel construction project
571,"International Thunderbird Gaming Corporation v. The United Mexican States, UNCITRAL",Other service activities,MEX,,NAFTA,11.0,International Thunderbird Gaming Corporation,UNCITRAL,In favour of State,NAFTA,,,,,,,,,,,,,,,,
556,"Impregilo S.p.A. v. Islamic Republic of Pakistan, ICSID Case No. ARB/03/3",,PAK,,Italy-Pakistan BIT,377.0,Impregilo S.p.A.,ICSID,,Italy-Pakistan BIT,,629.0,,ARB/03/3,Impregilo S.p.A. v. Islamic Republic of Pakistan  (ICSID Case No. ARB/03/3),,Impregilo S.p.A.,Electric Power & Other Energy,BIT Pakistan - Italy 1997,,,PAK,ICSID Convention - Arbitration Rules,,Concluded,Hydropower project
556,"Impregilo S.p.A. v. Islamic Republic of Pakistan, ICSID Case No. ARB/03/3",,PAK,,Italy-Pakistan BIT,377.0,Impregilo S.p.A.,ICSID,,Italy-Pakistan BIT,,619.0,,ARB/03/3,Impregilo S.p.A. v. Islamic Republic of Pakistan  (ICSID Case No. ARB/03/3),,Impregilo S.p.A.,Electric Power & Other Energy,BIT Pakistan - Italy 1997,,,PAK,ICSID Convention - Arbitration Rules,,Concluded,Hydropower project
554,"Impregilo S.p.A. v. Argentine Republic, ICSID Case No. ARB/07/17",,ARG,,Argentina-Italy BIT,36.0,Impregilo S.p.A.,ICSID,,Argentina-Italy BIT,,453.0,,ARB/07/17,Impregilo S.p.A.  v. Argentine Republic  (ICSID Case No. ARB/07/17),,Impregilo S.p.A.,"Water, Sanitation & Flood Protection",BIT Argentina - Italy 1990,,,ARG,ICSID Convention - Arbitration Rules,,Concluded,Water services concession
3958,"Hydro S.r.l. and others v. Republic of Albania, ICSID Case No. ARB/15/28","Electricity, gas, steam and air conditioning supply",,,BIT Albania - Italy 1991 (Italian),2679.0,,ICSID,,BIT Albania - Italy 1991,,99.0,,ARB/15/28,Hydro S.r.l. and others v. Republic of Albania (ICSID Case No. ARB/15/28),,Hydro S.r.l. and others,Electric Power & Other Energy,BIT Albania - Italy 1991,,,ALB,ICSID Convention - Arbitration Rules,,Pending,Renewable energy generation enterprise
3062,"Hupacasath First Nation v. Canada (Minister of Foreign Affairs), Challenge to Canada-China FIPA in Federal Court of Canada",,CAN,,,959.0,Hupacasath First Nation,,,Canada-China BIT,CAN,,,,,,,,,,,,,,,
544,"Hulley Enterprises Limited (Cyprus) v. The Russian Federation, UNCITRAL, PCA Case No. AA 226",,RUS,,Energy Charter Treaty (ECT),59.0,Hulley Enterprises Limited (Cyprus),UNCITRAL,,Energy Charter Treaty (ECT),,,,,,,,,,,,,,,,
3597,"I&I Beheer B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/05/4",Financial and insurance activities,,,,2284.0,,ICSID,Discontinued,Netherlands - Venezuela BIT,,542.0,,ARB/05/4,I&I Beheer B.V.  v. Bolivarian Republic of Venezuela  (ICSID Case No. ARB/05/4),,I&I Beheer B.V.,Finance,"BIT Netherlands - Venezuela,  Republica Bolivariana de 1991",Investment Law - Venezuela (1999),,VEN,ICSID Convention - Arbitration Rules,,Concluded,Debt instruments
551,"ICS Inspection and Control Services Limited (United Kingdom) v. The Republic of Argentina, UNCITRAL, PCA Case No. 2010-9",,ARG,,Argentina-United Kingdom BIT,119.0,ICS Inspection and Control Services Limited (United Kingdom),UNCITRAL,,Argentina-United Kingdom BIT,,,,,,,,,,,,,,,,
3598,"I&I Beheer B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/05/4",Financial and insurance activities,,,,2287.0,,ICSID,Discontinued,Netherlands - Venezuela BIT,,542.0,,ARB/05/4,I&I Beheer B.V.  v. Bolivarian Republic of Venezuela  (ICSID Case No. ARB/05/4),,I&I Beheer B.V.,Finance,"BIT Netherlands - Venezuela,  Republica Bolivariana de 1991",Investment Law - Venezuela (1999),,VEN,ICSID Convention - Arbitration Rules,,Concluded,Debt instruments
546,"IBM World Trade Corporation v. República del Ecuador, ICSID Case No. ARB/02/10",,ECU,,Ecuador-United States BIT,172.0,IBM World Trade Corporation,ICSID,,Ecuador-United States BIT,,644.0,,ARB/02/10,IBM World Trade Corp. v. Republic of Ecuador  (ICSID Case No. ARB/02/10),,IBM World Trade Corp.,Information & Communication,BIT Ecuador - United States of America 1993,,,ECU,ICSID Convention - Arbitration Rules,,Concluded,Informatic services contract
1518,"Iberdrola Energía S.A. v. Republic of Guatemala, ICSID Case No. ARB/09/5",,GTM,,Guatemala-Spain BIT,796.0,Iberdrola Energía S.A.,ICSID,,Guatemala-Spain BIT,,391.0,,ARB/09/5,"Iberdrola Energía, S.A. v. Republic of Guatemala  (ICSID Case No. ARB/09/5)",,"Iberdrola Energía, S.A.",Electric Power & Other Energy,BIT Spain - Guatemala 2002,,,GTM,ICSID Convention - Arbitration Rules,,Concluded,Electricity distribution concession
3242,"Hrvatska Elektroprivreda d.d. v. Republic of Slovenia, ICSID Case No. ARB/05/24","Electricity, gas, steam and air conditioning supply",,,Energy Charter Treaty (ECT),59.0,,ICSID,Pending,Energy Charter Treaty (ECT),,510.0,,ARB/05/24,Hrvatska Elektroprivreda d.d.  v. Republic of Slovenia  (ICSID Case No. ARB/05/24),,Hrvatska Elektroprivreda d.d.,Electric Power & Other Energy,,"Contract, ECT (Energy Charter Treaty)",,SVN,ICSID Convention - Arbitration Rules,,Concluded,Nuclear power plant
3109,"Hortensia Margarita Shortt v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/11/30",Transportation and storage,VEN,,United Kingdom-Venezuela BIT,1041.0,Hortensia Margarita Shortt,ICSID,Discontinued,United Kingdom-Venezuela BIT,,275.0,,ARB/11/30,Hortensia Margarita Shortt v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/11/30),,Hortensia Margarita Shortt,Transportation,"BIT Venezuela,  Republica Bolivariana de - United Kingdom of Great Britain and Northern Ireland 1995",,,VEN,ICSID Convention - Arbitration Rules,,Concluded,Maritime transport services
3391,"Holiday Inns S.A. and others v. Morocco, ICSID Case No. ARB/72/1",Other service activities,,,,,,ICSID,Settled,,,793.0,,ARB/72/1,Holiday Inns S.A. and others v. Morocco (ICSID Case No. ARB/72/1),,Holiday Inns S.A. and others,Tourism,,Contract,,MAR,ICSID Convention - Arbitration Rules,,Concluded,Joint venture to build and operate hotels
3391,"Holiday Inns S.A. and others v. Morocco, ICSID Case No. ARB/72/1",Other service activities,,,,,,ICSID,Settled,,,803.0,,ARB/72/1,Holiday Inns S.A. and others v. Morocco (ICSID Case No. ARB/72/1),,Holiday Inns S.A. and others,Tourism,,Contract,,MAR,ICSID Convention - Arbitration Rules,,Concluded,Joint venture to build and operate hotels
3650,"Holcim Limited, Holderfin B.V. and Caricement B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/09/3",Construction,,,Venezuela-Switzerland BIT,2324.0,,ICSID,Pending,Venezuela-Switzerland BIT,,395.0,,ARB/09/3,"Holcim Limited, Holderfin B.V. and Caricement B.V. v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/09/3)",,"Holcim Limited, Holderfin B.V. and Caricement B.V.",Construction,"BIT Netherlands - Venezuela,  Republica Bolivariana de 1991, BIT Venezuela,  Republica Bolivariana de - Switzerland 1993",,,VEN,ICSID Convention - Arbitration Rules,,Pending,Cement production enterprise
538,"Hochtief AG v. The Argentine Republic, ICSID Case No. ARB/07/31",,ARG,,Argentina-Germany BIT,369.0,Hochtief AG,ICSID,,Argentina-Germany BIT,,431.0,,ARB/07/31,HOCHTIEF Aktiengesellschaft v. Argentine Republic (ICSID Case No. ARB/07/31),,HOCHTIEF Aktiengesellschaft,Transportation,BIT Germany - Argentina 1991,,,ARG,ICSID Convention - Arbitration Rules,,Pending,Highway system construction contract
2250,"Highbury International AVV and Ramstein Trading Inc. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/11/1",,VEN,,Netherlands-Venezuela BIT,192.0,"Highbury International AVV, Ramstein Trading Inc.",ICSID,,Netherlands-Venezuela BIT,,317.0,,ARB/11/1,Highbury International AVV and Ramstein Trading Inc. v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/11/1),,Highbury International AVV and Ramstein Trading Inc.,"Oil, Gas & Mining","BIT Netherlands - Venezuela,  Republica Bolivariana de 1991",Investment Law - Venezuela (1999),,VEN,ICSID Convention - Arbitration Rules,,Pending,Mining concession
2558,"Highbury International AVV, Compañía Minera de Bajo Caroní AVV, and Ramstein Trading Inc. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/14/10",,VEN,,Netherlands-Venezuela BIT,192.0,"Highbury International AVV, Compañia Minera de Bajo Caroní AVV, Ramstein Trading Inc.",ICSID,,Netherlands-Venezuela BIT,,155.0,,ARB/14/10,"Highbury International AVV, Compañía Minera de Bajo Caroní AVV, and Ramstein Trading Inc. v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/14/10)",,"Highbury International AVV, Compañía Minera de Bajo Caroní AVV, and Ramstein Trading Inc.","Oil, Gas & Mining","BIT Netherlands - Venezuela,  Republica Bolivariana de 1991",Investment Law - Venezuela (1999),,VEN,ICSID Convention - Arbitration Rules,,Pending,Mining concession
534,"HICEE B.V. v. The Slovak Republic, UNCITRAL, PCA Case No. 2009-11",,SVK,,Netherlands-Slovak Repubic BIT,383.0,HICEE B.V.,UNCITRAL,,Netherlands-Slovak Repubic BIT,,,,,,,,,,,,,,,,
3436,"Chevron Bangladesh Block Twelve, Ltd. and Chevron Bangladesh Blocks Thirteen and Fourteen, Ltd. v. People's Republic of Bangladesh, ICSID Case No. ARB/06/10","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,In favour of Investor,,,495.0,,ARB/06/10,"Chevron Bangladesh Block Twelve, Ltd. and Chevron Bangladesh Blocks Thirteen and Fourteen, Ltd. v. People's Republic of Bangladesh (ICSID Case No. ARB/06/10)",,"Chevron Bangladesh Block Twelve, Ltd. and Chevron Bangladesh Blocks Thirteen and Fourteen, Ltd.","Oil, Gas & Mining",,Contract,,BGD,ICSID Convention - Arbitration Rules,,Concluded,"Exploration, development, and production of natural gas"
3436,"Chevron Bangladesh Block Twelve, Ltd. and Chevron Bangladesh Blocks Thirteen and Fourteen, Ltd. v. People's Republic of Bangladesh, ICSID Case No. ARB/06/10","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,In favour of Investor,,,485.0,,ARB/06/10,"Chevron Bangladesh Block Twelve, Ltd. and Chevron Bangladesh Blocks Thirteen and Fourteen, Ltd. v. People's Republic of Bangladesh (ICSID Case No. ARB/06/10)",,"Chevron Bangladesh Block Twelve, Ltd. and Chevron Bangladesh Blocks Thirteen and Fourteen, Ltd.","Oil, Gas & Mining",,Contract,,BGD,ICSID Convention - Arbitration Rules,,Concluded,"Exploration, development, and production of natural gas"
529,"Helnan International Hotels A/S v. Arab Republic of Egypt, ICSID Case No. ARB/05/19",,EGY,,Denmark-Egypt BIT,364.0,Helnan International Hotels A/S,ICSID,,Denmark-Egypt BIT,,517.0,,ARB/05/19,Helnan International Hotels A/S  v. Arab Republic of Egypt  (ICSID Case No. ARB/05/19),,Helnan International Hotels A/S,Tourism,"BIT Denmark - Egypt,  Arab Republic of 1999",,,EGY,ICSID Convention - Arbitration Rules,,Concluded,Hotel lease and development agreements
4263,"Hardy Exploration and Production (India) Inc. v. Government of India, Ministry of Petroleum and Natural Gas, UNCITRAL","Mining and quarrying, including hydrocarbons (oil and gas)",,"US $74,000,000",,,,UNCITRAL,In favour of Investor,,,,,,,,,,,,,,,,,
527,"Gustav F W Hamester GmbH & Co KG v. Republic of Ghana, ICSID Case No. ARB/07/24",,GHA,,Germany-Ghana BIT,362.0,Gustav F W Hamester GmbH & Co KG,ICSID,,Germany-Ghana BIT,,442.0,,ARB/07/24,Gustav F W Hamester GmbH & Co KG v. Republic of Ghana (ICSID Case No. ARB/07/24),,Gustav F W Hamester GmbH & Co KG,Other Industry,BIT Ghana - Germany 1995,,,GHA,ICSID Convention - Arbitration Rules,,Concluded,Cocoa production enterprise
527,"Gustav F W Hamester GmbH & Co KG v. Republic of Ghana, ICSID Case No. ARB/07/24",,GHA,,Germany-Ghana BIT,362.0,Gustav F W Hamester GmbH & Co KG,ICSID,,Germany-Ghana BIT,,432.0,,ARB/07/24,Gustav F W Hamester GmbH & Co KG v. Republic of Ghana (ICSID Case No. ARB/07/24),,Gustav F W Hamester GmbH & Co KG,Other Industry,BIT Ghana - Germany 1995,,,GHA,ICSID Convention - Arbitration Rules,,Concluded,Cocoa production enterprise
2062,"Joseph Houben v. Republic of Burundi, ICSID Case No. ARB/13/7",,BDI,,Belgium-Burundi BIT,911.0,Houben,ICSID,,Belgium-Burundi BIT,,204.0,,ARB/13/7,Joseph Houben v. Republic of Burundi (ICSID Case No. ARB/13/7),,Joseph Houben,Other Industry,BIT Belgium-Luxembourg - Burundi 1989,,,BDI,ICSID Convention - Arbitration Rules,,Concluded,Real estate project
1968,"Grupo Francisco Hernando Contreras v. Republic of Equatorial Guinea, ICSID Case No. ARB(AF)/12/2",,GNQ,,,948.0,Grupo Francisco Hernando Contreras,ICSID,,Equatorial Guinea-Spain BIT,,264.0,,ARB(AF)/12/2,Grupo Francisco Hernando Contreras v. Republic of Equatorial Guinea (ICSID Case No. ARB(AF)/12/2),,Grupo Francisco Hernando Contreras,Construction,BIT Equatorial Guinea - Spain 2003,,,GNQ,ICSID Additional Facility - Arbitration Rules,"The Hague, Netherlands",Concluded,Construction of housing and sports facilities
3568,"Guadalupe Gas Products Corporation v. Nigeria, ICSID Case No. ARB/78/1","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Settled,,,795.0,,ARB/78/1,Guadalupe Gas Products Corporation v. Nigeria  (ICSID Case No. ARB/78/1),,Guadalupe Gas Products Corporation,"Oil, Gas & Mining",,Contract,,NGA,ICSID Convention - Arbitration Rules,,Concluded,Production and marketing of liquefied natural gas
4209,"Gujarat State Petroleum Corporation Limited, Alkor Petroo Limited, and Western Drilling Constructors Private Limited v. the Republic of Yemen and the Yemen Ministry of Oil and Minerals, ICC Arbitration No. 19299/MCP","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICC,,,,,,,,,,,,,,,,,,
937,"Rachel S. Grynberg, Stephen M. Grynberg, Miriam Z. Grynberg and RSM Production Company v. Grenada, ICSID Case No. ARB/10/6",,GRD,,Grenada-United States BIT,533.0,"Grynberg, RSM Production Company",ICSID,,Grenada-United States BIT,,352.0,,ARB/10/6,RSM Production Corporation and others  v. Grenada  (ICSID Case No. ARB/10/6),,RSM Production Corporation and others,"Oil, Gas & Mining",BIT United States of America - Grenada 1986,,,GRD,ICSID Convention - Arbitration Rules,,Concluded,Oil exploration contract
518,"Guaracachi America, Inc. and Rurelec PLC v. The Plurinational State of Bolivia, UNCITRAL, PCA Case No. 2011-17",,BOL,,Bolivia-United Kingdom BIT,358.0,"Guaracachi America, Inc., Rurelec PLC",UNCITRAL,,Bolivia-United Kingdom BIT,,,,,,,,,,,,,,,,
1970,"Guardian Fiduciary Trust, Ltd, f/k/a Capital Conservator Savings & Loan, Ltd v. Macedonia, former Yugoslav Republic of, ICSID Case No. ARB/12/31",,MKD,,Netherlands-Macedonia BIT,1182.0,"Guardian Fiduciary Trust, Ltd, f/k/a Capital Conservator Savings & Loan, Ltd",ICSID,,Netherlands-Macedonia BIT,,227.0,,ARB/12/31,"Guardian Fiduciary Trust, Ltd, f/k/a Capital Conservator Savings & Loan, Ltd v. Macedonia, former Yugoslav Republic of (ICSID Case No. ARB/12/31)",,"Guardian Fiduciary Trust, Ltd, f/k/a Capital Conservator Savings & Loan, Ltd",Finance,"BIT Netherlands - Macedonia,  Former Yugoslav Republic of 1998",,,"Macedonia, former Yugoslav Republic of",ICSID Convention - Arbitration Rules,,Concluded,Trust banking operations
515,"Philippe Gruslin v. Malaysia, ICSID Case No. ARB/99/3",,MYS,,Belgium-Luxembourg-Malaysia BIT,354.0,Gruslin,ICSID,,Belgium-Luxembourg-Malaysia BIT,,709.0,,ARB/99/3,Philippe Gruslin  v. Malaysia (ICSID Case No. ARB/99/3),,Philippe Gruslin,Finance,BIT Belgium-Luxembourg - Malaysia 1979,,,MYS,ICSID Convention - Arbitration Rules,,Concluded,Company shareholding
3895,Grupo Francisco Hernando Contreras v Equatorial Guinea,Construction,,,Spain-Equatorial Guinea Bilateral Investment Treaty (Spanish),2554.0,,,In favour of State,Spain-Equatorial Guinea Bilateral Investment Treaty,,,,,,,,,,,,,,,,
3879,"Gramercy Funds Management LLC, Gramercy Peru Holdings LLC, Gramercy Investment Advisors LLC and Gramercy Advisors LLC v. the Republic of Peru",Financial and insurance activities,,,,2539.0,,,,US-Peru Trade Promotion Agreement,,,,,,,,,,,,,,,,
1460,"H&H Enterprises Investments, Inc. v. Arab Republic of Egypt, ICSID Case No. ARB 09/15","Arts, entertainment and recreation",EGY,,Egypt-United States BIT,70.0,"H&H Enterprises Investments, Inc.",ICSID,In favour of State,Egypt-United States BIT,,377.0,,ARB/09/15,"H&H Enterprises Investments, Inc. v. Arab Republic of Egypt (ICSID Case No. ARB/09/15)",,"H&H Enterprises Investments, Inc.",Tourism,"BIT Egypt,  Arab Republic of - United States of America 1986",,,EGY,ICSID Convention - Arbitration Rules,,Concluded,Resort management and operation
3392,"GRAD Associates, P.A. v. Bolivarian Republic of Venezuela, Case No. ARB/00/3",,,,,,,,Discontinued,,,695.0,,ARB/00/3,"GRAD Associates, P.A. v. Bolivarian Republic of Venezuela  (ICSID Case No. ARB/00/3)",,"GRAD Associates, P.A.",Construction,,Contract,,VEN,ICSID Convention - Arbitration Rules,,Concluded,Contract for the construction and modernization of penitentiaries
2626,Grand Torg SRL v. Moldova,,MDA,,Moldova-Russian Federation BIT,157.0,Grand Torg SRL,SCC,,Moldova-Russian Federation BIT,,,,,,,,,,,,,,,,
3641,"Global Gold Mining LLC v. Republic of Armenia, ICSID Case No. ARB/07/7","Mining and quarrying, including hydrocarbons (oil and gas)",,,Armenia-United States BIT,604.0,,ICSID,Settled,Armenia-United States BIT,,469.0,,ARB/07/7,Global Gold Mining LLC  v. Republic of Armenia  (ICSID Case No. ARB/07/7),,Global Gold Mining LLC,"Oil, Gas & Mining",BIT United States of America - Armenia 1992,,,ARM,ICSID Convention - Arbitration Rules,,Concluded,Mining enterprise
